Geoid,Tract,Year,type,County,CRA Eligible
6001435102,4351.02,2016,high,Alameda County,not eligible
6001435103,4351.03,2016,high,Alameda County,not eligible
6001435104,4351.04,2016,mod,Alameda County,eligible
6001435200,4352.0,2016,mid,Alameda County,not eligible
6001435300,4353.0,2016,mod,Alameda County,eligible
6001435400,4354.0,2016,mod,Alameda County,eligible
6001435500,4355.0,2016,mod,Alameda County,eligible
6001435601,4356.01,2016,mod,Alameda County,eligible
6001435602,4356.02,2016,low,Alameda County,eligible
6001435700,4357.0,2016,mid,Alameda County,not eligible
6001435800,4358.0,2016,mid,Alameda County,not eligible
6001435900,4359.0,2016,mid,Alameda County,not eligible
6001436000,4360.0,2016,mid,Alameda County,not eligible
6001436100,4361.0,2016,mod,Alameda County,eligible
6001436200,4362.0,2016,mod,Alameda County,eligible
6001436300,4363.0,2016,mod,Alameda County,eligible
6001436401,4364.01,2016,mid,Alameda County,not eligible
6001436402,4364.02,2016,high,Alameda County,not eligible
6001436500,4365.0,2016,mod,Alameda County,eligible
6001436601,4366.01,2016,mod,Alameda County,eligible
6001436602,4366.02,2016,mod,Alameda County,eligible
6001436700,4367.0,2016,mod,Alameda County,eligible
6001436800,4368.0,2016,mid,Alameda County,not eligible
6001436900,4369.0,2016,mod,Alameda County,eligible
6001437000,4370.0,2016,mid,Alameda County,not eligible
6001437101,4371.01,2016,high,Alameda County,not eligible
6001437102,4371.02,2016,mod,Alameda County,eligible
6001437200,4372.0,2016,mid,Alameda County,not eligible
6001437300,4373.0,2016,mod,Alameda County,eligible
6001437400,4374.0,2016,mid,Alameda County,not eligible
6001437500,4375.0,2016,mod,Alameda County,eligible
6001437600,4376.0,2016,mod,Alameda County,eligible
6001437701,4377.01,2016,mod,Alameda County,eligible
6001437702,4377.02,2016,low,Alameda County,eligible
6001437800,4378.0,2016,mid,Alameda County,not eligible
6001437900,4379.0,2016,mod,Alameda County,eligible
6001438000,4380.0,2016,mid,Alameda County,not eligible
6001438100,4381.0,2016,mid,Alameda County,not eligible
6001438201,4382.01,2016,mod,Alameda County,eligible
6001438203,4382.03,2016,mid,Alameda County,not eligible
6001438204,4382.04,2016,mid,Alameda County,not eligible
6001438300,4383.0,2016,mid,Alameda County,not eligible
6001438400,4384.0,2016,mid,Alameda County,not eligible
6001440100,4401.0,2016,mod,Alameda County,eligible
6001440200,4402.0,2016,mod,Alameda County,eligible
6001440301,4403.01,2016,mid,Alameda County,not eligible
6001440304,4403.04,2016,mid,Alameda County,not eligible
6001440305,4403.05,2016,mid,Alameda County,not eligible
6001440306,4403.06,2016,mid,Alameda County,not eligible
6001440307,4403.07,2016,mid,Alameda County,not eligible
6001440308,4403.08,2016,mid,Alameda County,not eligible
6001440331,4403.31,2016,mid,Alameda County,not eligible
6001440332,4403.32,2016,high,Alameda County,not eligible
6001440333,4403.33,2016,high,Alameda County,not eligible
6001440334,4403.34,2016,mid,Alameda County,not eligible
6001440335,4403.35,2016,high,Alameda County,not eligible
6001440335,4403.36,2016,mid,Alameda County,not eligible
6001441100,4411.0,2016,high,Alameda County,not eligible
6001441200,4412.0,2016,mid,Alameda County,not eligible
6001441301,4413.01,2016,high,Alameda County,not eligible
6001441302,4413.02,2016,high,Alameda County,not eligible
6001441401,4414.01,2016,mid,Alameda County,not eligible
6001441402,4414.02,2016,mid,Alameda County,not eligible
6001441501,4415.01,2016,high,Alameda County,not eligible
6001441503,4415.03,2016,high,Alameda County,not eligible
6001441521,4415.21,2016,high,Alameda County,not eligible
6001441522,4415.22,2016,high,Alameda County,not eligible
6001441522,4415.23,2016,high,Alameda County,not eligible
6001441524,4415.24,2016,high,Alameda County,not eligible
6001441601,4416.01,2016,mid,Alameda County,not eligible
6001441602,4416.02,2016,mid,Alameda County,not eligible
6001441700,4417.0,2016,mid,Alameda County,not eligible
6001441800,4418.0,2016,mid,Alameda County,not eligible
6001441921,4419.21,2016,mid,Alameda County,not eligible
6001441922,4419.23,2016,mid,Alameda County,not eligible
6001441924,4419.24,2016,high,Alameda County,not eligible
6001441925,4419.25,2016,mid,Alameda County,not eligible
6001441926,4419.26,2016,mod,Alameda County,eligible
6001441927,4419.27,2016,mid,Alameda County,not eligible
6001442000,4420.0,2016,high,Alameda County,not eligible
6001442100,4421.0,2016,high,Alameda County,not eligible
6001442200,4422.0,2016,high,Alameda County,not eligible
6001442301,4423.01,2016,mid,Alameda County,not eligible
6001442302,4423.02,2016,mod,Alameda County,eligible
6001442400,4424.0,2016,mid,Alameda County,not eligible
6001442500,4425.0,2016,mid,Alameda County,not eligible
6001442601,4426.01,2016,mid,Alameda County,not eligible
6001442602,4426.02,2016,high,Alameda County,not eligible
6001442700,4427.0,2016,high,Alameda County,not eligible
6001442800,4428.0,2016,mid,Alameda County,not eligible
6001442900,4429.0,2016,mid,Alameda County,not eligible
6001443001,4430.01,2016,mid,Alameda County,not eligible
6001443002,4430.02,2016,mid,Alameda County,not eligible
6001443102,4431.02,2016,high,Alameda County,not eligible
6001443103,4431.03,2016,high,Alameda County,not eligible
6001443104,4431.04,2016,high,Alameda County,not eligible
6001443105,4431.05,2016,high,Alameda County,not eligible
6001443200,4432.0,2016,high,Alameda County,not eligible
6001443301,4433.01,2016,high,Alameda County,not eligible
6001443321,4433.21,2016,mod,Alameda County,eligible
6001443322,4433.22,2016,high,Alameda County,not eligible
6001444100,4441.0,2016,mid,Alameda County,not eligible
6001444200,4442.0,2016,mid,Alameda County,not eligible
6001444301,4443.01,2016,mid,Alameda County,not eligible
6001444302,4443.02,2016,mid,Alameda County,not eligible
6001444400,4444.0,2016,mod,Alameda County,eligible
6001444500,4445.0,2016,mid,Alameda County,not eligible
6001444601,4446.01,2016,mid,Alameda County,not eligible
6001444602,4446.02,2016,high,Alameda County,not eligible
6001450101,4501.01,2016,high,Alameda County,not eligible
6001450102,4501.02,2016,high,Alameda County,not eligible
6001450200,4502.0,2016,mid,Alameda County,not eligible
6001450300,4503.0,2016,mid,Alameda County,not eligible
6001450400,4504.0,2016,mid,Alameda County,not eligible
6001450501,4505.01,2016,high,Alameda County,not eligible
6001450502,4505.02,2016,high,Alameda County,not eligible
6001450601,4506.01,2016,high,Alameda County,not eligible
6001450602,4506.02,2016,high,Alameda County,not eligible
6001450603,4506.03,2016,high,Alameda County,not eligible
6001450604,4506.04,2016,high,Alameda County,not eligible
6001450605,4506.05,2016,high,Alameda County,not eligible
6001450606,4506.06,2016,high,Alameda County,not eligible
6001450607,4506.07,2016,mid,Alameda County,not eligible
6001450701,4507.01,2016,high,Alameda County,not eligible
6001450741,4507.41,2016,high,Alameda County,not eligible
6001450742,4507.42,2016,high,Alameda County,not eligible
6001450743,4507.43,2016,mid,Alameda County,not eligible
6001450743,4507.44,2016,high,Alameda County,not eligible
6001450745,4507.45,2016,high,Alameda County,not eligible
6001450746,4507.46,2016,high,Alameda County,not eligible
6001450750,4507.5,2016,mid,Alameda County,not eligible
6001450751,4507.51,2016,high,Alameda County,not eligible
6001450752,4507.52,2016,high,Alameda County,not eligible
6001451101,4511.01,2016,high,Alameda County,not eligible
6001451102,4511.02,2016,high,Alameda County,not eligible
6001451201,4512.01,2016,mid,Alameda County,not eligible
6001451202,4512.02,2016,mid,Alameda County,not eligible
6001451300,4513.0,2016,high,Alameda County,not eligible
6001451401,4514.01,2016,high,Alameda County,not eligible
6001451403,4514.03,2016,mid,Alameda County,not eligible
6001451404,4514.04,2016,mod,Alameda County,eligible
6001451501,4515.01,2016,high,Alameda County,not eligible
6001451503,4515.03,2016,mid,Alameda County,not eligible
6001451504,4515.04,2016,high,Alameda County,not eligible
6001451505,4515.05,2016,high,Alameda County,not eligible
6001451506,4515.06,2016,mid,Alameda County,not eligible
6001451601,4516.01,2016,high,Alameda County,not eligible
6001451602,4516.02,2016,high,Alameda County,not eligible
6001451701,4517.01,2016,mid,Alameda County,not eligible
6001451703,4517.03,2016,high,Alameda County,not eligible
6001451704,4517.04,2016,high,Alameda County,not eligible
6001982000,9820.0,2016,mid,Alameda County,not eligible
6001983200,9832.0,2016,high,Alameda County,not eligible
6041150100,1501.0,2009,mid,Sonoma County,not eligible
6041150201,1502.01,2009,mid,Sonoma County,not eligible
6041150202,1502.02,2009,mid,Sonoma County,not eligible
6041150302,1503.02,2009,mod,Sonoma County,eligible
6041150303,1503.03,2009,mid,Sonoma County,not eligible
6041150304,1503.04,2009,mid,Sonoma County,not eligible
6041150500,1505.0,2009,mid,Sonoma County,not eligible
6041150601,1506.01,2009,mid,Sonoma County,not eligible
6041150602,1506.02,2009,mid,Sonoma County,not eligible
6041150603,1506.03,2009,mid,Sonoma County,not eligible
6041150605,1506.05,2009,high,Sonoma County,not eligible
6041150606,1506.06,2009,high,Sonoma County,not eligible
6041150701,1507.01,2009,mid,Sonoma County,not eligible
6041150702,1507.02,2009,high,Sonoma County,not eligible
6041150800,1508.0,2009,mid,Sonoma County,not eligible
6041150901,1509.01,2009,mid,Sonoma County,not eligible
6041150902,1509.02,2009,mid,Sonoma County,not eligible
6041151000,1510.0,2009,mid,Sonoma County,not eligible
6041151100,1511.0,2009,mid,Sonoma County,not eligible
6041151201,1512.01,2009,mid,Sonoma County,not eligible
6041151203,1512.03,2009,mid,Sonoma County,not eligible
6041151204,1512.04,2009,mid,Sonoma County,not eligible
6041151301,1513.01,2009,mid,Sonoma County,not eligible
6041151305,1513.05,2009,mod,Sonoma County,eligible
6041151306,1513.06,2009,mid,Sonoma County,not eligible
6041151307,1513.07,2009,mid,Sonoma County,not eligible
6041151308,1513.08,2009,mid,Sonoma County,not eligible
6041151309,1513.09,2009,high,Sonoma County,not eligible
6041151310,1513.1,2009,mid,Sonoma County,not eligible
6041151311,1513.11,2009,mid,Sonoma County,not eligible
6041151401,1514.01,2009,mid,Sonoma County,not eligible
6041151402,1514.02,2009,mod,Sonoma County,eligible
6041151502,1515.02,2009,mid,Sonoma County,not eligible
6041151503,1515.03,2009,high,Sonoma County,not eligible
6041151504,1515.04,2009,mid,Sonoma County,not eligible
6041151600,1516.0,2009,mid,Sonoma County,not eligible
6041151700,1517.0,2009,mid,Sonoma County,not eligible
6041151800,1518.0,2009,mid,Sonoma County,not eligible
6041151900,1519.0,2009,mod,Sonoma County,eligible
6041152000,1520.0,2009,mod,Sonoma County,eligible
6041152100,1521.0,2009,mod,Sonoma County,eligible
6041152201,1522.01,2009,mid,Sonoma County,not eligible
6041152202,1522.02,2009,mid,Sonoma County,not eligible
6041152203,1522.03,2009,mid,Sonoma County,not eligible
6041152300,1523.0,2009,high,Sonoma County,not eligible
6041152400,1524.0,2009,high,Sonoma County,not eligible
6041152501,1525.01,2009,mid,Sonoma County,not eligible
6041152502,1525.02,2009,mid,Sonoma County,not eligible
6041152600,1526.0,2009,high,Sonoma County,not eligible
6041152701,1527.01,2009,mid,Sonoma County,not eligible
6041152702,1527.02,2009,mid,Sonoma County,not eligible
6041152801,1528.01,2009,high,Sonoma County,not eligible
6041152802,1528.02,2009,mod,Sonoma County,eligible
6041152901,1529.01,2009,mid,Sonoma County,not eligible
6041152903,1529.03,2009,mid,Sonoma County,not eligible
6041152904,1529.04,2009,mid,Sonoma County,not eligible
6041153001,1530.01,2009,mid,Sonoma County,not eligible
6041153002,1530.02,2009,mod,Sonoma County,eligible
6041153003,1530.03,2009,mid,Sonoma County,not eligible
6041153005,1530.05,2009,mid,Sonoma County,not eligible
6041153006,1530.06,2009,mid,Sonoma County,not eligible
6041153101,1531.01,2009,mod,Sonoma County,eligible
6041153102,1531.02,2009,mod,Sonoma County,eligible
6041153200,1532.0,2009,mid,Sonoma County,not eligible
6041153300,1533.0,2009,mid,Sonoma County,not eligible
6041153401,1534.01,2009,mid,Sonoma County,not eligible
6041153403,1534.03,2009,mid,Sonoma County,not eligible
6041153404,1534.04,2009,mid,Sonoma County,not eligible
6041153501,1535.01,2009,high,Sonoma County,not eligible
6041153502,1535.02,2009,mid,Sonoma County,not eligible
6041153600,1536.0,2009,mid,Sonoma County,not eligible
6041153703,1537.03,2009,mod,Sonoma County,eligible
6041153704,1537.04,2009,mod,Sonoma County,eligible
6041153705,1537.05,2009,mid,Sonoma County,not eligible
6041153706,1537.06,2009,mid,Sonoma County,not eligible
6041153801,1538.01,2009,mid,Sonoma County,not eligible
6041153802,1538.02,2009,high,Sonoma County,not eligible
6041153803,1538.03,2009,mid,Sonoma County,not eligible
6041153901,1539.01,2009,mid,Sonoma County,not eligible
6041153902,1539.02,2009,mid,Sonoma County,not eligible
6041153903,1539.03,2009,mid,Sonoma County,not eligible
6041154000,1540.0,2009,mid,Sonoma County,not eligible
6041154100,1541.0,2009,mid,Sonoma County,not eligible
6041154200,1542.0,2009,mid,Sonoma County,not eligible
6041154301,1543.01,2009,mid,Sonoma County,not eligible
6041154302,1543.02,2009,mid,Sonoma County,not eligible
6081500100,5001.0,2016,mod,Santa Clara County,eligible
6081500200,5002.0,2016,mod,Santa Clara County,eligible
6081500300,5003.0,2016,mid,Santa Clara County,not eligible
6081500400,5004.0,2016,mod,Santa Clara County,eligible
6081500500,5005.0,2016,high,Santa Clara County,not eligible
6081500600,5006.0,2016,mid,Santa Clara County,not eligible
6081500800,5008.0,2016,low,Santa Clara County,eligible
6081500901,5009.01,2016,mod,Santa Clara County,eligible
6081500902,5009.02,2016,low,Santa Clara County,eligible
6081501000,5010.0,2016,mod,Santa Clara County,eligible
6081501101,5011.01,2016,mod,Santa Clara County,eligible
6081501102,5011.02,2016,mod,Santa Clara County,eligible
6081501200,5012.0,2016,low,Santa Clara County,eligible
6081501300,5013.0,2016,mid,Santa Clara County,not eligible
6081501401,5014.01,2016,low,Santa Clara County,eligible
6081501402,5014.02,2016,mod,Santa Clara County,eligible
6081501501,5015.01,2016,low,Santa Clara County,eligible
6081501502,5015.02,2016,low,Santa Clara County,eligible
6081501600,5016.0,2016,low,Santa Clara County,eligible
6081501700,5017.0,2016,low,Santa Clara County,eligible
6081501800,5018.0,2016,mid,Santa Clara County,not eligible
6081501900,5019.0,2016,mod,Santa Clara County,eligible
6081502001,5020.01,2016,low,Santa Clara County,eligible
6081502002,5020.02,2016,low,Santa Clara County,eligible
6081502101,5021.01,2016,mid,Santa Clara County,not eligible
6081502102,5021.02,2016,low,Santa Clara County,eligible
6081502201,5022.01,2016,mod,Santa Clara County,eligible
6081502202,5022.02,2016,mid,Santa Clara County,not eligible
6081502301,5023.01,2016,mid,Santa Clara County,not eligible
6081502302,5023.02,2016,mid,Santa Clara County,not eligible
6081502400,5024.0,2016,high,Santa Clara County,not eligible
6081502500,5025.0,2016,high,Santa Clara County,not eligible
6081502601,5026.01,2016,high,Santa Clara County,not eligible
6081502603,5026.03,2016,high,Santa Clara County,not eligible
6081502604,5026.04,2016,mod,Santa Clara County,eligible
6081502701,5027.01,2016,mid,Santa Clara County,not eligible
6081502702,5027.02,2016,mid,Santa Clara County,not eligible
6081502800,5028.0,2016,mid,Santa Clara County,not eligible
6081502901,5029.01,2016,mid,Santa Clara County,not eligible
6081502902,5029.02,2016,mid,Santa Clara County,not eligible
6081502903,5029.03,2016,high,Santa Clara County,not eligible
6081502906,5029.06,2016,mid,Santa Clara County,not eligible
6081502907,5029.07,2016,mid,Santa Clara County,not eligible
6081502908,5029.08,2016,mid,Santa Clara County,not eligible
6081502909,5029.09,2016,mod,Santa Clara County,eligible
6081502910,5029.1,2016,mid,Santa Clara County,not eligible
6081503001,5030.01,2016,high,Santa Clara County,not eligible
6081503002,5030.02,2016,mid,Santa Clara County,not eligible
6081503003,5030.03,2016,mid,Santa Clara County,not eligible
6081503105,5031.05,2016,low,Santa Clara County,eligible
6081503108,5031.08,2016,mod,Santa Clara County,eligible
6081503110,5031.1,2016,low,Santa Clara County,eligible
6081503110,5031.11,2016,mod,Santa Clara County,eligible
6081503112,5031.12,2016,low,Santa Clara County,eligible
6081503113,5031.13,2016,low,Santa Clara County,eligible
6081503114,5031.15,2016,mid,Santa Clara County,not eligible
6081503116,5031.16,2016,mid,Santa Clara County,not eligible
6081503117,5031.17,2016,low,Santa Clara County,eligible
6081503118,5031.18,2016,mod,Santa Clara County,eligible
6081503121,5031.21,2016,mod,Santa Clara County,eligible
6081503122,5031.22,2016,mod,Santa Clara County,eligible
6081503122,5031.23,2016,low,Santa Clara County,eligible
6081503204,5032.04,2016,mod,Santa Clara County,eligible
6081503207,5032.07,2016,mid,Santa Clara County,not eligible
6081503208,5032.08,2016,mod,Santa Clara County,eligible
6081503210,5032.1,2016,mid,Santa Clara County,not eligible
6081503210,5032.11,2016,mid,Santa Clara County,not eligible
6081503212,5032.12,2016,mod,Santa Clara County,eligible
6081503213,5032.13,2016,low,Santa Clara County,eligible
6081503214,5032.14,2016,mod,Santa Clara County,eligible
6081503217,5032.17,2016,mod,Santa Clara County,eligible
6081503218,5032.18,2016,low,Santa Clara County,eligible
6081503304,5033.04,2016,low,Santa Clara County,eligible
6081503305,5033.05,2016,low,Santa Clara County,eligible
6081503306,5033.06,2016,mod,Santa Clara County,eligible
6081503312,5033.12,2016,mid,Santa Clara County,not eligible
6081503313,5033.13,2016,high,Santa Clara County,not eligible
6081503314,5033.15,2016,mod,Santa Clara County,eligible
6081503321,5033.21,2016,mid,Santa Clara County,not eligible
6081503322,5033.22,2016,mid,Santa Clara County,not eligible
6081503322,5033.23,2016,mid,Santa Clara County,not eligible
6081503324,5033.24,2016,mid,Santa Clara County,not eligible
6081503325,5033.25,2016,mid,Santa Clara County,not eligible
6081503326,5033.26,2016,high,Santa Clara County,not eligible
6081503327,5033.27,2016,mid,Santa Clara County,not eligible
6081503329,5033.29,2016,high,Santa Clara County,not eligible
6081503330,5033.3,2016,high,Santa Clara County,not eligible
6081503331,5033.31,2016,mid,Santa Clara County,not eligible
6081503332,5033.32,2016,mid,Santa Clara County,not eligible
6081503333,5033.33,2016,mid,Santa Clara County,not eligible
6081503334,5033.34,2016,high,Santa Clara County,not eligible
6081503335,5033.36,2016,mid,Santa Clara County,not eligible
6081503337,5033.37,2016,mod,Santa Clara County,eligible
6081503401,5034.01,2016,mod,Santa Clara County,eligible
6081503402,5034.02,2016,low,Santa Clara County,eligible
6081503504,5035.04,2016,mod,Santa Clara County,eligible
6081503506,5035.06,2016,mod,Santa Clara County,eligible
6081503507,5035.07,2016,mod,Santa Clara County,eligible
6081503508,5035.08,2016,mod,Santa Clara County,eligible
6081503509,5035.09,2016,mod,Santa Clara County,eligible
6081503510,5035.1,2016,low,Santa Clara County,eligible
6081503510,5035.11,2016,mod,Santa Clara County,eligible
6081503601,5036.01,2016,low,Santa Clara County,eligible
6081503602,5036.02,2016,low,Santa Clara County,eligible
6081503703,5037.03,2016,low,Santa Clara County,eligible
6081503707,5037.07,2016,mod,Santa Clara County,eligible
6081503708,5037.08,2016,mod,Santa Clara County,eligible
6081503709,5037.09,2016,low,Santa Clara County,eligible
6081503710,5037.1,2016,low,Santa Clara County,eligible
6081503710,5037.11,2016,low,Santa Clara County,eligible
6081503712,5037.12,2016,mod,Santa Clara County,eligible
6081503713,5037.13,2016,low,Santa Clara County,eligible
6081503802,5038.02,2016,mod,Santa Clara County,eligible
6081503803,5038.03,2016,mid,Santa Clara County,not eligible
6081503804,5038.04,2016,mod,Santa Clara County,eligible
6081503902,5039.02,2016,mod,Santa Clara County,eligible
6081503903,5039.03,2016,low,Santa Clara County,eligible
6081504001,5040.01,2016,mod,Santa Clara County,eligible
6081504002,5040.02,2016,low,Santa Clara County,eligible
6081504101,5041.01,2016,mod,Santa Clara County,eligible
6081504102,5041.02,2016,mod,Santa Clara County,eligible
6081504201,5042.01,2016,mid,Santa Clara County,not eligible
6081504202,5042.02,2016,high,Santa Clara County,not eligible
6081504307,5043.07,2016,mid,Santa Clara County,not eligible
6081504308,5043.08,2016,mid,Santa Clara County,not eligible
6081504310,5043.11,2016,mid,Santa Clara County,not eligible
6081504314,5043.14,2016,mid,Santa Clara County,not eligible
6081504314,5043.15,2016,mod,Santa Clara County,eligible
6081504316,5043.16,2016,mid,Santa Clara County,not eligible
6081504317,5043.17,2016,mid,Santa Clara County,not eligible
6081504318,5043.18,2016,mod,Santa Clara County,eligible
6081504318,5043.19,2016,mid,Santa Clara County,not eligible
6081504320,5043.2,2016,mid,Santa Clara County,not eligible
6081504321,5043.21,2016,mid,Santa Clara County,not eligible
6081504322,5043.22,2016,mid,Santa Clara County,not eligible
6081504322,5043.23,2016,mod,Santa Clara County,eligible
6081504410,5044.1,2016,mod,Santa Clara County,eligible
6081504410,5044.11,2016,mid,Santa Clara County,not eligible
6081504412,5044.12,2016,mod,Santa Clara County,eligible
6081504413,5044.13,2016,mid,Santa Clara County,not eligible
6081504414,5044.14,2016,mid,Santa Clara County,not eligible
6081504414,5044.15,2016,high,Santa Clara County,not eligible
6081504416,5044.16,2016,mid,Santa Clara County,not eligible
6081504417,5044.17,2016,mid,Santa Clara County,not eligible
6081504418,5044.18,2016,mod,Santa Clara County,eligible
6081504420,5044.2,2016,high,Santa Clara County,not eligible
6081504421,5044.21,2016,mid,Santa Clara County,not eligible
6081504422,5044.22,2016,mid,Santa Clara County,not eligible
6081504422,5044.23,2016,mid,Santa Clara County,not eligible
6081504504,5045.04,2016,mid,Santa Clara County,not eligible
6081504505,5045.05,2016,mod,Santa Clara County,eligible
6081504506,5045.06,2016,mid,Santa Clara County,not eligible
6081504507,5045.07,2016,mid,Santa Clara County,not eligible
6081504601,5046.01,2016,mod,Santa Clara County,eligible
6081504602,5046.02,2016,mod,Santa Clara County,eligible
6081504802,5048.02,2016,mid,Santa Clara County,not eligible
6081504803,5048.03,2016,mid,Santa Clara County,not eligible
6081504805,5048.05,2016,mid,Santa Clara County,not eligible
6081504806,5048.06,2016,high,Santa Clara County,not eligible
6081504901,5049.01,2016,high,Santa Clara County,not eligible
6081505001,5050.01,2016,mid,Santa Clara County,not eligible
6081505006,5050.06,2016,high,Santa Clara County,not eligible
6081505007,5050.07,2016,mid,Santa Clara County,not eligible
6081505008,5050.08,2016,high,Santa Clara County,not eligible
6081505009,5050.09,2016,mod,Santa Clara County,eligible
6081505100,5051.0,2016,mod,Santa Clara County,eligible
6081505202,5052.02,2016,mod,Santa Clara County,eligible
6081505203,5052.03,2016,mid,Santa Clara County,not eligible
6081505301,5053.01,2016,mid,Santa Clara County,not eligible
6081505302,5053.02,2016,mid,Santa Clara County,not eligible
6081505303,5053.03,2016,mod,Santa Clara County,eligible
6081505304,5053.04,2016,mid,Santa Clara County,not eligible
6081505305,5053.05,2016,mid,Santa Clara County,not eligible
6081505401,5054.01,2016,mid,Santa Clara County,not eligible
6081505402,5054.02,2016,mid,Santa Clara County,not eligible
6081505403,5054.03,2016,mid,Santa Clara County,not eligible
6081505500,5055.0,2016,mid,Santa Clara County,not eligible
6081505600,5056.0,2016,mid,Santa Clara County,not eligible
6081505700,5057.0,2016,mid,Santa Clara County,not eligible
6081505800,5058.0,2016,high,Santa Clara County,not eligible
6081505900,5059.0,2016,mid,Santa Clara County,not eligible
6081506000,5060.0,2016,mid,Santa Clara County,not eligible
6081506101,5061.01,2016,mid,Santa Clara County,not eligible
6081506102,5061.02,2016,mid,Santa Clara County,not eligible
6081506103,5061.03,2016,high,Santa Clara County,not eligible
6081506202,5062.02,2016,high,Santa Clara County,not eligible
6081506203,5062.03,2016,mid,Santa Clara County,not eligible
6081506204,5062.04,2016,mod,Santa Clara County,eligible
6081506301,5063.01,2016,mod,Santa Clara County,eligible
6081506302,5063.02,2016,mid,Santa Clara County,not eligible
6081506304,5063.04,2016,mod,Santa Clara County,eligible
6081506305,5063.05,2016,mod,Santa Clara County,eligible
6081506401,5064.01,2016,mod,Santa Clara County,eligible
6081506402,5064.02,2016,mod,Santa Clara County,eligible
6081506501,5065.01,2016,mod,Santa Clara County,eligible
6081506502,5065.02,2016,mid,Santa Clara County,not eligible
6081506503,5065.03,2016,mod,Santa Clara County,eligible
6081506601,5066.01,2016,mid,Santa Clara County,not eligible
6081506603,5066.03,2016,mid,Santa Clara County,not eligible
6081506604,5066.04,2016,high,Santa Clara County,not eligible
6081506605,5066.05,2016,mid,Santa Clara County,not eligible
6081506606,5066.06,2016,mid,Santa Clara County,not eligible
6081506701,5067.01,2016,mid,Santa Clara County,not eligible
6081506702,5067.02,2016,mid,Santa Clara County,not eligible
6081506703,5067.03,2016,mid,Santa Clara County,not eligible
6081506801,5068.01,2016,high,Santa Clara County,not eligible
6081506802,5068.02,2016,mid,Santa Clara County,not eligible
6081506803,5068.03,2016,mid,Santa Clara County,not eligible
6081506804,5068.04,2016,high,Santa Clara County,not eligible
6081506900,5069.0,2016,high,Santa Clara County,not eligible
6081507001,5070.01,2016,high,Santa Clara County,not eligible
6081507002,5070.02,2016,high,Santa Clara County,not eligible
6081507100,5071.0,2016,high,Santa Clara County,not eligible
6081507203,5072.03,2016,high,Santa Clara County,not eligible
6081507205,5072.05,2016,high,Santa Clara County,not eligible
6081507206,5072.06,2016,high,Santa Clara County,not eligible
6081507301,5073.01,2016,high,Santa Clara County,not eligible
6081507302,5073.02,2016,high,Santa Clara County,not eligible
6081507401,5074.01,2016,high,Santa Clara County,not eligible
6081507402,5074.02,2016,high,Santa Clara County,not eligible
6081507500,5075.0,2016,high,Santa Clara County,not eligible
6081507600,5076.0,2016,high,Santa Clara County,not eligible
6081507701,5077.01,2016,high,Santa Clara County,not eligible
6081507702,5077.02,2016,high,Santa Clara County,not eligible
6081507703,5077.03,2016,high,Santa Clara County,not eligible
6081507805,5078.05,2016,mid,Santa Clara County,not eligible
6081507806,5078.06,2016,high,Santa Clara County,not eligible
6081507807,5078.07,2016,high,Santa Clara County,not eligible
6081507808,5078.08,2016,high,Santa Clara County,not eligible
6081507903,5079.03,2016,high,Santa Clara County,not eligible
6081507904,5079.04,2016,high,Santa Clara County,not eligible
6081507905,5079.05,2016,high,Santa Clara County,not eligible
6081507906,5079.06,2016,high,Santa Clara County,not eligible
6081508001,5080.01,2016,high,Santa Clara County,not eligible
6081508003,5080.03,2016,mid,Santa Clara County,not eligible
6081508004,5080.04,2016,mid,Santa Clara County,not eligible
6081508101,5081.01,2016,high,Santa Clara County,not eligible
6081508102,5081.02,2016,high,Santa Clara County,not eligible
6081508202,5082.02,2016,mid,Santa Clara County,not eligible
6081508203,5082.03,2016,high,Santa Clara County,not eligible
6081508204,5082.04,2016,mid,Santa Clara County,not eligible
6081508301,5083.01,2016,high,Santa Clara County,not eligible
6081508303,5083.03,2016,high,Santa Clara County,not eligible
6081508304,5083.04,2016,mod,Santa Clara County,eligible
6081508401,5084.01,2016,high,Santa Clara County,not eligible
6081508403,5084.03,2016,high,Santa Clara County,not eligible
6081508404,5084.04,2016,high,Santa Clara County,not eligible
6081508503,5085.03,2016,mid,Santa Clara County,not eligible
6081508504,5085.04,2016,mid,Santa Clara County,not eligible
6081508505,5085.05,2016,high,Santa Clara County,not eligible
6081508507,5085.07,2016,mid,Santa Clara County,not eligible
6081508508,5085.08,2016,mid,Santa Clara County,not eligible
6081508601,5086.01,2016,high,Santa Clara County,not eligible
6081508602,5086.02,2016,mid,Santa Clara County,not eligible
6081508703,5087.03,2016,mid,Santa Clara County,not eligible
6081508704,5087.04,2016,mid,Santa Clara County,not eligible
6081508800,5088.0,2016,mod,Santa Clara County,eligible
6081508900,5089.0,2016,mid,Santa Clara County,not eligible
6081509000,5090.0,2016,mod,Santa Clara County,eligible
6081509102,5091.02,2016,mid,Santa Clara County,not eligible
6081509105,5091.05,2016,mid,Santa Clara County,not eligible
6081509106,5091.06,2016,mid,Santa Clara County,not eligible
6081509107,5091.07,2016,mid,Santa Clara County,not eligible
6081509108,5091.08,2016,mid,Santa Clara County,not eligible
6081509109,5091.09,2016,high,Santa Clara County,not eligible
6081509201,5092.01,2016,mod,Santa Clara County,eligible
