Geoid,Tract,Year,type,County,CRA Eligible
6001440332,4403.32,2017,high,Alameda County,not eligible
6001440333,4403.33,2017,high,Alameda County,not eligible
6001440334,4403.34,2017,high,Alameda County,not eligible
6001440335,4403.35,2017,high,Alameda County,not eligible
6001440335,4403.36,2017,mid,Alameda County,not eligible
6001441100,4411.0,2017,high,Alameda County,not eligible
6001441200,4412.0,2017,high,Alameda County,not eligible
6001441301,4413.01,2017,high,Alameda County,not eligible
6001441302,4413.02,2017,high,Alameda County,not eligible
6001441401,4414.01,2017,mid,Alameda County,not eligible
6001441402,4414.02,2017,high,Alameda County,not eligible
6001441501,4415.01,2017,high,Alameda County,not eligible
6001441503,4415.03,2017,high,Alameda County,not eligible
6001441521,4415.21,2017,high,Alameda County,not eligible
6001441522,4415.22,2017,mid,Alameda County,not eligible
6001441522,4415.23,2017,high,Alameda County,not eligible
6001441524,4415.24,2017,high,Alameda County,not eligible
6001441601,4416.01,2017,mid,Alameda County,not eligible
6001441602,4416.02,2017,mid,Alameda County,not eligible
6001441700,4417.0,2017,mid,Alameda County,not eligible
6001441800,4418.0,2017,mid,Alameda County,not eligible
6001441921,4419.21,2017,mid,Alameda County,not eligible
6001441922,4419.23,2017,mod,Alameda County,eligible
6001441924,4419.24,2017,high,Alameda County,not eligible
6001441925,4419.25,2017,high,Alameda County,not eligible
6001441926,4419.26,2017,mid,Alameda County,not eligible
6001441927,4419.27,2017,mid,Alameda County,not eligible
6001442000,4420.0,2017,high,Alameda County,not eligible
6001442100,4421.0,2017,high,Alameda County,not eligible
6001442200,4422.0,2017,high,Alameda County,not eligible
6001442301,4423.01,2017,mid,Alameda County,not eligible
6001442302,4423.02,2017,mid,Alameda County,not eligible
6001442400,4424.0,2017,mid,Alameda County,not eligible
6001442500,4425.0,2017,mod,Alameda County,eligible
6001442601,4426.01,2017,high,Alameda County,not eligible
6001442602,4426.02,2017,mid,Alameda County,not eligible
6001442700,4427.0,2017,high,Alameda County,not eligible
6001442800,4428.0,2017,mid,Alameda County,not eligible
6001442900,4429.0,2017,mid,Alameda County,not eligible
6001443001,4430.01,2017,mid,Alameda County,not eligible
6001443002,4430.02,2017,mid,Alameda County,not eligible
6001443102,4431.02,2017,high,Alameda County,not eligible
6001443103,4431.03,2017,high,Alameda County,not eligible
6001443104,4431.04,2017,high,Alameda County,not eligible
6001443105,4431.05,2017,high,Alameda County,not eligible
6001443200,4432.0,2017,high,Alameda County,not eligible
6001443301,4433.01,2017,high,Alameda County,not eligible
6001443321,4433.21,2017,high,Alameda County,not eligible
6001443322,4433.22,2017,high,Alameda County,not eligible
6001444100,4441.0,2017,mid,Alameda County,not eligible
6001444200,4442.0,2017,mid,Alameda County,not eligible
6001444301,4443.01,2017,mid,Alameda County,not eligible
6001444302,4443.02,2017,mod,Alameda County,eligible
6001444400,4444.0,2017,mid,Alameda County,not eligible
6001444500,4445.0,2017,mid,Alameda County,not eligible
6001444601,4446.01,2017,mid,Alameda County,not eligible
6001444602,4446.02,2017,mid,Alameda County,not eligible
6001450101,4501.01,2017,high,Alameda County,not eligible
6001450102,4501.02,2017,high,Alameda County,not eligible
6001450200,4502.0,2017,mid,Alameda County,not eligible
6001450300,4503.0,2017,mid,Alameda County,not eligible
6001450400,4504.0,2017,mid,Alameda County,not eligible
6001450501,4505.01,2017,high,Alameda County,not eligible
6001450502,4505.02,2017,high,Alameda County,not eligible
6001450601,4506.01,2017,high,Alameda County,not eligible
6001450602,4506.02,2017,high,Alameda County,not eligible
6001450603,4506.03,2017,high,Alameda County,not eligible
6001450604,4506.04,2017,high,Alameda County,not eligible
6001450605,4506.05,2017,high,Alameda County,not eligible
6001450606,4506.06,2017,high,Alameda County,not eligible
6001450607,4506.07,2017,mid,Alameda County,not eligible
6001450701,4507.01,2017,high,Alameda County,not eligible
6001450741,4507.41,2017,high,Alameda County,not eligible
6001450742,4507.42,2017,high,Alameda County,not eligible
6001450743,4507.43,2017,high,Alameda County,not eligible
6001450743,4507.44,2017,high,Alameda County,not eligible
6001450745,4507.45,2017,high,Alameda County,not eligible
6001450746,4507.46,2017,high,Alameda County,not eligible
6001450750,4507.5,2017,mid,Alameda County,not eligible
6001450751,4507.51,2017,high,Alameda County,not eligible
6001450752,4507.52,2017,high,Alameda County,not eligible
6001451101,4511.01,2017,high,Alameda County,not eligible
6001451102,4511.02,2017,high,Alameda County,not eligible
6001451201,4512.01,2017,mid,Alameda County,not eligible
6001451202,4512.02,2017,high,Alameda County,not eligible
6001451300,4513.0,2017,high,Alameda County,not eligible
6001451401,4514.01,2017,mid,Alameda County,not eligible
6001451403,4514.03,2017,high,Alameda County,not eligible
6001451404,4514.04,2017,mod,Alameda County,eligible
6001451501,4515.01,2017,high,Alameda County,not eligible
6001451503,4515.03,2017,mid,Alameda County,not eligible
6001451504,4515.04,2017,high,Alameda County,not eligible
6001451505,4515.05,2017,high,Alameda County,not eligible
6001451506,4515.06,2017,mid,Alameda County,not eligible
6001451601,4516.01,2017,high,Alameda County,not eligible
6001451602,4516.02,2017,mid,Alameda County,not eligible
6001451701,4517.01,2017,mid,Alameda County,not eligible
6001451703,4517.03,2017,high,Alameda County,not eligible
6001451704,4517.04,2017,mid,Alameda County,not eligible
6001982000,9820.0,2017,high,Alameda County,not eligible
6001983200,9832.0,2017,mid,Alameda County,not eligible
6041150100,1501.0,2008,mid,Sonoma County,not eligible
6041150201,1502.01,2008,mid,Sonoma County,not eligible
6041150202,1502.02,2008,mid,Sonoma County,not eligible
6041150302,1503.02,2008,mod,Sonoma County,eligible
6041150303,1503.03,2008,mid,Sonoma County,not eligible
6041150304,1503.04,2008,mid,Sonoma County,not eligible
6041150500,1505.0,2008,mid,Sonoma County,not eligible
6041150601,1506.01,2008,mid,Sonoma County,not eligible
6041150602,1506.02,2008,mid,Sonoma County,not eligible
6041150603,1506.03,2008,mid,Sonoma County,not eligible
6041150605,1506.05,2008,high,Sonoma County,not eligible
6041150606,1506.06,2008,high,Sonoma County,not eligible
6041150701,1507.01,2008,mid,Sonoma County,not eligible
6041150702,1507.02,2008,high,Sonoma County,not eligible
6041150800,1508.0,2008,mid,Sonoma County,not eligible
6041150901,1509.01,2008,mid,Sonoma County,not eligible
6041150902,1509.02,2008,mid,Sonoma County,not eligible
6041151000,1510.0,2008,mid,Sonoma County,not eligible
6041151100,1511.0,2008,mid,Sonoma County,not eligible
6041151201,1512.01,2008,mid,Sonoma County,not eligible
6041151203,1512.03,2008,mid,Sonoma County,not eligible
6041151204,1512.04,2008,mid,Sonoma County,not eligible
6041151301,1513.01,2008,mid,Sonoma County,not eligible
6041151305,1513.05,2008,mod,Sonoma County,eligible
6041151306,1513.06,2008,mid,Sonoma County,not eligible
6041151307,1513.07,2008,mid,Sonoma County,not eligible
6041151308,1513.08,2008,mid,Sonoma County,not eligible
6041151309,1513.09,2008,high,Sonoma County,not eligible
6041151310,1513.1,2008,mid,Sonoma County,not eligible
6041151311,1513.11,2008,mid,Sonoma County,not eligible
6041151401,1514.01,2008,mid,Sonoma County,not eligible
6041151402,1514.02,2008,mod,Sonoma County,eligible
6041151502,1515.02,2008,mid,Sonoma County,not eligible
6041151503,1515.03,2008,high,Sonoma County,not eligible
6041151504,1515.04,2008,mid,Sonoma County,not eligible
6041151600,1516.0,2008,mid,Sonoma County,not eligible
6041151700,1517.0,2008,mid,Sonoma County,not eligible
6041151800,1518.0,2008,mid,Sonoma County,not eligible
6041151900,1519.0,2008,mod,Sonoma County,eligible
6041152000,1520.0,2008,mod,Sonoma County,eligible
6041152100,1521.0,2008,mod,Sonoma County,eligible
6041152201,1522.01,2008,mid,Sonoma County,not eligible
6041152202,1522.02,2008,mid,Sonoma County,not eligible
6041152203,1522.03,2008,mid,Sonoma County,not eligible
6041152300,1523.0,2008,high,Sonoma County,not eligible
6041152400,1524.0,2008,high,Sonoma County,not eligible
6041152501,1525.01,2008,mid,Sonoma County,not eligible
6041152502,1525.02,2008,mid,Sonoma County,not eligible
6041152600,1526.0,2008,high,Sonoma County,not eligible
6041152701,1527.01,2008,mid,Sonoma County,not eligible
6041152702,1527.02,2008,mid,Sonoma County,not eligible
6041152801,1528.01,2008,high,Sonoma County,not eligible
6041152802,1528.02,2008,mod,Sonoma County,eligible
6041152901,1529.01,2008,mid,Sonoma County,not eligible
6041152903,1529.03,2008,mid,Sonoma County,not eligible
6041152904,1529.04,2008,mid,Sonoma County,not eligible
6041153001,1530.01,2008,mid,Sonoma County,not eligible
6041153002,1530.02,2008,mod,Sonoma County,eligible
6041153003,1530.03,2008,mid,Sonoma County,not eligible
6041153005,1530.05,2008,mid,Sonoma County,not eligible
6041153006,1530.06,2008,mid,Sonoma County,not eligible
6041153101,1531.01,2008,mod,Sonoma County,eligible
6041153102,1531.02,2008,mod,Sonoma County,eligible
6041153200,1532.0,2008,mid,Sonoma County,not eligible
6041153300,1533.0,2008,mid,Sonoma County,not eligible
6041153401,1534.01,2008,mid,Sonoma County,not eligible
6041153403,1534.03,2008,mid,Sonoma County,not eligible
6041153404,1534.04,2008,mid,Sonoma County,not eligible
6041153501,1535.01,2008,high,Sonoma County,not eligible
6041153502,1535.02,2008,mid,Sonoma County,not eligible
6041153600,1536.0,2008,mid,Sonoma County,not eligible
6041153703,1537.03,2008,mod,Sonoma County,eligible
6041153704,1537.04,2008,mod,Sonoma County,eligible
6041153705,1537.05,2008,mid,Sonoma County,not eligible
6041153706,1537.06,2008,mid,Sonoma County,not eligible
6041153801,1538.01,2008,mid,Sonoma County,not eligible
6041153802,1538.02,2008,high,Sonoma County,not eligible
6041153803,1538.03,2008,mid,Sonoma County,not eligible
6041153901,1539.01,2008,mid,Sonoma County,not eligible
6041153902,1539.02,2008,mid,Sonoma County,not eligible
6041153903,1539.03,2008,mid,Sonoma County,not eligible
6041154000,1540.0,2008,mid,Sonoma County,not eligible
6041154100,1541.0,2008,mid,Sonoma County,not eligible
6041154200,1542.0,2008,mid,Sonoma County,not eligible
6041154301,1543.01,2008,mid,Sonoma County,not eligible
6041154302,1543.02,2008,mid,Sonoma County,not eligible
6013301000,3010.0,2014,mid,Contra Costa County,not eligible
6013302005,3020.05,2014,mid,Contra Costa County,not eligible
6013302006,3020.06,2014,mid,Contra Costa County,not eligible
6013302007,3020.07,2014,mid,Contra Costa County,not eligible
6013302008,3020.08,2014,mid,Contra Costa County,not eligible
6013302009,3020.09,2014,mid,Contra Costa County,not eligible
6013302010,3020.1,2014,mid,Contra Costa County,not eligible
6013303102,3031.02,2014,mid,Contra Costa County,not eligible
6013303103,3031.03,2014,mid,Contra Costa County,not eligible
6013303201,3032.01,2014,mid,Contra Costa County,not eligible
6013303202,3032.02,2014,high,Contra Costa County,not eligible
6013303203,3032.03,2014,high,Contra Costa County,not eligible
6013303204,3032.04,2014,mid,Contra Costa County,not eligible
6013303205,3032.05,2014,mid,Contra Costa County,not eligible
6013304001,3040.01,2014,high,Contra Costa County,not eligible
6013304002,3040.02,2014,mod,Contra Costa County,eligible
6013304003,3040.03,2014,mid,Contra Costa County,not eligible
6013304004,3040.04,2014,high,Contra Costa County,not eligible
6013304005,3040.05,2014,mid,Contra Costa County,not eligible
6013305000,3050.0,2014,low,Contra Costa County,eligible
6013306002,3060.02,2014,mod,Contra Costa County,eligible
6013306003,3060.03,2014,mod,Contra Costa County,eligible
6013306004,3060.04,2014,mod,Contra Costa County,eligible
6013307101,3071.01,2014,mid,Contra Costa County,not eligible
6013307102,3071.02,2014,mod,Contra Costa County,eligible
6013307201,3072.01,2014,low,Contra Costa County,eligible
6013307202,3072.02,2014,low,Contra Costa County,eligible
6013307204,3072.04,2014,mod,Contra Costa County,eligible
6013307205,3072.05,2014,mod,Contra Costa County,eligible
6013308001,3080.01,2014,mod,Contra Costa County,eligible
6013308002,3080.02,2014,mid,Contra Costa County,not eligible
6013309000,3090.0,2014,mid,Contra Costa County,not eligible
6013310000,3100.0,2014,mod,Contra Costa County,eligible
6013311000,3110.0,2014,mod,Contra Costa County,eligible
6013312000,3120.0,2014,low,Contra Costa County,eligible
6013313101,3131.01,2014,mod,Contra Costa County,eligible
6013313102,3131.02,2014,mid,Contra Costa County,not eligible
6013313103,3131.03,2014,mid,Contra Costa County,not eligible
6013313203,3132.03,2014,mid,Contra Costa County,not eligible
6013313204,3132.04,2014,mid,Contra Costa County,not eligible
6013313205,3132.05,2014,mid,Contra Costa County,not eligible
6013313206,3132.06,2014,mod,Contra Costa County,eligible
6013314102,3141.02,2014,mod,Contra Costa County,eligible
6013314103,3141.03,2014,mod,Contra Costa County,eligible
6013314104,3141.04,2014,low,Contra Costa County,eligible
6013314200,3142.0,2014,low,Contra Costa County,eligible
6013315000,3150.0,2014,mid,Contra Costa County,not eligible
6013316000,3160.0,2014,low,Contra Costa County,eligible
6013317000,3170.0,2014,mod,Contra Costa County,eligible
6013318000,3180.0,2014,mid,Contra Costa County,not eligible
6013319000,3190.0,2014,mod,Contra Costa County,eligible
6013320001,3200.01,2014,mod,Contra Costa County,eligible
6013320003,3200.03,2014,high,Contra Costa County,not eligible
6013320004,3200.04,2014,mid,Contra Costa County,not eligible
6013321101,3211.01,2014,mid,Contra Costa County,not eligible
6013321102,3211.02,2014,high,Contra Costa County,not eligible
6013321103,3211.03,2014,mid,Contra Costa County,not eligible
6013321200,3212.0,2014,mid,Contra Costa County,not eligible
6013322000,3220.0,2014,high,Contra Costa County,not eligible
6013323000,3230.0,2014,high,Contra Costa County,not eligible
6013324001,3240.01,2014,mid,Contra Costa County,not eligible
6013324002,3240.02,2014,mid,Contra Costa County,not eligible
6013325000,3250.0,2014,mid,Contra Costa County,not eligible
6013326000,3260.0,2014,high,Contra Costa County,not eligible
6013327000,3270.0,2014,mod,Contra Costa County,eligible
6013328000,3280.0,2014,mod,Contra Costa County,eligible
6013329000,3290.0,2014,mod,Contra Costa County,eligible
6013330000,3300.0,2014,mid,Contra Costa County,not eligible
6013331000,3310.0,2014,mid,Contra Costa County,not eligible
6013332000,3320.0,2014,mid,Contra Costa County,not eligible
6013333101,3331.01,2014,mid,Contra Costa County,not eligible
6013333102,3331.02,2014,mid,Contra Costa County,not eligible
6013333200,3332.0,2014,mid,Contra Costa County,not eligible
6013334001,3340.01,2014,mid,Contra Costa County,not eligible
6013334004,3340.04,2014,mod,Contra Costa County,eligible
6013334006,3340.06,2014,high,Contra Costa County,not eligible
6013334200,3342.0,2014,high,Contra Costa County,not eligible
6013335000,3350.0,2014,mid,Contra Costa County,not eligible
6013336101,3361.01,2014,low,Contra Costa County,eligible
6013336102,3361.02,2014,low,Contra Costa County,eligible
6013336201,3362.01,2014,mid,Contra Costa County,not eligible
6013336202,3362.02,2014,low,Contra Costa County,eligible
6013337100,3371.0,2014,high,Contra Costa County,not eligible
6013337200,3372.0,2014,mod,Contra Costa County,eligible
6013337300,3373.0,2014,high,Contra Costa County,not eligible
6013338101,3381.01,2014,mod,Contra Costa County,eligible
6013338102,3381.02,2014,mid,Contra Costa County,not eligible
6013338201,3382.01,2014,high,Contra Costa County,not eligible
6013338203,3382.03,2014,mid,Contra Costa County,not eligible
6013338204,3382.04,2014,high,Contra Costa County,not eligible
6013338301,3383.01,2014,high,Contra Costa County,not eligible
6013338302,3383.02,2014,high,Contra Costa County,not eligible
6013339001,3390.01,2014,low,Contra Costa County,eligible
6013339002,3390.02,2014,mid,Contra Costa County,not eligible
6013340001,3400.01,2014,mid,Contra Costa County,not eligible
6013340002,3400.02,2014,high,Contra Costa County,not eligible
6013341000,3410.0,2014,high,Contra Costa County,not eligible
6013343001,3430.01,2014,high,Contra Costa County,not eligible
6013343002,3430.02,2014,high,Contra Costa County,not eligible
6013343003,3430.03,2014,high,Contra Costa County,not eligible
6013345101,3451.01,2014,high,Contra Costa County,not eligible
6013345102,3451.02,2014,high,Contra Costa County,not eligible
6013345103,3451.03,2014,high,Contra Costa County,not eligible
6013345105,3451.05,2014,high,Contra Costa County,not eligible
6013345108,3451.08,2014,high,Contra Costa County,not eligible
6013345111,3451.11,2014,high,Contra Costa County,not eligible
6013345112,3451.12,2014,high,Contra Costa County,not eligible
6013345113,3451.13,2014,high,Contra Costa County,not eligible
6013345114,3451.14,2014,high,Contra Costa County,not eligible
6013345115,3451.15,2014,high,Contra Costa County,not eligible
6013345116,3451.16,2014,high,Contra Costa County,not eligible
6013345202,3452.02,2014,high,Contra Costa County,not eligible
6013345203,3452.03,2014,high,Contra Costa County,not eligible
6013345204,3452.04,2014,high,Contra Costa County,not eligible
6013346101,3461.01,2014,high,Contra Costa County,not eligible
6013346102,3461.02,2014,high,Contra Costa County,not eligible
6013346201,3462.01,2014,high,Contra Costa County,not eligible
6013346203,3462.03,2014,high,Contra Costa County,not eligible
6013346204,3462.04,2014,high,Contra Costa County,not eligible
6013347000,3470.0,2014,high,Contra Costa County,not eligible
6013348000,3480.0,2014,high,Contra Costa County,not eligible
6013349000,3490.0,2014,high,Contra Costa County,not eligible
6013350000,3500.0,2014,high,Contra Costa County,not eligible
6013351101,3511.01,2014,mid,Contra Costa County,not eligible
6013351102,3511.02,2014,mod,Contra Costa County,eligible
6013351103,3511.03,2014,mid,Contra Costa County,not eligible
6013351200,3512.0,2014,high,Contra Costa County,not eligible
6013352101,3521.01,2014,high,Contra Costa County,not eligible
6013352102,3521.02,2014,high,Contra Costa County,not eligible
6013352201,3522.01,2014,high,Contra Costa County,not eligible
6013352202,3522.02,2014,high,Contra Costa County,not eligible
6013353001,3530.01,2014,high,Contra Costa County,not eligible
6013353002,3530.02,2014,high,Contra Costa County,not eligible
6013354001,3540.01,2014,high,Contra Costa County,not eligible
6013354002,3540.02,2014,high,Contra Costa County,not eligible
6013355107,3551.07,2014,mid,Contra Costa County,not eligible
6013355108,3551.08,2014,high,Contra Costa County,not eligible
6013355109,3551.09,2014,mid,Contra Costa County,not eligible
6013355110,3551.1,2014,mid,Contra Costa County,not eligible
6013355111,3551.11,2014,mid,Contra Costa County,not eligible
6013355112,3551.12,2014,high,Contra Costa County,not eligible
6013355113,3551.13,2014,high,Contra Costa County,not eligible
6013355114,3551.14,2014,high,Contra Costa County,not eligible
6013355115,3551.15,2014,mid,Contra Costa County,not eligible
6013355116,3551.16,2014,high,Contra Costa County,not eligible
6013355117,3551.17,2014,high,Contra Costa County,not eligible
6013355200,3552.0,2014,mid,Contra Costa County,not eligible
6013355301,3553.01,2014,high,Contra Costa County,not eligible
6013355302,3553.02,2014,high,Contra Costa County,not eligible
6013355304,3553.04,2014,high,Contra Costa County,not eligible
6013355306,3553.06,2014,high,Contra Costa County,not eligible
6013356001,3560.01,2014,mid,Contra Costa County,not eligible
6013356002,3560.02,2014,high,Contra Costa County,not eligible
6013357000,3570.0,2014,mid,Contra Costa County,not eligible
6013358000,3580.0,2014,mod,Contra Costa County,eligible
6013359102,3591.02,2014,mid,Contra Costa County,not eligible
6013359103,3591.03,2014,mid,Contra Costa County,not eligible
6013359104,3591.04,2014,mid,Contra Costa County,not eligible
6013359105,3591.05,2014,high,Contra Costa County,not eligible
6013359202,3592.02,2014,mid,Contra Costa County,not eligible
6013359203,3592.03,2014,mid,Contra Costa County,not eligible
6013359204,3592.04,2014,high,Contra Costa County,not eligible
6013360101,3601.01,2014,mid,Contra Costa County,not eligible
6013360102,3601.02,2014,high,Contra Costa County,not eligible
6013360200,3602.0,2014,mid,Contra Costa County,not eligible
6013361000,3610.0,2014,mid,Contra Costa County,not eligible
6013362000,3620.0,2014,mid,Contra Costa County,not eligible
6013363000,3630.0,2014,mid,Contra Costa County,not eligible
6013364002,3640.02,2014,mid,Contra Costa County,not eligible
6013365002,3650.02,2014,low,Contra Costa County,eligible
6013365003,3650.03,2014,mid,Contra Costa County,not eligible
6013366001,3660.01,2014,mid,Contra Costa County,not eligible
6013366002,3660.02,2014,mod,Contra Costa County,eligible
6013367100,3671.0,2014,mid,Contra Costa County,not eligible
6013367200,3672.0,2014,mod,Contra Costa County,eligible
6013368001,3680.01,2014,mod,Contra Costa County,eligible
6013368002,3680.02,2014,mod,Contra Costa County,eligible
6013369001,3690.01,2014,low,Contra Costa County,eligible
6013369002,3690.02,2014,mod,Contra Costa County,eligible
6013370000,3700.0,2014,mid,Contra Costa County,not eligible
6013371000,3710.0,2014,mod,Contra Costa County,eligible
6013372000,3720.0,2014,mod,Contra Costa County,eligible
6013373000,3730.0,2014,low,Contra Costa County,eligible
6013374000,3740.0,2014,mod,Contra Costa County,eligible
6013375000,3750.0,2014,low,Contra Costa County,eligible
6013376000,3760.0,2014,low,Contra Costa County,eligible
6013377000,3770.0,2014,low,Contra Costa County,eligible
6013378000,3780.0,2014,high,Contra Costa County,not eligible
6013379000,3790.0,2014,low,Contra Costa County,eligible
6013380000,3800.0,2014,mod,Contra Costa County,eligible
6013381000,3810.0,2014,low,Contra Costa County,eligible
6013382000,3820.0,2014,mod,Contra Costa County,eligible
6013383000,3830.0,2014,mod,Contra Costa County,eligible
6013384000,3840.0,2014,high,Contra Costa County,not eligible
6013385100,3851.0,2014,high,Contra Costa County,not eligible
6013385200,3852.0,2014,high,Contra Costa County,not eligible
6013386000,3860.0,2014,mod,Contra Costa County,eligible
6013387000,3870.0,2014,mid,Contra Costa County,not eligible
6013388000,3880.0,2014,mid,Contra Costa County,not eligible
6013389100,3891.0,2014,mid,Contra Costa County,not eligible
6013389200,3892.0,2014,low,Contra Costa County,eligible
6013390100,3901.0,2014,mid,Contra Costa County,not eligible
6013390200,3902.0,2014,high,Contra Costa County,not eligible
6013391000,3910.0,2014,high,Contra Costa County,not eligible
6013392000,3920.0,2014,high,Contra Costa County,not eligible
6013392200,3922.0,2014,mid,Contra Costa County,not eligible
6013392300,3923.0,2014,high,Contra Costa County,not eligible
6055250103,2501.03,2017,mid,Solano County,not eligible
6055250104,2501.04,2017,high,Solano County,not eligible
6055250105,2501.05,2017,mid,Solano County,not eligible
6055250106,2501.06,2017,high,Solano County,not eligible
6055250200,2502.0,2017,mod,Solano County,eligible
6055250300,2503.0,2017,mod,Solano County,eligible
6055250400,2504.0,2017,mod,Solano County,eligible
6055250501,2505.01,2017,mod,Solano County,eligible
6055250502,2505.02,2017,mid,Solano County,not eligible
6055250601,2506.01,2017,mid,Solano County,not eligible
6055250604,2506.04,2017,high,Solano County,not eligible
6055250605,2506.05,2017,high,Solano County,not eligible
6055250701,2507.01,2017,mod,Solano County,eligible
6055250801,2508.01,2017,mod,Solano County,eligible
6055250900,2509.0,2017,low,Solano County,eligible
6055251000,2510.0,2017,mod,Solano County,eligible
6055251100,2511.0,2017,mod,Solano County,eligible
6055251200,2512.0,2017,low,Solano County,eligible
6055251300,2513.0,2017,mid,Solano County,not eligible
6055251400,2514.0,2017,mid,Solano County,not eligible
6055251500,2515.0,2017,low,Solano County,eligible
6055251600,2516.0,2017,low,Solano County,eligible
6055251701,2517.01,2017,mod,Solano County,eligible
6055251702,2517.02,2017,mid,Solano County,not eligible
6055251802,2518.02,2017,low,Solano County,eligible
6055251803,2518.03,2017,mod,Solano County,eligible
6055251804,2518.04,2017,high,Solano County,not eligible
6055251901,2519.01,2017,mod,Solano County,eligible
6055251902,2519.02,2017,mod,Solano County,eligible
6055251903,2519.03,2017,mid,Solano County,not eligible
6055252000,2520.0,2017,high,Solano County,not eligible
6055252102,2521.02,2017,mid,Solano County,not eligible
6055252103,2521.03,2017,mid,Solano County,not eligible
6055252104,2521.04,2017,high,Solano County,not eligible
6055252105,2521.05,2017,high,Solano County,not eligible
6055252106,2521.06,2017,high,Solano County,not eligible
6055252107,2521.07,2017,high,Solano County,not eligible
6055252108,2521.08,2017,high,Solano County,not eligible
6055252201,2522.01,2017,high,Solano County,not eligible
6055252202,2522.02,2017,high,Solano County,not eligible
6055252305,2523.05,2017,high,Solano County,not eligible
6055252306,2523.06,2017,high,Solano County,not eligible
6055252310,2523.1,2017,high,Solano County,not eligible
6055252311,2523.11,2017,high,Solano County,not eligible
6055252312,2523.12,2017,mid,Solano County,not eligible
6055252313,2523.13,2017,high,Solano County,not eligible
6055252314,2523.14,2017,mid,Solano County,not eligible
6055252315,2523.15,2017,high,Solano County,not eligible
6055252316,2523.16,2017,mid,Solano County,not eligible
6055252317,2523.17,2017,high,Solano County,not eligible
6055252401,2524.01,2017,mod,Solano County,eligible
6055252402,2524.02,2017,mod,Solano County,eligible
6055252501,2525.01,2017,mod,Solano County,eligible
6055252502,2525.02,2017,low,Solano County,eligible
6055252604,2526.04,2017,low,Solano County,eligible
6055252605,2526.05,2017,mod,Solano County,eligible
6055252606,2526.06,2017,mod,Solano County,eligible
6055252607,2526.07,2017,low,Solano County,eligible
6055252608,2526.08,2017,mod,Solano County,eligible
6055252610,2526.1,2017,mid,Solano County,not eligible
6055252611,2526.11,2017,mod,Solano County,eligible
6055252702,2527.02,2017,mid,Solano County,not eligible
6055252703,2527.03,2017,mod,Solano County,eligible
6055252704,2527.04,2017,mod,Solano County,eligible
6055252705,2527.05,2017,mid,Solano County,not eligible
6055252706,2527.06,2017,mid,Solano County,not eligible
6055252707,2527.07,2017,mod,Solano County,eligible
6055252903,2529.03,2017,high,Solano County,not eligible
6055252904,2529.04,2017,high,Solano County,not eligible
6055252908,2529.08,2017,mid,Solano County,not eligible
6055252909,2529.09,2017,mid,Solano County,not eligible
6055252910,2529.1,2017,mid,Solano County,not eligible
6055252911,2529.11,2017,mid,Solano County,not eligible
6055252912,2529.12,2017,high,Solano County,not eligible
6055252913,2529.13,2017,mid,Solano County,not eligible
6055252914,2529.14,2017,mid,Solano County,not eligible
6055252915,2529.15,2017,high,Solano County,not eligible
6055253101,2531.01,2017,mod,Solano County,eligible
6055253105,2531.05,2017,mod,Solano County,eligible
6055253106,2531.06,2017,mid,Solano County,not eligible
6055253107,2531.07,2017,mod,Solano County,eligible
6055253108,2531.08,2017,mid,Solano County,not eligible
6055253201,2532.01,2017,high,Solano County,not eligible
6055253203,2532.03,2017,mid,Solano County,not eligible
6055253204,2532.04,2017,mid,Solano County,not eligible
6055253205,2532.05,2017,mid,Solano County,not eligible
6055253206,2532.06,2017,high,Solano County,not eligible
6055253300,2533.0,2017,mid,Solano County,not eligible
6055253402,2534.02,2017,mid,Solano County,not eligible
6055253403,2534.03,2017,mid,Solano County,not eligible
6055253404,2534.04,2017,mid,Solano County,not eligible
6055253500,2535.0,2017,mid,Solano County,not eligible
6041150100,1501.0,2011,mid,Sonoma County,not eligible
6041150201,1502.01,2011,mid,Sonoma County,not eligible
6041150202,1502.02,2011,mid,Sonoma County,not eligible
6041150302,1503.02,2011,mod,Sonoma County,eligible
6041150303,1503.03,2011,mid,Sonoma County,not eligible
6041150304,1503.04,2011,mid,Sonoma County,not eligible
6041150500,1505.0,2011,mid,Sonoma County,not eligible
6041150601,1506.01,2011,mid,Sonoma County,not eligible
6041150602,1506.02,2011,mid,Sonoma County,not eligible
6041150603,1506.03,2011,mid,Sonoma County,not eligible
6041150605,1506.05,2011,high,Sonoma County,not eligible
6041150606,1506.06,2011,high,Sonoma County,not eligible
6041150701,1507.01,2011,mid,Sonoma County,not eligible
6041150702,1507.02,2011,high,Sonoma County,not eligible
6041150800,1508.0,2011,mid,Sonoma County,not eligible
6041150901,1509.01,2011,mid,Sonoma County,not eligible
6041150902,1509.02,2011,mid,Sonoma County,not eligible
6041151000,1510.0,2011,mid,Sonoma County,not eligible
6041151100,1511.0,2011,mid,Sonoma County,not eligible
6041151201,1512.01,2011,mid,Sonoma County,not eligible
6041151203,1512.03,2011,mid,Sonoma County,not eligible
6041151204,1512.04,2011,mid,Sonoma County,not eligible
6041151301,1513.01,2011,mid,Sonoma County,not eligible
6041151305,1513.05,2011,mod,Sonoma County,eligible
6041151306,1513.06,2011,mid,Sonoma County,not eligible
6041151307,1513.07,2011,mid,Sonoma County,not eligible
6041151308,1513.08,2011,mid,Sonoma County,not eligible
