Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid
5001.0,2012,Santa Clara County,mod,eligible,0.6586826347305389,110,0.0,0,0.3413173652694611,57,0.0,0,6081500100
5002.0,2012,Santa Clara County,mod,eligible,0.7323943661971831,52,0.0,0,0.2676056338028169,19,0.0,0,6081500200
5003.0,2012,Santa Clara County,mid,not eligible,0.0,0,0.8623188405797102,119,0.0,0,0.13768115942028986,19,6081500300
5004.0,2012,Santa Clara County,mod,eligible,0.8444444444444444,38,0.0,0,0.15555555555555556,7,0.0,0,6081500400
5005.0,2012,Santa Clara County,high,not eligible,0.0,0,0.9217391304347826,106,0.0,0,0.0782608695652174,9,6081500500
5006.0,2012,Santa Clara County,mid,not eligible,0.0,0,0.8765432098765432,71,0.0,0,0.12345679012345678,10,6081500600
5008.0,2012,Santa Clara County,low,eligible,0.7699115044247787,87,0.0,0,0.23008849557522124,26,0.0,0,6081500800
5009.01,2012,Santa Clara County,mod,eligible,0.8444444444444444,76,0.0,0,0.15555555555555556,14,0.0,0,6081500901
5009.02,2012,Santa Clara County,low,eligible,1.0,5,0.0,0,0.0,0,0.0,0,6081500902
5010.0,2012,Santa Clara County,mod,eligible,0.72,36,0.0,0,0.28,14,0.0,0,6081501000
5011.01,2012,Santa Clara County,mod,eligible,0.8367346938775511,41,0.0,0,0.16326530612244897,8,0.0,0,6081501101
5011.02,2012,Santa Clara County,mod,eligible,0.62,31,0.0,0,0.38,19,0.0,0,6081501102
5012.0,2012,Santa Clara County,low,eligible,0.5862068965517241,34,0.0,0,0.41379310344827586,24,0.0,0,6081501200
5013.0,2012,Santa Clara County,mid,not eligible,0.0,0,0.967741935483871,60,0.0,0,0.03225806451612903,2,6081501300
5014.01,2012,Santa Clara County,low,eligible,0.48,12,0.0,0,0.52,13,0.0,0,6081501401
5014.02,2012,Santa Clara County,mod,eligible,0.42105263157894735,16,0.0,0,0.5789473684210527,22,0.0,0,6081501402
5015.01,2012,Santa Clara County,low,eligible,0.56,14,0.0,0,0.44,11,0.0,0,6081501501
5015.02,2012,Santa Clara County,low,eligible,0.7,35,0.0,0,0.3,15,0.0,0,6081501502
5016.0,2012,Santa Clara County,low,eligible,0.7241379310344828,42,0.0,0,0.27586206896551724,16,0.0,0,6081501600
5017.0,2012,Santa Clara County,low,eligible,0.5454545454545454,24,0.0,0,0.45454545454545453,20,0.0,0,6081501700
5018.0,2012,Santa Clara County,mid,not eligible,0.0,0,0.8362068965517241,97,0.0,0,0.16379310344827586,19,6081501800
5019.0,2012,Santa Clara County,mod,eligible,0.6395348837209303,55,0.0,0,0.36046511627906974,31,0.0,0,6081501900
5020.01,2012,Santa Clara County,low,eligible,0.8,68,0.0,0,0.2,17,0.0,0,6081502001
5020.02,2012,Santa Clara County,low,eligible,0.5869565217391305,27,0.0,0,0.41304347826086957,19,0.0,0,6081502002
5021.01,2012,Santa Clara County,mid,not eligible,0.0,0,0.7704918032786885,94,0.0,0,0.22950819672131148,28,6081502101
5021.02,2012,Santa Clara County,low,eligible,0.859375,55,0.0,0,0.140625,9,0.0,0,6081502102
5022.01,2012,Santa Clara County,mod,eligible,0.7674418604651163,66,0.0,0,0.23255813953488372,20,0.0,0,6081502201
5022.02,2012,Santa Clara County,mid,not eligible,0.0,0,0.8526315789473684,81,0.0,0,0.14736842105263157,14,6081502202
5023.01,2012,Santa Clara County,mid,not eligible,0.0,0,0.9272727272727272,51,0.0,0,0.07272727272727272,4,6081502301
5023.02,2012,Santa Clara County,mid,not eligible,0.0,0,0.9696969696969697,32,0.0,0,0.030303030303030304,1,6081502302
5024.0,2012,Santa Clara County,high,not eligible,0.0,0,0.9473684210526315,180,0.0,0,0.05263157894736842,10,6081502400
5025.0,2012,Santa Clara County,high,not eligible,0.0,0,0.9790209790209791,140,0.0,0,0.02097902097902098,3,6081502500
5026.01,2012,Santa Clara County,high,not eligible,0.0,0,0.9342105263157895,71,0.0,0,0.06578947368421052,5,6081502601
5026.03,2012,Santa Clara County,high,not eligible,0.0,0,0.98,49,0.0,0,0.02,1,6081502603
5026.04,2012,Santa Clara County,mod,eligible,0.7868852459016393,48,0.0,0,0.21311475409836064,13,0.0,0,6081502604
5027.01,2012,Santa Clara County,mid,not eligible,0.0,0,0.8260869565217391,57,0.0,0,0.17391304347826086,12,6081502701
5027.02,2012,Santa Clara County,mid,not eligible,0.0,0,0.9006622516556292,136,0.0,0,0.09933774834437085,15,6081502702
5028.0,2012,Santa Clara County,mid,not eligible,0.0,0,0.9240506329113924,73,0.0,0,0.0759493670886076,6,6081502800
5029.01,2012,Santa Clara County,mid,not eligible,0.0,0,0.9183673469387755,90,0.0,0,0.08163265306122448,8,6081502901
5029.02,2012,Santa Clara County,mid,not eligible,0.0,0,0.9027777777777778,195,0.0,0,0.09722222222222222,21,6081502902
5029.03,2012,Santa Clara County,high,not eligible,0.0,0,0.9482758620689655,110,0.0,0,0.05172413793103448,6,6081502903
5029.06,2012,Santa Clara County,mid,not eligible,0.0,0,0.7582417582417582,69,0.0,0,0.24175824175824176,22,6081502906
5029.07,2012,Santa Clara County,mid,not eligible,0.0,0,0.8421052631578947,64,0.0,0,0.15789473684210525,12,6081502907
5029.08,2012,Santa Clara County,mid,not eligible,0.0,0,0.8677685950413223,105,0.0,0,0.1322314049586777,16,6081502908
5029.09,2012,Santa Clara County,mod,eligible,0.746031746031746,47,0.0,0,0.25396825396825395,16,0.0,0,6081502909
5029.1,2012,Santa Clara County,mid,not eligible,0.0,0,0.7692307692307693,40,0.0,0,0.23076923076923078,12,6081502910
5030.01,2012,Santa Clara County,high,not eligible,0.0,0,0.8977272727272727,79,0.0,0,0.10227272727272728,9,6081503001
5030.02,2012,Santa Clara County,mid,not eligible,0.0,0,0.9431818181818182,83,0.0,0,0.056818181818181816,5,6081503002
5030.03,2012,Santa Clara County,mid,not eligible,0.0,0,0.956989247311828,89,0.0,0,0.043010752688172046,4,6081503003
5031.05,2012,Santa Clara County,low,eligible,0.45161290322580644,14,0.0,0,0.5483870967741935,17,0.0,0,6081503105
5031.08,2012,Santa Clara County,mod,eligible,0.8433734939759037,70,0.0,0,0.1566265060240964,13,0.0,0,6081503108
5031.1,2012,Santa Clara County,low,eligible,0.6,9,0.0,0,0.4,6,0.0,0,6081503110
5031.11,2012,Santa Clara County,mod,eligible,0.375,18,0.0,0,0.625,30,0.0,0,6081503110
5031.12,2012,Santa Clara County,low,eligible,0.55,22,0.0,0,0.45,18,0.0,0,6081503112
5031.13,2012,Santa Clara County,low,eligible,0.5283018867924528,28,0.0,0,0.4716981132075472,25,0.0,0,6081503113
5031.15,2012,Santa Clara County,mid,not eligible,0.0,0,0.6678082191780822,195,0.0,0,0.3321917808219178,97,6081503114
5031.16,2012,Santa Clara County,mid,not eligible,0.0,0,0.6097560975609756,50,0.0,0,0.3902439024390244,32,6081503116
