Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid
1011.0,2008,Marin County,high,not eligible,0.0,0,0.9444444444444444,34,0.0,0,0.0,0,6097101100
1012.0,2008,Marin County,mid,not eligible,0.0,0,0.90625,58,0.0,0,0.0,0,6097101200
1021.0,2008,Marin County,high,not eligible,0.0,0,0.875,35,0.0,0,0.0,0,6097102100
1022.01,2008,Marin County,mid,not eligible,0.0,0,0.8888888888888888,184,0.0,0,0.0,0,6097102201
1031.0,2008,Marin County,high,not eligible,0.0,0,0.8863636363636364,78,0.0,0,0.0,0,6097103100
1032.0,2008,Marin County,mid,not eligible,0.0,0,0.7580645161290323,94,0.0,0,0.0,0,6097103200
1041.01,2008,Marin County,mid,not eligible,0.0,0,0.8940397350993378,135,0.0,0,0.0,0,6097104101
1041.02,2008,Marin County,mod,eligible,0.6686390532544378,113,0.0,0,0.0,0,0.0,0,6097104102
1042.0,2008,Marin County,mid,not eligible,0.0,0,0.9014084507042254,64,0.0,0,0.0,0,6097104200
1043.0,2008,Marin County,high,not eligible,0.0,0,0.8,20,0.0,0,0.0,0,6097104300
1050.0,2008,Marin County,mod,eligible,0.8541666666666666,82,0.0,0,0.0,0,0.0,0,6097105000
1060.01,2008,Marin County,mid,not eligible,0.0,0,0.7954545454545454,35,0.0,0,0.0,0,6097106001
1060.02,2008,Marin County,mid,not eligible,0.0,0,0.7978723404255319,75,0.0,0,0.0,0,6097106002
1070.0,2008,Marin County,high,not eligible,0.0,0,0.9263157894736842,88,0.0,0,0.0,0,6097107000
1081.0,2008,Marin County,mid,not eligible,0.0,0,0.9253731343283582,124,0.0,0,0.0,0,6097108100
1082.0,2008,Marin County,mid,not eligible,0.0,0,0.9285714285714286,65,0.0,0,0.0,0,6097108200
1090.0,2008,Marin County,mid,not eligible,0.0,0,0.9456521739130435,87,0.0,0,0.0,0,6097109000
1101.0,2008,Marin County,high,not eligible,0.0,0,0.9,99,0.0,0,0.0,0,6097110100
1102.0,2008,Marin County,high,not eligible,0.0,0,0.9803921568627451,100,0.0,0,0.0,0,6097110200
1110.0,2008,Marin County,mid,not eligible,0.0,0,0.9655172413793104,56,0.0,0,0.0,0,6097111000
1121.0,2008,Marin County,mid,not eligible,0.0,0,0.9130434782608695,42,0.0,0,0.0,0,6097112100
1122.0,2008,Marin County,low,eligible,0.6273291925465838,101,0.0,0,0.0,0,0.0,0,6097112200
1130.0,2008,Marin County,mid,not eligible,0.0,0,0.8947368421052632,51,0.0,0,0.0,0,6097113000
1141.0,2008,Marin County,mid,not eligible,0.0,0,0.9882352941176471,84,0.0,0,0.0,0,6097114100
1142.0,2008,Marin County,mid,not eligible,0.0,0,0.8823529411764706,45,0.0,0,0.0,0,6097114200
1150.0,2008,Marin County,high,not eligible,0.0,0,0.9904761904761905,104,0.0,0,0.0,0,6097115000
1160.0,2008,Marin County,mid,not eligible,0.0,0,0.9473684210526315,54,0.0,0,0.0,0,6097116000
1170.0,2008,Marin County,mid,not eligible,0.0,0,0.956989247311828,89,0.0,0,0.0,0,6097117000
1181.0,2008,Marin County,high,not eligible,0.0,0,1.0,36,0.0,0,0.0,0,6097118100
1182.0,2008,Marin County,high,not eligible,0.0,0,1.0,2,0.0,0,0.0,0,6097118200
1191.0,2008,Marin County,high,not eligible,0.0,0,1.0,77,0.0,0,0.0,0,6097119100
1192.0,2008,Marin County,high,not eligible,0.0,0,0.9523809523809523,100,0.0,0,0.0,0,6097119200
1200.0,2008,Marin County,high,not eligible,0.0,0,1.0,95,0.0,0,0.0,0,6097120000
1211.0,2008,Marin County,high,not eligible,0.0,0,1.0,93,0.0,0,0.0,0,6097121100
1212.0,2008,Marin County,high,not eligible,0.0,0,0.9726027397260274,71,0.0,0,0.0,0,6097121200
1230.0,2008,Marin County,high,not eligible,0.0,0,1.0,32,0.0,0,0.0,0,6097123000
1241.0,2008,Marin County,high,not eligible,0.0,0,0.9885057471264368,86,0.0,0,0.0,0,6097124100
1242.0,2008,Marin County,high,not eligible,0.0,0,0.9739130434782609,112,0.0,0,0.0,0,6097124200
1250.0,2008,Marin County,high,not eligible,0.0,0,0.9642857142857143,54,0.0,0,0.0,0,6097125000
1261.0,2008,Marin County,high,not eligible,0.0,0,0.9906542056074766,106,0.0,0,0.0,0,6097126100
1262.0,2008,Marin County,high,not eligible,0.0,0,0.9242424242424242,61,0.0,0,0.0,0,6097126200
1270.0,2008,Marin County,high,not eligible,0.0,0,1.0,72,0.0,0,0.0,0,6097127000
1281.0,2008,Marin County,high,not eligible,0.0,0,0.9918032786885246,121,0.0,0,0.0,0,6097128100
1282.0,2008,Marin County,high,not eligible,0.0,0,0.9555555555555556,86,0.0,0,0.0,0,6097128200
1290.0,2008,Marin County,low,eligible,0.75,12,0.0,0,0.0,0,0.0,0,6097129000
1302.0,2008,Marin County,high,not eligible,0.0,0,0.96875,124,0.0,0,0.0,0,6097130200
1310.0,2008,Marin County,high,not eligible,0.0,0,1.0,9,0.0,0,0.0,0,6097131000
1321.0,2008,Marin County,mid,not eligible,0.0,0,0.9444444444444444,34,0.0,0,0.0,0,6097132100
1322.0,2008,Marin County,mid,not eligible,0.0,0,0.9130434782608695,21,0.0,0,0.0,0,6097132200
1330.0,2008,Marin County,mid,not eligible,0.0,0,0.9807692307692307,51,0.0,0,0.0,0,6097133000
