,Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract"
0,2501.03,2012,Solano County,mid,not eligible,0.0,0,0.5443037974683544,43,0.0,0,0.45569620253164556,36
1,2501.04,2012,Solano County,high,not eligible,0.0,0,0.6382978723404256,30,0.0,0,0.3617021276595745,17
2,2501.05,2012,Solano County,high,not eligible,0.0,0,0.6914893617021277,130,0.0,0,0.30851063829787234,58
3,2501.06,2012,Solano County,high,not eligible,0.0,0,0.754601226993865,123,0.0,0,0.24539877300613497,40
4,2502.0,2012,Solano County,mod,eligible,0.5151515151515151,34,0.0,0,0.48484848484848486,32,0.0,0
5,2503.0,2012,Solano County,mod,eligible,0.46296296296296297,25,0.0,0,0.5370370370370371,29,0.0,0
6,2504.0,2012,Solano County,mid,not eligible,0.0,0,0.34328358208955223,23,0.0,0,0.6567164179104478,44
7,2505.01,2012,Solano County,mid,not eligible,0.0,0,0.36363636363636365,12,0.0,0,0.6363636363636364,21
8,2505.02,2012,Solano County,mid,not eligible,0.0,0,0.5,42,0.0,0,0.5,42
9,2506.01,2012,Solano County,mid,not eligible,0.0,0,0.47540983606557374,29,0.0,0,0.5245901639344263,32
10,2506.04,2012,Solano County,high,not eligible,0.0,0,0.6075949367088608,96,0.0,0,0.3924050632911392,62
11,2506.05,2012,Solano County,high,not eligible,0.0,0,0.6120689655172413,71,0.0,0,0.3879310344827586,45
12,2507.01,2012,Solano County,mod,eligible,0.2962962962962963,8,0.0,0,0.7037037037037037,19,0.0,0
13,2508.01,2012,Solano County,mod,eligible,0.5555555555555556,60,0.0,0,0.4444444444444444,48,0.0,0
14,2509.0,2012,Solano County,low,eligible,0.3333333333333333,1,0.0,0,0.6666666666666666,2,0.0,0
15,2510.0,2012,Solano County,low,eligible,0.5,18,0.0,0,0.5,18,0.0,0
16,2511.0,2012,Solano County,mod,eligible,0.4722222222222222,17,0.0,0,0.5277777777777778,19,0.0,0
17,2512.0,2012,Solano County,mod,eligible,0.3404255319148936,16,0.0,0,0.6595744680851063,31,0.0,0
18,2513.0,2012,Solano County,mid,not eligible,0.0,0,0.6382978723404256,60,0.0,0,0.3617021276595745,34
19,2514.0,2012,Solano County,mid,not eligible,0.0,0,0.3902439024390244,32,0.0,0,0.6097560975609756,50
20,2515.0,2012,Solano County,mod,eligible,0.45161290322580644,14,0.0,0,0.5483870967741935,17,0.0,0
21,2516.0,2012,Solano County,mod,eligible,0.631578947368421,12,0.0,0,0.3684210526315789,7,0.0,0
22,2517.01,2012,Solano County,mod,eligible,0.47619047619047616,20,0.0,0,0.5238095238095238,22,0.0,0
23,2517.02,2012,Solano County,mid,not eligible,0.0,0,0.515625,33,0.0,0,0.484375,31
24,2518.02,2012,Solano County,mod,eligible,0.25,3,0.0,0,0.75,9,0.0,0
25,2518.03,2012,Solano County,mid,not eligible,0.0,0,0.2911392405063291,23,0.0,0,0.7088607594936709,56
26,2518.04,2012,Solano County,mid,not eligible,0.0,0,0.3469387755102041,17,0.0,0,0.6530612244897959,32
27,2519.01,2012,Solano County,mid,not eligible,0.0,0,0.42028985507246375,29,0.0,0,0.5797101449275363,40
28,2519.02,2012,Solano County,mid,not eligible,0.0,0,0.30952380952380953,26,0.0,0,0.6904761904761905,58
29,2519.03,2012,Solano County,mid,not eligible,0.0,0,0.3269230769230769,34,0.0,0,0.6730769230769231,70
30,2520.0,2012,Solano County,mid,not eligible,0.0,0,0.8108108108108109,60,0.0,0,0.1891891891891892,14
31,2521.02,2012,Solano County,mid,not eligible,0.0,0,0.6509433962264151,69,0.0,0,0.3490566037735849,37
32,2521.03,2012,Solano County,mid,not eligible,0.0,0,0.5233644859813084,56,0.0,0,0.4766355140186916,51
33,2521.04,2012,Solano County,high,not eligible,0.0,0,0.9113300492610837,185,0.0,0,0.08866995073891626,18
34,2521.05,2012,Solano County,high,not eligible,0.0,0,0.7866666666666666,59,0.0,0,0.21333333333333335,16
35,2521.06,2012,Solano County,mid,not eligible,0.0,0,0.7528089887640449,67,0.0,0,0.24719101123595505,22
36,2521.07,2012,Solano County,mid,not eligible,0.0,0,0.7671232876712328,56,0.0,0,0.2328767123287671,17
37,2521.08,2012,Solano County,high,not eligible,0.0,0,0.76,57,0.0,0,0.24,18
38,2522.01,2012,Solano County,high,not eligible,0.0,0,0.799373040752351,255,0.0,0,0.2006269592476489,64
39,2522.02,2012,Solano County,high,not eligible,0.0,0,0.7292307692307692,237,0.0,0,0.27076923076923076,88
40,2523.05,2012,Solano County,high,not eligible,0.0,0,0.7318840579710145,101,0.0,0,0.26811594202898553,37
41,2523.06,2012,Solano County,mid,not eligible,0.0,0,0.7294117647058823,62,0.0,0,0.27058823529411763,23
42,2523.1,2012,Solano County,high,not eligible,0.0,0,0.9080459770114943,79,0.0,0,0.09195402298850575,8
43,2523.11,2012,Solano County,high,not eligible,0.0,0,0.8899082568807339,97,0.0,0,0.11009174311926606,12
44,2523.12,2012,Solano County,mid,not eligible,0.0,0,0.6530612244897959,32,0.0,0,0.3469387755102041,17
45,2523.13,2012,Solano County,mid,not eligible,0.0,0,0.8677685950413223,210,0.0,0,0.1322314049586777,32
46,2523.14,2012,Solano County,mid,not eligible,0.0,0,0.36065573770491804,22,0.0,0,0.639344262295082,39
47,2523.15,2012,Solano County,high,not eligible,0.0,0,0.6736842105263158,64,0.0,0,0.3263157894736842,31
48,2523.16,2012,Solano County,mid,not eligible,0.0,0,0.525,42,0.0,0,0.475,38
49,2523.17,2012,Solano County,high,not eligible,0.0,0,0.7419354838709677,253,0.0,0,0.25806451612903225,88
50,2524.01,2012,Solano County,mod,eligible,0.40476190476190477,17,0.0,0,0.5952380952380952,25,0.0,0
51,2524.02,2012,Solano County,mod,eligible,0.3411764705882353,29,0.0,0,0.6588235294117647,56,0.0,0
52,2525.01,2012,Solano County,mod,eligible,0.1891891891891892,7,0.0,0,0.8108108108108109,30,0.0,0
53,2525.02,2012,Solano County,mod,eligible,0.5714285714285714,4,0.0,0,0.42857142857142855,3,0.0,0
54,2526.04,2012,Solano County,mod,eligible,0.4117647058823529,14,0.0,0,0.5882352941176471,20,0.0,0
55,2526.05,2012,Solano County,mod,eligible,0.29545454545454547,13,0.0,0,0.7045454545454546,31,0.0,0
56,2526.06,2012,Solano County,mod,eligible,0.5390625,69,0.0,0,0.4609375,59,0.0,0
57,2526.07,2012,Solano County,mod,eligible,0.3333333333333333,9,0.0,0,0.6666666666666666,18,0.0,0
58,2526.08,2012,Solano County,mod,eligible,0.5,10,0.0,0,0.5,10,0.0,0
59,2526.1,2012,Solano County,mid,not eligible,0.0,0,0.38181818181818183,21,0.0,0,0.6181818181818182,34
60,2526.11,2012,Solano County,mod,eligible,0.28888888888888886,13,0.0,0,0.7111111111111111,32,0.0,0
61,2527.02,2012,Solano County,mid,not eligible,0.0,0,0.5064935064935064,78,0.0,0,0.4935064935064935,76
62,2527.03,2012,Solano County,mid,not eligible,0.0,0,0.20833333333333334,20,0.0,0,0.7916666666666666,76
63,2527.04,2012,Solano County,mid,not eligible,0.0,0,0.4266666666666667,32,0.0,0,0.5733333333333334,43
64,2527.05,2012,Solano County,mid,not eligible,0.0,0,0.36024844720496896,58,0.0,0,0.639751552795031,103
65,2527.06,2012,Solano County,mid,not eligible,0.0,0,0.5203252032520326,64,0.0,0,0.4796747967479675,59
66,2527.07,2012,Solano County,mod,eligible,0.37681159420289856,26,0.0,0,0.6231884057971014,43,0.0,0
67,2528.02,2012,Solano County,mid,not eligible,0.0,0,0.0,0,0.0,0,1.0,2
