,Place Name,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",STATEFP00,COUNTYFP00,FIPS state,Period,AREA,PERIMETER,PL06_D00_,PL06_D00_I,STATE,PLC,PLACEFP,NAME,LSAD,LSAD_TRANS,geometry,Merge Name
108,Napa city,0.2875310325035943,14.083333333333336,0.5993099977014421,38.60416666666666,0.04580230082973904,2.770833333333333,0.06735666896522463,5.270833333333333,6.0,55.0,6.0,recovery 2013-2017,7.83485345000404e-05,0.0614258286861382,387.0,386.0,06,1884,50258,Napa,58,city,"POLYGON ((-122.348287 38.323713, -122.349282 38.324813, -122.338424 38.328599, -122.331198 38.321008, -122.337139 38.317632, -122.339749 38.320351, -122.344349 38.317611, -122.344527 38.317912, -122.337251 38.321964, -122.339708 38.324848, -122.344131 38.322443, -122.347618 38.323006, -122.348287 38.323713))",Napa city
109,Napa city,0.2875310325035943,14.083333333333336,0.5993099977014421,38.60416666666666,0.04580230082973904,2.770833333333333,0.06735666896522463,5.270833333333333,6.0,55.0,6.0,recovery 2013-2017,3.18531199999805e-06,0.00958070838221059,388.0,387.0,06,1884,50258,Napa,58,city,"POLYGON ((-122.27494 38.324905, -122.277084 38.324813, -122.278188 38.327737, -122.27494 38.324905))",Napa city
110,Napa city,0.2875310325035943,14.083333333333336,0.5993099977014421,38.60416666666666,0.04580230082973904,2.770833333333333,0.06735666896522463,5.270833333333333,6.0,55.0,6.0,recovery 2013-2017,2.34811375000507e-05,0.0190704083263459,420.0,419.0,06,1884,50258,Napa,58,city,"POLYGON ((-122.226348 38.226037, -122.221277 38.226019, -122.222061 38.221452, -122.223448 38.220634, -122.226363 38.221264, -122.226348 38.226037))",Napa city
111,Newark city,0.13544159544159545,9.92,0.7837963757820521,117.88,0.024558404558404558,1.6,0.05620362421794784,6.68,6.0,1.0,6.0,recovery 2013-2017,0.00369511623700003,0.302639575528967,687.0,686.0,06,1900,50916,Newark,58,city,"POLYGON ((-122.038873 37.563435, -122.0314 37.556467, -122.022986 37.54654, -122.020372 37.542836, -122.017472 37.539236, -122.015575 37.53718, -122.002372 37.529737, -121.987808 37.52266, -121.989572 37.521037, -121.995072 37.514037, -121.995772 37.510738, -121.998472 37.504038, -121.993772 37.499438, -121.997172 37.500438, -121.999332 37.498038, -122.000472 37.494938, -122.005375 37.495261, -122.006272 37.494938, -122.010166 37.493659, -122.01096 37.492934, -122.010136 37.489745, -122.013996 37.481711, -122.014472 37.481438, -122.01807 37.483916, -122.019947 37.484641, -122.023272 37.484738, -122.025395 37.482451, -122.025944 37.479011, -122.028263 37.478797, -122.030918 37.481589, -122.031513 37.488441, -122.035386 37.494691, -122.04366 37.495772, -122.059237 37.500658, -122.054677 37.505256, -122.057673 37.514537, -122.062795 37.514845, -122.066973 37.513037, -122.069073 37.517837, -122.072652 37.517309, -122.073081 37.518653, -122.071943 37.519331, -122.06264 37.521285, -122.063013 37.523654, -122.06885 37.524529, -122.068973 37.525337, -122.067473 37.530236, -122.065085 37.53651, -122.069275 37.541624, -122.055473 37.550136, -122.052473 37.551936, -122.045373 37.556336, -122.043373 37.557635, -122.038873 37.563435))",Newark city
112,North Fair Oaks CDP,0.4852069670605673,15.3,0.4325892165115768,20.8,0.06479303293943274,2.0,0.017410783488423242,0.95,6.0,81.0,6.0,recovery 2013-2017,0.000311925559999621,0.106882860516392,715.0,714.0,06,1927,51840,North Fair Oaks,57,CDP,"POLYGON ((-122.213876 37.482937, -122.212976 37.484537, -122.210876 37.484237, -122.210376 37.484137, -122.201376 37.482337, -122.201076 37.481737, -122.202076 37.479937, -122.199276 37.478937, -122.198076 37.481037, -122.188676 37.477537, -122.185367 37.477805, -122.186332 37.476493, -122.186076 37.476037, -122.188476 37.473038, -122.189439 37.471187, -122.191876 37.472138, -122.192876 37.470538, -122.194776 37.471238, -122.197476 37.472137, -122.198776 37.470038, -122.200076 37.469938, -122.202276 37.467538, -122.203176 37.467938, -122.205726 37.464889, -122.211276 37.468537, -122.212076 37.469037, -122.216476 37.472237, -122.217076 37.472637, -122.214924 37.47409, -122.214376 37.474637, -122.214271 37.474743, -122.217276 37.476437, -122.216676 37.477037, -122.216464 37.477295, -122.215276 37.478737, -122.214306 37.478252, -122.212976 37.477337, -122.213613 37.476341, -122.211844 37.475879, -122.211476 37.476437, -122.212576 37.477037, -122.209676 37.481037, -122.209076 37.481937, -122.212676 37.482737, -122.213876 37.482937))",North Fair Oaks CDP
113,Novato city,0.15897494309688334,10.533333333333333,0.6791991089590621,55.85,0.041025056903116634,3.45,0.12080089104093772,10.916666666666664,6.0,41.0,6.0,recovery 2013-2017,0.00693187559146241,0.735414850007213,437.0,436.0,06,1955,52582,Novato,58,city,"POLYGON ((-122.587993 38.143019, -122.580709 38.137118, -122.577439 38.138806, -122.568892 38.136064, -122.568912 38.142621, -122.564398 38.142619, -122.563832 38.135646, -122.564981 38.131061, -122.565423 38.130158, -122.564645 38.129199, -122.563901 38.12858, -122.565892 38.122519, -122.566431 38.118618, -122.565692 38.116419, -122.564992 38.116419, -122.565057 38.114986, -122.565092 38.114719, -122.563792 38.114819, -122.558191 38.114719, -122.551891 38.113819, -122.549991 38.113119, -122.547491 38.113919, -122.547391 38.117119, -122.542891 38.115019, -122.545791 38.110319, -122.538785 38.105369, -122.53789 38.106219, -122.537039 38.105733, -122.53529 38.101519, -122.53439 38.100319, -122.53479 38.099219, -122.53319 38.098919, -122.52569 38.106319, -122.514889 38.105019, -122.512789 38.104119, -122.511889 38.104219, -122.509289 38.106319, -122.501489 38.106319, -122.501588 38.100419, -122.49479 38.100361, -122.494885 38.100156, -122.4949515841429 38.09267638115893, -122.498788 38.09122, -122.504088 38.08542, -122.509688 38.08402, -122.514289 38.08682, -122.514489 38.08732, -122.514789 38.09032, -122.516589 38.09152, -122.522089 38.08752, -122.527689 38.08762, -122.528189 38.08462, -122.526489 38.08192, -122.529689 38.08202, -122.533489 38.08492, -122.53409 38.08742, -122.54249 38.08082, -122.540458 38.079426, -122.539447 38.079516, -122.537968 38.080614, -122.536154 38.07909, -122.536289 38.07842, -122.535589 38.07692, -122.529621 38.078851, -122.527037 38.075143, -122.525222 38.072424, -122.523076 38.071413, -122.522389 38.07202, -122.518188 38.06892, -122.511588 38.06352, -122.500587 38.06082, -122.496687 38.07102, -122.4855135236127 38.06858617346166, -122.4855180586338 38.06857797553973, -122.4889550640421 38.06236492789287, -122.490940773066 38.0587753773066, -122.4919772093678 38.05690181955466, -122.4922650800421 38.05638143800057, -122.4928763208879 38.05432544557542, -122.4948700947045 38.04761911386836, -122.506587 38.047721, -122.506504 38.046956, -122.507999 38.045301, -122.513987 38.044421, -122.51415 38.048673, -122.515447 38.051168, -122.520588 38.052621, -122.519788 38.048321, -122.520288 38.047921, -122.519288 38.039921, -122.522596 38.038817, -122.522546 38.038448, -122.525085 38.038715, -122.526165 38.039012, -122.526159 38.039752, -122.532588 38.041321, -122.537389 38.041121, -122.539572 38.043225, -122.55469 38.047021, -122.572291 38.046221, -122.574691 38.046721, -122.576291 38.047321, -122.592692 38.067821, -122.588006 38.06944, -122.584024 38.068929, -122.58585 38.07886, -122.586592 38.08532, -122.578892 38.08982, -122.579792 38.09022, -122.579592 38.09032, -122.585092 38.09332, -122.587292 38.09232, -122.587792 38.09142, -122.593192 38.09382, -122.590092 38.09852, -122.591817 38.099382, -122.592978 38.097804, -122.597997 38.100072, -122.599557 38.099814, -122.598993 38.10052, -122.604793 38.10322, -122.608293 38.09822, -122.606493 38.09732, -122.611993 38.08982, -122.614793 38.08892, -122.617493 38.08912, -122.616094 38.09612, -122.617288 38.101406, -122.616994 38.10192, -122.616638 38.103544, -122.615394 38.10382, -122.617596 38.106699, -122.616394 38.10642, -122.616094 38.10732, -122.616533 38.108689, -122.617894 38.11032, -122.620104 38.110224, -122.621327 38.109008, -122.623577 38.110393, -122.623494 38.11172, -122.619894 38.11142, -122.619694 38.11222, -122.619694 38.11262, -122.615994 38.11262, -122.613194 38.114019, -122.615094 38.115119, -122.619124 38.115948, -122.618194 38.119419, -122.618715 38.119593, -122.618284 38.120833, -122.616942 38.12036, -122.616735 38.124033, -122.616094 38.125719, -122.614694 38.126119, -122.608894 38.138719, -122.608794 38.147819, -122.607394 38.147119, -122.605763 38.147099, -122.599094 38.147019, -122.591493 38.145819, -122.590793 38.145019, -122.587993 38.143019), (-122.55119 38.06842, -122.55179 38.06862, -122.55319 38.06582, -122.551512 38.065777, -122.549008 38.065584, -122.548474 38.060576, -122.550058 38.060062, -122.548067 38.058449, -122.543622 38.058915, -122.542701 38.060634, -122.54337 38.061642, -122.540519 38.06298, -122.535819 38.062017, -122.533252 38.060678, -122.536489 38.06322, -122.538089 38.06332, -122.539489 38.06452, -122.539889 38.06412, -122.54559 38.06622, -122.54539 38.06672, -122.54529 38.06742, -122.54779 38.06842, -122.55119 38.06842))",Novato city
114,Novato city,0.15897494309688334,10.533333333333333,0.6791991089590621,55.85,0.041025056903116634,3.45,0.12080089104093772,10.916666666666664,6.0,41.0,6.0,recovery 2013-2017,0.000500273398999829,0.109127363542761,438.0,437.0,06,1955,52582,Novato,58,city,"POLYGON ((-122.51719 38.130619, -122.51559 38.128819, -122.51369 38.125819, -122.517434 38.120593, -122.52659 38.116019, -122.52829 38.117019, -122.53369 38.113319, -122.536109 38.116969, -122.53719 38.116519, -122.542291 38.120919, -122.541191 38.121419, -122.541091 38.122019, -122.543091 38.121719, -122.543491 38.120019, -122.548428 38.117793, -122.547391 38.117119, -122.549191 38.118019, -122.549379 38.117998, -122.549491 38.118319, -122.545491 38.120519, -122.546491 38.126619, -122.549991 38.130919, -122.539891 38.134319, -122.534991 38.135218, -122.531691 38.135018, -122.52039 38.132718, -122.51739 38.131518, -122.51719 38.130619))",Novato city
115,Oakland city,0.5139368240742717,25.965591397849458,0.3002724570946722,22.959139784946238,0.16993414366766368,8.529032258064516,0.0158565751633923,1.3892473118279571,6.0,1.0,6.0,recovery 2013-2017,0.0155158295326385,0.979994251829434,574.0,573.0,06,1970,53000,Oakland,58,city,"POLYGON ((-122.239879 37.882925, -122.238679 37.883325, -122.236779 37.882825, -122.235679 37.882525, -122.225779 37.879225, -122.223879 37.878325, -122.221378 37.875325, -122.217378 37.871725, -122.216278 37.868825, -122.219178 37.867225, -122.221479 37.865025, -122.213178 37.857626, -122.212278 37.856726, -122.211946 37.856394, -122.211578 37.856026, -122.208778 37.852026, -122.206278 37.851626, -122.203778 37.851226, -122.201378 37.848226, -122.195278 37.842826, -122.195778 37.842326, -122.194318 37.841229, -122.188877 37.837626, -122.184577 37.835426, -122.184377 37.833426, -122.185977 37.831226, -122.187077 37.827326, -122.186477 37.826626, -122.186677 37.823526, -122.185977 37.820726, -122.181477 37.819526, -122.176977 37.816227, -122.175077 37.814327, -122.174477 37.810427, -122.175577 37.807827, -122.176477 37.806827, -122.178277 37.803827, -122.178477 37.803627, -122.177477 37.803027, -122.176577 37.803727, -122.175277 37.803227, -122.175677 37.802327, -122.170777 37.799927, -122.168677 37.799227, -122.168477 37.800827, -122.168577 37.801327, -122.169377 37.801227, -122.170377 37.802427, -122.170577 37.804827, -122.167016 37.805698, -122.164777 37.805127, -122.164733 37.804395, -122.164266 37.803229, -122.16192 37.801356, -122.16187 37.799934, -122.160077 37.799727, -122.156876 37.796427, -122.151476 37.796327, -122.151176 37.792327, -122.143876 37.789927, -122.142876 37.790727, -122.141676 37.789827, -122.143576 37.787027, -122.135076 37.778027, -122.134376 37.778327, -122.133676 37.777527, -122.134276 37.777127, -122.129389 37.771049, -122.126175 37.767528, -122.118275 37.753728, -122.115775 37.748528, -122.114775 37.736629, -122.118675 37.731829, -122.122475 37.728729, -122.123875 37.728029, -122.127075 37.728329, -122.130792 37.730144, -122.132138 37.730671, -122.130227 37.732568, -122.130338 37.733408, -122.131867 37.733153, -122.134076 37.733929, -122.136776 37.731329, -122.138376 37.730629, -122.138476 37.731029, -122.137976 37.731229, -122.138676 37.733029, -122.139191 37.73416, -122.139576 37.733929, -122.140076 37.733929, -122.140476 37.735529, -122.141776 37.737129, -122.142176 37.737329, -122.145976 37.741329, -122.146576 37.742028, -122.147376 37.740829, -122.148176 37.740229, -122.150276 37.739929, -122.155276 37.738229, -122.158376 37.737429, -122.160276 37.736929, -122.164077 37.735329, -122.165377 37.737129, -122.171477 37.734329, -122.169977 37.731129, -122.174377 37.730929, -122.174577 37.730629, -122.170377 37.727429, -122.170577 37.727429, -122.174876 37.725377, -122.178739 37.724731, -122.181517 37.724638, -122.182877 37.724829, -122.184377 37.725429, -122.189877 37.728229, -122.191738 37.726348, -122.196078 37.725529, -122.196178 37.723429, -122.195868 37.723149, -122.195487 37.722147, -122.19424 37.721676, -122.189177 37.717529, -122.193077 37.71613, -122.198878 37.71313, -122.209778 37.71043, -122.2041213867772 37.69778348801997, -122.2137735472479 37.69869478437437, -122.2216276068788 37.70556707783157, -122.2468260098802 37.72192968673684, -122.2500426239827 37.72675460622088, -122.248779 37.727829, -122.246179 37.725629, -122.236079 37.71863, -122.22806 37.726867, -122.226314 37.726553, -122.22664 37.730371, -122.225566 37.731899, -122.225153 37.744758, -122.226666 37.74511, -122.226379 37.746929, -122.225479 37.749729, -122.224579 37.753028, -122.223779 37.754428, -122.224979 37.764028, -122.229979 37.768728, -122.236479 37.771528, -122.244879 37.777328, -122.244979 37.780928, -122.24618 37.783428, -122.25058 37.786128, -122.25478 37.786728, -122.25668 37.785428, -122.25788 37.784228, -122.26838 37.788028, -122.27418 37.791328, -122.27508 37.791928, -122.28428 37.793828, -122.29478 37.792528, -122.312471 37.794484, -122.31468 37.794728, -122.3355502201394 37.79953774566706, -122.3356749575912 37.79965208854943, -122.3337114506106 37.80979690632437, -122.3333106479592 37.810327, -122.3235666328357 37.82321424207533, -122.3176760992105 37.82681401121479, -122.3062222767818 37.82746851988336, -122.3039314996126 37.83008654187424, -122.303319478056 37.83421769627674, -122.294062 37.831485, -122.28538 37.828927, -122.28128 37.828027, -122.27908 37.827427, -122.27858 37.827327, -122.27908 37.828727, -122.27788 37.832327, -122.27708 37.834526, -122.27658 37.835826, -122.27628 37.836326, -122.27678 37.836826, -122.28218 37.836826, -122.282343 37.837407, -122.28418 37.837026, -122.28498 37.836826, -122.28548 37.838126, -122.28608 37.839926, -122.28718 37.843526, -122.28798 37.845926, -122.28838 37.846926, -122.28938 37.849926, -122.28658 37.850626, -122.28642 37.850186, -122.28388 37.850326, -122.27808 37.847726, -122.27158 37.846826, -122.26958 37.847526, -122.27008 37.848326, -122.26928 37.850626, -122.26948 37.851826, -122.26668 37.852226, -122.26238 37.852626, -122.26088 37.852726, -122.25668 37.853226, -122.25358 37.851426, -122.25308 37.851326, -122.25158 37.851326, -122.241879 37.852126, -122.234179 37.852526, -122.234879 37.857426, -122.241656 37.857312, -122.242479 37.857826, -122.243879 37.858626, -122.243779 37.859126, -122.243979 37.860626, -122.243979 37.861026, -122.244242 37.86374, -122.244307 37.86478, -122.244379 37.865925, -122.244679 37.869425, -122.244692 37.869757, -122.245679 37.880925, -122.245979 37.884725, -122.241379 37.882125, -122.239879 37.882925), (-122.226279 37.831926, -122.227179 37.832326, -122.228079 37.833026, -122.235581 37.831118, -122.236979 37.830726, -122.243079 37.829926, -122.243379 37.830126, -122.244179 37.829326, -122.244879 37.828626, -122.245879 37.827827, -122.247979 37.826727, -122.248679 37.825527, -122.25018 37.823827, -122.247979 37.821727, -122.246179 37.820127, -122.245379 37.819727, -122.244779 37.819327, -122.239279 37.817727, -122.233279 37.816527, -122.231979 37.816227, -122.225279 37.814727, -122.223079 37.814227, -122.220079 37.813527, -122.216578 37.812727, -122.215178 37.812627, -122.214978 37.812827, -122.214078 37.813627, -122.212578 37.816927, -122.210178 37.818727, -122.216578 37.822327, -122.217378 37.822727, -122.222479 37.827126, -122.224479 37.830326, -122.226279 37.831926))",Oakland city
116,Oakley city,0.6021571876969865,70.4,0.0,0.0,0.39784281230301344,39.0,0.0,0.0,6.0,13.0,6.0,recovery 2013-2017,0.00332117144350064,0.278776400272217,481.0,480.0,06,1975,53070,Oakley,58,city,"POLYGON ((-121.751565 38.014321, -121.750765 38.017021, -121.750665 38.019621, -121.741565 38.017821, -121.736465 38.014121, -121.735065 38.013921, -121.730931 38.011994, -121.727565 38.011721, -121.719464 38.007621, -121.717664 38.007521, -121.714264 38.006621, -121.710164 38.005921, -121.699864 38.006821, -121.697164 38.008621, -121.694364 38.008021, -121.691764 38.009621, -121.689964 38.014021, -121.689464 38.014021, -121.689575 38.013746, -121.689364 38.013721, -121.684564 38.013921, -121.679864 38.011021, -121.679464 38.010721, -121.677664 38.010821, -121.675064 38.012021, -121.673864 38.012121, -121.660964 38.012021, -121.659264 38.008721, -121.659364 37.990922, -121.677864 37.990822, -121.677864 37.979422, -121.677864 37.968922, -121.696064 37.969022, -121.696066 37.968917, -121.70463 37.968936, -121.714064 37.968922, -121.729564 37.969022, -121.730291 37.969027, -121.732464 37.971422, -121.743564 37.983022, -121.753565 37.990821, -121.756278 37.992093, -121.754073 38.00236, -121.75244 38.004672, -121.752465 38.005121, -121.753577 38.005121, -121.750765 38.009089, -121.750765 38.012321, -121.751365 38.012321, -121.751565 38.014321))",Oakley city
117,Occidental CDP,0.0,0.0,0.9467089824809648,88.8,0.0,0.0,0.05329101751903519,5.0,6.0,97.0,6.0,recovery 2013-2017,0.00132854691250051,0.228542880213021,350.0,349.0,06,1982,53266,Occidental,57,CDP,"POLYGON ((-122.966153 38.429515, -122.96276 38.428514, -122.962491 38.428089, -122.961387 38.425901, -122.961719 38.425465, -122.959531 38.424605, -122.958861 38.425228, -122.958773 38.425777, -122.952127 38.421823, -122.951207 38.42397, -122.950015 38.424725, -122.944494 38.42491, -122.944314 38.423382, -122.943868 38.419598, -122.942681 38.418362, -122.941081 38.415386, -122.934388 38.41637, -122.93401 38.41589, -122.934621 38.41122, -122.935727 38.408748, -122.934796 38.407717, -122.927902 38.406641, -122.925633 38.403734, -122.923481 38.402635, -122.916703 38.400619, -122.914929 38.398444, -122.913941 38.39469, -122.912545 38.392995, -122.908998 38.390476, -122.903153 38.38814, -122.902982 38.381913, -122.89961 38.378272, -122.905369 38.375391, -122.911884 38.373253, -122.915927 38.372429, -122.925289 38.376585, -122.92619 38.378004, -122.923253 38.379006, -122.926539 38.379012, -122.932209 38.381484, -122.933169 38.38446, -122.932907 38.38533, -122.932063 38.385902, -122.93151 38.389885, -122.931423 38.389998, -122.932354 38.389885, -122.933023 38.391052, -122.937997 38.393456, -122.940208 38.396295, -122.940441 38.39927, -122.943931 38.402841, -122.947335 38.404032, -122.948092 38.407465, -122.95522 38.411173, -122.965258 38.411354, -122.972154 38.413573, -122.973843 38.417052, -122.974223 38.419433, -122.969074 38.423417, -122.965905 38.428317, -122.965572 38.428415, -122.966153 38.429515))",Occidental CDP
118,Orinda city,0.0,0.0,0.9700000822839908,91.75555555555556,0.0,0.0,0.029999917716009232,3.1555555555555554,6.0,13.0,6.0,recovery 2013-2017,0.00334280795899949,0.364526155863696,553.0,552.0,06,2030,54232,Orinda,58,city,"POLYGON ((-122.162077 37.914324, -122.161877 37.910124, -122.16633 37.909722, -122.166277 37.905224, -122.166277 37.904524, -122.166277 37.892724, -122.166177 37.886293, -122.162948 37.881415, -122.158676 37.881225, -122.156376 37.880925, -122.155176 37.880925, -122.155176 37.872925, -122.156976 37.873025, -122.156976 37.871925, -122.153376 37.870825, -122.143676 37.868525, -122.143076 37.868425, -122.143076 37.866625, -122.143276 37.863625, -122.142976 37.862425, -122.143476 37.858625, -122.143976 37.853425, -122.142076 37.851725, -122.140876 37.851325, -122.140576 37.844226, -122.140976 37.843626, -122.142376 37.843726, -122.143676 37.842226, -122.144076 37.841626, -122.145076 37.840526, -122.146376 37.838926, -122.156376 37.843826, -122.157839 37.842104, -122.164665 37.845232, -122.167095 37.847004, -122.168725 37.851029, -122.188976 37.851055, -122.190526 37.853706, -122.193594 37.856285, -122.195994 37.85721, -122.190263 37.865344, -122.194374 37.867506, -122.196439 37.866015, -122.203385 37.866627, -122.203431 37.867225, -122.202798 37.869141, -122.199295 37.868411, -122.194961 37.869694, -122.192703 37.870906, -122.191194 37.87568, -122.191478 37.877562, -122.189988 37.878168, -122.187305 37.877972, -122.187163 37.88018, -122.194161 37.883574, -122.211668 37.878656, -122.216305 37.879308, -122.217109 37.879827, -122.22211 37.884258, -122.222278 37.884325, -122.222429 37.884415, -122.224498 37.88921, -122.225784 37.890484, -122.218997 37.893872, -122.214422 37.895571, -122.212286 37.893297, -122.210352 37.893324, -122.206725 37.895972, -122.20854 37.897786, -122.210278 37.899224, -122.210452 37.899243, -122.210428 37.899297, -122.209878 37.900324, -122.206778 37.901424, -122.209078 37.901224, -122.213704 37.90361, -122.209405 37.9061, -122.209774 37.907254, -122.208752 37.908687, -122.203416 37.908231, -122.198473 37.917826, -122.195867 37.921002, -122.194306 37.92119, -122.184648 37.919385, -122.178791 37.91909, -122.177686 37.918315, -122.177088 37.917051, -122.16853 37.919514, -122.167029 37.917735, -122.162513 37.914624, -122.162077 37.914324))",Orinda city
119,Pacheco CDP,0.23444845851197246,35.06666666666667,0.5053851378171503,73.86666666666666,0.16555154148802756,25.4,0.09461486218284962,11.266666666666667,6.0,13.0,6.0,recovery 2013-2017,0.000190020342500083,0.0946031941559079,497.0,496.0,06,2055,54764,Pacheco,57,CDP,"POLYGON ((-122.057174 37.998721, -122.056873 37.998167, -122.062893 37.996451, -122.062874 37.988821, -122.063274 37.983722, -122.064174 37.983622, -122.063874 37.982022, -122.065374 37.981822, -122.065774 37.983422, -122.066474 37.983422, -122.066074 37.981722, -122.068974 37.981622, -122.074174 37.980922, -122.074773 37.981601, -122.077141 37.981541, -122.077166 37.982147, -122.078874 37.981622, -122.078904 37.98134, -122.076172 37.979122, -122.076774 37.979122, -122.076874 37.978722, -122.0773 37.979054, -122.077308 37.977822, -122.077974 37.977822, -122.077874 37.975522, -122.080074 37.975922, -122.079673 37.975972, -122.079091 37.979446, -122.079074 37.979722, -122.079374 37.983522, -122.075774 37.983322, -122.077274 37.985722, -122.076374 37.992121, -122.074274 37.992821, -122.069992 37.994318, -122.065974 37.995621, -122.057174 37.998721))",Pacheco CDP
120,Pacifica city,0.02217741935483871,1.375,0.9213730076744712,59.35,0.0028225806451612893,0.175,0.05362699232552861,3.525,6.0,81.0,6.0,recovery 2013-2017,0.00330994336490442,0.345268306396326,638.0,637.0,06,2060,54806,Pacifica,58,city,"POLYGON ((-122.479684 37.664734, -122.475884 37.660934, -122.470884 37.652934, -122.471684 37.648934, -122.468984 37.644534, -122.463884 37.638835, -122.468484 37.638435, -122.469685 37.637135, -122.471338 37.634459, -122.472785 37.633435, -122.472785 37.631135, -122.46868 37.626846, -122.4633 37.619991, -122.461185 37.619135, -122.4545 37.618419, -122.451598 37.618134, -122.450984 37.617235, -122.450084 37.615635, -122.443385 37.594436, -122.452873 37.589696, -122.459743 37.586328, -122.462785 37.584837, -122.459385 37.584737, -122.459585 37.578137, -122.460986 37.578137, -122.460886 37.572437, -122.459399 37.572279, -122.459386 37.570737, -122.459786 37.566037, -122.460086 37.566037, -122.465686 37.566138, -122.465486 37.569437, -122.467986 37.572537, -122.476186 37.572537, -122.471786 37.578137, -122.473486 37.579437, -122.474186 37.579037, -122.482386 37.574337, -122.487256 37.577333, -122.488887 37.578337, -122.488987 37.57598, -122.494741 37.574812, -122.502547 37.579089, -122.495593 37.580529, -122.494787 37.581237, -122.497687 37.583337, -122.498187 37.583637, -122.498887 37.583837, -122.499514 37.58643, -122.49956 37.586937, -122.499187 37.588137, -122.503287 37.590937, -122.504887 37.591537, -122.507887 37.587737, -122.511987 37.590137, -122.510487 37.591937, -122.5119418087098 37.59362457810339, -122.5076121976848 37.59609065615065, -122.501386 37.599637, -122.4972788747583 37.61079677356438, -122.4971652335942 37.6111055563709, -122.496786 37.612136, -122.4952937605849 37.62975945246345, -122.494085 37.644035, -122.4953776124503 37.66434036593844, -122.492774 37.663334, -122.491584 37.662234, -122.488384 37.661334, -122.485884 37.661434, -122.485084 37.662134, -122.485732 37.664305, -122.484833 37.664241, -122.481084 37.665334, -122.479684 37.664734))",Pacifica city
