Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone
6037502602,"Census Tract 5026.02, Los Angeles County, California",5112,646,322,216,69,37,4790,3265,11,0,0
6037502700,"Census Tract 5027, Los Angeles County, California",7086,493,826,498,178,150,6260,4122,0,50,0
6037502800,"Census Tract 5028, Los Angeles County, California",8009,571,2311,1380,297,344,5698,3386,0,113,17
6037502901,"Census Tract 5029.01, Los Angeles County, California",5928,658,1664,1141,0,430,4264,2021,0,0,0
6037502902,"Census Tract 5029.02, Los Angeles County, California",4247,446,572,422,0,130,3675,2229,0,25,61
6037503000,"Census Tract 5030, Los Angeles County, California",5216,580,458,281,93,0,4758,2116,0,9,73
6037503101,"Census Tract 5031.01, Los Angeles County, California",8017,707,1932,1455,0,321,6085,3149,0,54,26
6037503102,"Census Tract 5031.02, Los Angeles County, California",7875,724,1306,871,0,411,6569,2712,30,0,0
6037503201,"Census Tract 5032.01, Los Angeles County, California",4185,270,1013,820,25,110,3172,1050,0,0,0
6037503202,"Census Tract 5032.02, Los Angeles County, California",4535,376,1361,1127,10,183,3174,1712,0,9,0
6037503301,"Census Tract 5033.01, Los Angeles County, California",3384,421,1479,1321,0,39,1905,678,11,0,0
6037503302,"Census Tract 5033.02, Los Angeles County, California",7168,673,1383,931,15,278,5785,2506,39,130,56
6037503401,"Census Tract 5034.01, Los Angeles County, California",5507,468,3087,2604,0,263,2420,1311,36,0,88
6037503402,"Census Tract 5034.02, Los Angeles County, California",3753,219,1847,1616,44,187,1906,802,20,0,15
6037503501,"Census Tract 5035.01, Los Angeles County, California",6332,391,1857,1401,57,383,4475,1557,0,76,28
6037503502,"Census Tract 5035.02, Los Angeles County, California",4044,282,1790,1454,26,104,2254,1203,0,0,0
6037503601,"Census Tract 5036.01, Los Angeles County, California",4583,393,2767,1979,326,295,1816,880,0,5,68
6037503602,"Census Tract 5036.02, Los Angeles County, California",3684,200,2734,1995,242,364,950,435,0,11,0
6037503701,"Census Tract 5037.01, Los Angeles County, California",4994,339,2335,1940,63,168,2659,1277,0,16,45
6037503702,"Census Tract 5037.02, Los Angeles County, California",5164,404,2989,2526,40,214,2175,1046,30,0,0
6037503703,"Census Tract 5037.03, Los Angeles County, California",7722,345,5941,2418,86,3217,1781,699,0,0,37
6037503801,"Census Tract 5038.01, Los Angeles County, California",4135,388,2346,1739,34,484,1789,1159,0,0,0
6037503802,"Census Tract 5038.02, Los Angeles County, California",5097,275,3269,1737,0,1431,1828,647,0,0,0
6037503901,"Census Tract 5039.01, Los Angeles County, California",2924,261,1888,1413,147,183,1036,387,0,0,0
6037503902,"Census Tract 5039.02, Los Angeles County, California",4911,384,2499,1914,47,420,2412,872,0,22,13
6037504001,"Census Tract 5040.01, Los Angeles County, California",4959,526,3601,2721,63,541,1358,760,0,0,0
6037504002,"Census Tract 5040.02, Los Angeles County, California",5653,537,3250,2590,44,527,2403,1307,0,58,0
6037504101,"Census Tract 5041.01, Los Angeles County, California",5550,534,1576,1266,65,208,3974,1586,0,0,0
6037504102,"Census Tract 5041.02, Los Angeles County, California",0,132,0,0,0,0,0,0,0,0,0
6037530003,"Census Tract 5300.03, Los Angeles County, California",3030,257,1409,851,67,439,1621,768,15,0,0
6037530004,"Census Tract 5300.04, Los Angeles County, California",3557,317,1098,449,164,393,2459,1347,0,60,0
6037530005,"Census Tract 5300.05, Los Angeles County, California",4256,267,2753,455,66,2189,1503,892,0,0,99
6037530006,"Census Tract 5300.06, Los Angeles County, California",3594,426,1306,534,12,728,2288,1570,0,0,0
6037530101,"Census Tract 5301.01, Los Angeles County, California",4776,497,973,638,78,113,3803,1249,15,0,0
6037530102,"Census Tract 5301.02, Los Angeles County, California",5148,631,997,664,0,221,4151,1876,0,65,0
6037530202,"Census Tract 5302.02, Los Angeles County, California",3872,335,420,162,14,244,3452,1709,0,55,0
6037530203,"Census Tract 5302.03, Los Angeles County, California",3538,323,749,222,0,495,2789,1753,0,7,0
6037530204,"Census Tract 5302.04, Los Angeles County, California",4003,579,472,309,68,45,3531,1711,64,13,0
6037530301,"Census Tract 5303.01, Los Angeles County, California",2730,561,71,9,0,62,2659,1553,0,0,74
6037530302,"Census Tract 5303.02, Los Angeles County, California",6677,525,232,107,13,112,6445,3812,0,22,0
6037530400,"Census Tract 5304, Los Angeles County, California",3491,378,553,65,0,479,2938,1121,39,31,64
6037530500,"Census Tract 5305, Los Angeles County, California",4815,497,0,0,0,0,4815,2114,0,239,18
6037530601,"Census Tract 5306.01, Los Angeles County, California",3448,428,144,103,0,21,3304,1909,0,0,0
6037530602,"Census Tract 5306.02, Los Angeles County, California",1234,297,16,0,0,0,1218,937,0,0,0
6037530700,"Census Tract 5307, Los Angeles County, California",1914,380,37,13,0,0,1877,701,0,0,0
6037530801,"Census Tract 5308.01, Los Angeles County, California",6071,511,195,68,0,95,5876,3491,0,61,24
6037530802,"Census Tract 5308.02, Los Angeles County, California",2913,342,239,73,50,82,2674,1475,0,20,0
6037530901,"Census Tract 5309.01, Los Angeles County, California",3932,646,62,41,0,21,3870,2394,0,0,0
6037530902,"Census Tract 5309.02, Los Angeles County, California",3690,428,102,35,0,67,3588,2357,0,0,0
6037531000,"Census Tract 5310, Los Angeles County, California",5530,468,38,38,0,0,5492,3026,0,0,0
6037531101,"Census Tract 5311.01, Los Angeles County, California",5042,682,197,60,0,129,4845,2860,24,0,0
6037531102,"Census Tract 5311.02, Los Angeles County, California",3153,493,81,0,0,18,3072,1074,0,0,0
6037531201,"Census Tract 5312.01, Los Angeles County, California",6049,692,32,32,0,0,6017,3633,0,26,0
6037531202,"Census Tract 5312.02, Los Angeles County, California",4469,532,65,0,0,18,4404,2125,0,14,34
6037531301,"Census Tract 5313.01, Los Angeles County, California",6159,1372,70,70,0,0,6089,2872,0,29,42
6037531302,"Census Tract 5313.02, Los Angeles County, California",6272,533,98,98,0,0,6174,3155,0,0,0
6037531501,"Census Tract 5315.01, Los Angeles County, California",7149,582,94,61,0,0,7055,4020,0,0,0
6037531502,"Census Tract 5315.02, Los Angeles County, California",3020,316,9,9,0,0,3011,1907,0,0,0
6037531602,"Census Tract 5316.02, Los Angeles County, California",4394,383,94,48,26,0,4300,2907,25,0,0
6037531603,"Census Tract 5316.03, Los Angeles County, California",3249,528,0,0,0,0,3249,1903,0,87,0
6037531604,"Census Tract 5316.04, Los Angeles County, California",3984,515,0,0,0,0,3984,2667,0,0,0
6037531701,"Census Tract 5317.01, Los Angeles County, California",6090,524,63,53,0,0,6027,3743,22,0,0
6037531702,"Census Tract 5317.02, Los Angeles County, California",4479,444,59,59,0,0,4420,2581,0,148,0
6037531800,"Census Tract 5318, Los Angeles County, California",4558,491,111,22,0,10,4447,2786,0,79,0
6037531901,"Census Tract 5319.01, Los Angeles County, California",6174,624,138,118,0,0,6036,3459,0,32,0
6037531902,"Census Tract 5319.02, Los Angeles County, California",4568,607,57,43,0,14,4511,2351,42,33,0
6037532001,"Census Tract 5320.01, Los Angeles County, California",3581,299,307,263,24,20,3274,1270,0,17,29
6037532002,"Census Tract 5320.02, Los Angeles County, California",3411,503,186,110,0,27,3225,1801,0,60,0
6037532101,"Census Tract 5321.01, Los Angeles County, California",6468,508,431,198,0,223,6037,3230,0,179,0
6037532102,"Census Tract 5321.02, Los Angeles County, California",3108,439,476,349,0,127,2632,1496,0,31,25
6037532200,"Census Tract 5322, Los Angeles County, California",6756,466,678,523,115,40,6078,3117,0,0,0
6037532302,"Census Tract 5323.02, Los Angeles County, California",5008,636,706,265,228,0,4302,2208,0,21,0
6037532303,"Census Tract 5323.03, Los Angeles County, California",4536,439,255,190,0,25,4281,2601,0,41,0
6037532304,"Census Tract 5323.04, Los Angeles County, California",4792,840,943,535,246,135,3849,2278,169,27,0
6037532400,"Census Tract 5324, Los Angeles County, California",63,31,16,7,0,7,47,32,0,0,0
6037532500,"Census Tract 5325, Los Angeles County, California",4733,511,132,0,13,119,4601,2803,69,0,0
6037532603,"Census Tract 5326.03, Los Angeles County, California",3850,554,98,48,0,50,3752,1943,0,106,0
6037532604,"Census Tract 5326.04, Los Angeles County, California",2949,397,34,0,0,34,2915,1880,0,9,0
6037532605,"Census Tract 5326.05, Los Angeles County, California",3519,392,142,98,22,0,3377,2044,21,0,0
6037532606,"Census Tract 5326.06, Los Angeles County, California",4201,580,186,94,58,0,4015,2159,31,0,0
6037532700,"Census Tract 5327, Los Angeles County, California",2418,377,53,0,38,0,2365,1589,0,48,0
6037532800,"Census Tract 5328, Los Angeles County, California",3665,569,704,0,704,0,2961,1887,0,0,0
6037532900,"Census Tract 5329, Los Angeles County, California",6440,505,289,32,257,0,6151,4516,0,0,0
6037533000,"Census Tract 5330, Los Angeles County, California",6923,675,363,125,227,0,6560,4879,0,18,0
6037533103,"Census Tract 5331.03, Los Angeles County, California",3652,394,34,11,0,9,3618,1731,10,0,0
6037533104,"Census Tract 5331.04, Los Angeles County, California",4171,393,73,22,0,0,4098,2324,11,53,0
6037533105,"Census Tract 5331.05, Los Angeles County, California",2806,413,19,19,0,0,2787,1713,0,0,0
6037533106,"Census Tract 5331.06, Los Angeles County, California",1712,316,15,15,0,0,1697,1016,0,0,0
6037533107,"Census Tract 5331.07, Los Angeles County, California",4013,562,108,39,0,69,3905,2454,0,0,0
6037533201,"Census Tract 5332.01, Los Angeles County, California",2682,463,97,83,0,0,2585,1741,0,0,0
6037533202,"Census Tract 5332.02, Los Angeles County, California",3207,390,55,55,0,0,3152,1663,0,0,0
6037533203,"Census Tract 5332.03, Los Angeles County, California",2201,378,50,20,0,0,2151,1233,0,0,0
6037533300,"Census Tract 5333, Los Angeles County, California",3851,444,58,58,0,0,3793,1828,0,0,0
6037533401,"Census Tract 5334.01, Los Angeles County, California",5452,443,165,55,38,0,5287,2679,0,0,0
6037533402,"Census Tract 5334.02, Los Angeles County, California",3841,402,7,7,0,0,3834,1904,0,11,0
6037533403,"Census Tract 5334.03, Los Angeles County, California",2789,470,226,26,27,173,2563,1451,0,0,0
6037533501,"Census Tract 5335.01, Los Angeles County, California",3092,431,0,0,0,0,3092,1446,75,0,0
6037533502,"Census Tract 5335.02, Los Angeles County, California",2749,468,33,33,0,0,2716,1917,0,45,0
6037533503,"Census Tract 5335.03, Los Angeles County, California",1542,317,74,74,0,0,1468,968,0,0,0
6037533601,"Census Tract 5336.01, Los Angeles County, California",4918,700,147,137,0,0,4771,2564,0,0,0
6037533602,"Census Tract 5336.02, Los Angeles County, California",5797,581,179,179,0,0,5618,3095,0,11,0
6037533603,"Census Tract 5336.03, Los Angeles County, California",6029,500,645,488,10,0,5384,2835,0,0,0
6037533701,"Census Tract 5337.01, Los Angeles County, California",3971,324,100,100,0,0,3871,2225,18,53,0
6037533702,"Census Tract 5337.02, Los Angeles County, California",3569,474,95,27,68,0,3474,2124,54,80,6
6037533703,"Census Tract 5337.03, Los Angeles County, California",4607,543,73,10,0,0,4534,1934,0,0,0
6037533801,"Census Tract 5338.01, Los Angeles County, California",8163,581,609,512,44,53,7554,4108,0,10,0
6037533803,"Census Tract 5338.03, Los Angeles County, California",6359,632,793,606,56,99,5566,3014,10,0,0
6037533804,"Census Tract 5338.04, Los Angeles County, California",4171,434,346,307,0,10,3825,1805,20,27,0
6037533901,"Census Tract 5339.01, Los Angeles County, California",5671,571,284,204,0,0,5387,2640,0,9,0
6037533902,"Census Tract 5339.02, Los Angeles County, California",3959,395,121,72,0,9,3838,1939,0,23,0
6037534001,"Census Tract 5340.01, Los Angeles County, California",6359,469,151,151,0,0,6208,3450,0,0,0
6037534002,"Census Tract 5340.02, Los Angeles County, California",4565,488,407,142,211,41,4158,2080,0,0,0
6037534101,"Census Tract 5341.01, Los Angeles County, California",2628,370,178,96,0,55,2450,1460,0,0,0
6037534102,"Census Tract 5341.02, Los Angeles County, California",6755,498,168,132,36,0,6587,3399,37,24,0
6037534201,"Census Tract 5342.01, Los Angeles County, California",4270,419,125,56,47,22,4145,2341,0,35,0
6037534202,"Census Tract 5342.02, Los Angeles County, California",6225,417,567,367,82,103,5658,3146,17,0,0
6037534203,"Census Tract 5342.03, Los Angeles County, California",4005,406,146,126,0,20,3859,2447,0,0,0
6037534301,"Census Tract 5343.01, Los Angeles County, California",4951,354,193,81,0,0,4758,3158,13,0,0
6037534302,"Census Tract 5343.02, Los Angeles County, California",3799,361,100,0,78,11,3699,1690,22,0,0
6037534403,"Census Tract 5344.03, Los Angeles County, California",3402,458,7,7,0,0,3395,2005,0,14,0
6037534404,"Census Tract 5344.04, Los Angeles County, California",3976,399,104,104,0,0,3872,2035,73,0,0
6037534405,"Census Tract 5344.05, Los Angeles County, California",4474,512,260,124,0,136,4214,2387,0,0,0
6037534406,"Census Tract 5344.06, Los Angeles County, California",3766,404,100,65,24,0,3666,1832,0,0,11
6037534501,"Census Tract 5345.01, Los Angeles County, California",6045,559,304,270,0,34,5741,2530,77,57,0
6037534502,"Census Tract 5345.02, Los Angeles County, California",3693,505,249,79,47,66,3444,1993,0,0,0
6037534700,"Census Tract 5347, Los Angeles County, California",4372,355,69,69,0,0,4303,2543,0,0,0
6037534802,"Census Tract 5348.02, Los Angeles County, California",3082,461,34,0,0,34,3048,1941,0,0,0
6037534803,"Census Tract 5348.03, Los Angeles County, California",4994,566,77,77,0,0,4917,2884,0,10,0
6037534804,"Census Tract 5348.04, Los Angeles County, California",4306,396,129,0,0,0,4177,1912,0,0,0
6037534900,"Census Tract 5349, Los Angeles County, California",6912,595,173,99,62,12,6739,4085,22,30,12
6037535000,"Census Tract 5350, Los Angeles County, California",8001,674,704,204,500,0,7297,4646,77,98,0
6037535101,"Census Tract 5351.01, Los Angeles County, California",7425,702,1621,0,1476,0,5804,3962,0,18,0
6037535102,"Census Tract 5351.02, Los Angeles County, California",4374,469,711,0,669,0,3663,1433,0,0,0
6037535200,"Census Tract 5352, Los Angeles County, California",5936,841,1543,22,1502,0,4393,2777,0,0,0
6037535300,"Census Tract 5353, Los Angeles County, California",6213,781,522,77,326,96,5691,4150,0,8,0
6037535400,"Census Tract 5354, Los Angeles County, California",2924,592,374,6,368,0,2550,2027,0,0,0
6037535501,"Census Tract 5355.01, Los Angeles County, California",3634,419,53,53,0,0,3581,1504,0,0,10
6037535502,"Census Tract 5355.02, Los Angeles County, California",5398,529,44,39,0,0,5354,2603,0,0,0
6037535503,"Census Tract 5355.03, Los Angeles County, California",2145,274,74,74,0,0,2071,1034,18,0,0
6037535603,"Census Tract 5356.03, Los Angeles County, California",3734,460,77,59,0,18,3657,1501,0,0,0
6037535604,"Census Tract 5356.04, Los Angeles County, California",4158,429,55,55,0,0,4103,2057,0,47,0
6037535605,"Census Tract 5356.05, Los Angeles County, California",4211,427,75,37,38,0,4136,2533,0,9,0
6037535606,"Census Tract 5356.06, Los Angeles County, California",2058,175,58,58,0,0,2000,1275,0,0,0
6037535607,"Census Tract 5356.07, Los Angeles County, California",4086,507,194,194,0,0,3892,1349,0,225,0
6037535701,"Census Tract 5357.01, Los Angeles County, California",6399,564,250,250,0,0,6149,3318,0,0,28
6037535702,"Census Tract 5357.02, Los Angeles County, California",5341,475,193,114,23,0,5148,2558,71,47,0
6037535802,"Census Tract 5358.02, Los Angeles County, California",7369,725,239,114,0,59,7130,3050,37,0,0
6037535803,"Census Tract 5358.03, Los Angeles County, California",4592,362,142,99,30,0,4450,2139,0,0,0
6037535804,"Census Tract 5358.04, Los Angeles County, California",5316,587,73,73,0,0,5243,2917,25,10,0
6037535901,"Census Tract 5359.01, Los Angeles County, California",5916,446,242,209,20,0,5674,2969,12,0,13
6037535902,"Census Tract 5359.02, Los Angeles County, California",7031,466,395,298,0,32,6636,3844,15,33,0
6037536000,"Census Tract 5360, Los Angeles County, California",3961,333,82,40,42,0,3879,1583,0,13,0
6037536101,"Census Tract 5361.01, Los Angeles County, California",10045,751,774,347,77,240,9271,4546,14,0,13
6037536102,"Census Tract 5361.02, Los Angeles County, California",3098,281,914,801,0,113,2184,1012,0,66,0
6037536200,"Census Tract 5362, Los Angeles County, California",7868,538,1203,933,0,188,6665,3270,0,16,0
6037540000,"Census Tract 5400, Los Angeles County, California",6190,461,852,77,574,178,5338,2012,94,0,0
6037540101,"Census Tract 5401.01, Los Angeles County, California",5446,444,504,149,275,80,4942,1785,37,0,0
6037540102,"Census Tract 5401.02, Los Angeles County, California",6469,542,848,37,742,0,5621,2456,0,116,0
6037540201,"Census Tract 5402.01, Los Angeles County, California",2646,529,60,0,0,0,2586,1183,15,0,0
6037540202,"Census Tract 5402.02, Los Angeles County, California",6833,600,683,210,439,20,6150,3007,0,0,0
