GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; 1, detached","Margin of Error; 1, detached","Estimate; 1, attached","Margin of Error; 1, attached",Estimate; 2,Margin of Error; 2,Estimate; 3 or 4,Margin of Error; 3 or 4,Estimate; 5 to 9,Margin of Error; 5 to 9,Estimate; 10 to 19,Margin of Error; 10 to 19,Estimate; 20 to 49,Margin of Error; 20 to 49,Estimate; 50 or more,Margin of Error; 50 or more,Estimate; Mobile home,Margin of Error; Mobile home,"Estimate; Boat, RV, van, etc.","Margin of Error; Boat, RV, van, etc."
1400000US06001400100,06001400100,"Census Tract 4001, Alameda County, California",1439,28,1006,94,307,82,97,82,15,24,14,23,0,132,0,132,0,132,0,132,0,132
1400000US06001400200,06001400200,"Census Tract 4002, Alameda County, California",932,25,577,73,43,32,82,50,42,36,112,72,49,35,27,41,0,132,0,132,0,132
1400000US06001400300,06001400300,"Census Tract 4003, Alameda County, California",2801,49,1234,158,107,76,307,125,547,201,118,78,147,80,270,127,71,78,0,132,0,132
1400000US06001400400,06001400400,"Census Tract 4004, Alameda County, California",2020,73,1007,136,115,56,184,85,268,104,121,59,273,103,52,45,0,132,0,132,0,132
1400000US06001400500,06001400500,"Census Tract 4005, Alameda County, California",1735,50,673,98,98,59,270,85,193,92,195,86,218,68,76,38,12,19,0,132,0,132
1400000US06001400600,06001400600,"Census Tract 4006, Alameda County, California",784,42,422,80,74,55,125,79,109,66,17,16,27,24,10,16,0,132,0,132,0,132
1400000US06001400700,06001400700,"Census Tract 4007, Alameda County, California",2016,140,998,160,156,93,251,106,306,120,226,136,7,11,72,49,0,132,0,132,0,132
1400000US06001400800,06001400800,"Census Tract 4008, Alameda County, California",1678,54,612,109,98,61,207,93,269,124,226,84,75,46,41,37,150,74,0,132,0,132
1400000US06001400900,06001400900,"Census Tract 4009, Alameda County, California",1198,49,539,113,51,44,202,84,307,105,0,132,51,42,48,47,0,132,0,132,0,132
1400000US06001401000,06001401000,"Census Tract 4010, Alameda County, California",2682,85,1201,176,50,46,278,156,642,223,244,138,155,129,112,70,0,132,0,132,0,132
1400000US06001401100,06001401100,"Census Tract 4011, Alameda County, California",2305,46,398,92,61,61,411,160,638,187,253,109,105,69,439,133,0,132,0,132,0,132
1400000US06001401200,06001401200,"Census Tract 4012, Alameda County, California",1414,30,715,139,47,45,232,98,107,62,150,97,134,81,15,16,0,132,0,132,14,23
1400000US06001401300,06001401300,"Census Tract 4013, Alameda County, California",1785,47,10,16,14,21,11,17,160,78,217,84,286,97,715,122,353,88,19,30,0,132
1400000US06001401400,06001401400,"Census Tract 4014, Alameda County, California",1801,60,385,92,142,77,372,115,310,108,240,92,144,80,79,65,129,67,0,132,0,132
1400000US06001401500,06001401500,"Census Tract 4015, Alameda County, California",1236,65,530,136,127,73,168,83,109,73,0,132,81,55,53,37,168,68,0,132,0,132
1400000US06001401600,06001401600,"Census Tract 4016, Alameda County, California",900,69,291,105,33,53,196,97,87,72,24,38,50,50,116,69,103,69,0,132,0,132
1400000US06001401700,06001401700,"Census Tract 4017, Alameda County, California",800,52,286,69,115,60,229,80,12,18,43,42,58,43,57,41,0,132,0,132,0,132
1400000US06001401800,06001401800,"Census Tract 4018, Alameda County, California",816,38,224,79,80,60,276,109,96,74,42,48,53,37,45,50,0,132,0,132,0,132
1400000US06001401900,06001401900,"Census Tract 4019, Alameda County, California",256,112,104,67,0,132,38,49,21,23,35,56,0,132,22,35,0,132,36,57,0,132
1400000US06001402000,06001402000,"Census Tract 4020, Alameda County, California",31,29,10,16,0,132,0,132,0,132,21,33,0,132,0,132,0,132,0,132,0,132
1400000US06001402100,06001402100,"Census Tract 4021, Alameda County, California",903,75,127,81,231,94,22,30,88,77,53,50,128,92,98,69,156,86,0,132,0,132
1400000US06001402200,06001402200,"Census Tract 4022, Alameda County, California",788,52,211,69,94,64,208,84,130,62,9,15,0,132,0,132,136,46,0,132,0,132
1400000US06001402300,06001402300,"Census Tract 4023, Alameda County, California",146,78,46,34,0,132,22,24,0,132,0,132,29,48,49,58,0,132,0,132,0,132
1400000US06001402400,06001402400,"Census Tract 4024, Alameda County, California",1204,52,283,97,63,52,193,88,274,112,126,76,73,67,34,39,158,67,0,132,0,132
1400000US06001402500,06001402500,"Census Tract 4025, Alameda County, California",824,61,76,62,63,52,12,20,242,155,73,51,40,50,3,9,295,117,20,31,0,132
1400000US06001402600,06001402600,"Census Tract 4026, Alameda County, California",622,32,50,49,5,11,31,35,106,65,50,59,88,60,57,47,235,64,0,132,0,132
1400000US06001402700,06001402700,"Census Tract 4027, Alameda County, California",789,25,193,89,44,52,208,114,118,102,32,46,117,86,66,47,11,18,0,132,0,132
1400000US06001402800,06001402800,"Census Tract 4028, Alameda County, California",1385,72,0,132,0,132,51,50,125,63,46,41,38,40,229,94,872,118,0,132,24,28
1400000US06001402900,06001402900,"Census Tract 4029, Alameda County, California",902,53,0,132,0,132,8,13,0,132,9,14,11,17,377,91,497,88,0,132,0,132
1400000US06001403000,06001403000,"Census Tract 4030, Alameda County, California",1555,87,51,66,0,132,21,34,40,37,19,29,7,12,106,63,1311,125,0,132,0,132
1400000US06001403100,06001403100,"Census Tract 4031, Alameda County, California",544,81,0,132,11,17,0,132,14,19,0,132,22,21,259,89,238,76,0,132,0,132
1400000US06001403200,06001403200,"Census Tract 4032, Alameda County, California",40,22,29,27,0,132,0,132,0,132,0,132,0,132,11,16,0,132,0,132,0,132
1400000US06001403300,06001403300,"Census Tract 4033, Alameda County, California",2282,93,175,77,12,19,101,82,112,91,79,61,103,57,573,149,1127,193,0,132,0,132
1400000US06001403400,06001403400,"Census Tract 4034, Alameda County, California",3044,92,35,36,11,19,0,132,0,132,0,132,477,114,1018,245,1462,265,11,17,30,48
1400000US06001403500,06001403500,"Census Tract 4035, Alameda County, California",3813,180,299,112,114,67,269,123,450,148,231,101,417,119,954,198,1079,189,0,132,0,132
1400000US06001403600,06001403600,"Census Tract 4036, Alameda County, California",2921,80,241,106,0,132,132,110,182,105,240,114,606,153,1364,198,156,103,0,132,0,132
1400000US06001403700,06001403700,"Census Tract 4037, Alameda County, California",3536,108,35,41,0,132,129,102,131,76,281,124,978,201,1375,212,607,118,0,132,0,132
1400000US06001403800,06001403800,"Census Tract 4038, Alameda County, California",2138,44,604,105,53,44,123,74,571,110,242,81,169,83,324,110,52,34,0,132,0,132
1400000US06001403900,06001403900,"Census Tract 4039, Alameda County, California",2511,51,409,126,81,69,134,94,216,113,144,76,478,150,659,208,390,119,0,132,0,132
1400000US06001404000,06001404000,"Census Tract 4040, Alameda County, California",1920,91,205,77,22,25,89,89,144,64,237,99,439,121,682,104,92,73,10,16,0,132
1400000US06001404100,06001404100,"Census Tract 4041, Alameda County, California",3799,100,801,193,79,84,307,133,395,157,286,138,369,111,642,180,920,184,0,132,0,132
1400000US06001404200,06001404200,"Census Tract 4042, Alameda County, California",1498,30,1226,68,11,18,0,132,12,20,0,132,58,38,50,34,141,66,0,132,0,132
1400000US06001404300,06001404300,"Census Tract 4043, Alameda County, California",1497,36,1170,87,11,18,42,52,72,42,59,47,66,44,77,44,0,132,0,132,0,132
1400000US06001404400,06001404400,"Census Tract 4044, Alameda County, California",2502,39,1908,111,0,132,48,53,0,132,32,36,0,132,251,112,263,114,0,132,0,132
1400000US06001404501,06001404501,"Census Tract 4045.01, Alameda County, California",748,18,704,29,0,132,0,132,19,17,20,22,0,132,0,132,5,12,0,132,0,132
1400000US06001404502,06001404502,"Census Tract 4045.02, Alameda County, California",2704,53,2521,100,0,132,17,28,82,53,64,57,16,25,0,132,0,132,4,8,0,132
1400000US06001404600,06001404600,"Census Tract 4046, Alameda County, California",1978,34,1959,45,0,132,0,132,0,132,0,132,0,132,0,132,8,13,11,17,0,132
1400000US06001404700,06001404700,"Census Tract 4047, Alameda County, California",879,24,827,48,10,17,0,132,42,41,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06001404800,06001404800,"Census Tract 4048, Alameda County, California",1409,34,667,106,54,56,7,11,113,67,141,88,159,103,268,116,0,132,0,132,0,132
1400000US06001404900,06001404900,"Census Tract 4049, Alameda County, California",2046,89,1428,133,148,79,134,86,121,71,135,92,55,33,25,19,0,132,0,132,0,132
1400000US06001405000,06001405000,"Census Tract 4050, Alameda County, California",1730,36,947,109,76,56,118,72,402,130,110,55,0,132,17,18,60,36,0,132,0,132
1400000US06001405100,06001405100,"Census Tract 4051, Alameda County, California",1754,35,1688,64,12,19,0,132,0,132,36,55,7,13,0,132,0,132,11,17,0,132
1400000US06001405200,06001405200,"Census Tract 4052, Alameda County, California",2750,80,806,138,26,36,120,74,395,152,498,164,680,159,213,101,12,20,0,132,0,132
1400000US06001405300,06001405300,"Census Tract 4053, Alameda County, California",3466,72,184,86,37,44,116,87,347,142,596,163,652,176,867,212,667,150,0,132,0,132
1400000US06001405400,06001405400,"Census Tract 4054, Alameda County, California",3075,92,457,142,222,133,177,98,455,147,375,158,808,213,531,156,50,62,0,132,0,132
1400000US06001405500,06001405500,"Census Tract 4055, Alameda County, California",1746,60,520,122,77,50,63,50,327,105,256,103,194,87,301,85,0,132,8,12,0,132
1400000US06001405600,06001405600,"Census Tract 4056, Alameda County, California",1520,61,431,82,125,65,92,58,197,67,266,111,273,83,136,81,0,132,0,132,0,132
1400000US06001405700,06001405700,"Census Tract 4057, Alameda County, California",1518,39,498,123,22,25,162,73,407,120,69,62,132,72,186,102,42,32,0,132,0,132
1400000US06001405800,06001405800,"Census Tract 4058, Alameda County, California",1460,55,704,125,77,61,130,67,389,119,110,70,42,53,0,132,0,132,8,13,0,132
1400000US06001405900,06001405900,"Census Tract 4059, Alameda County, California",2263,96,572,141,172,107,492,186,567,164,336,119,90,69,0,132,22,31,12,23,0,132
1400000US06001406000,06001406000,"Census Tract 4060, Alameda County, California",1588,85,156,74,36,30,208,90,230,113,267,90,97,72,218,79,362,102,14,22,0,132
1400000US06001406100,06001406100,"Census Tract 4061, Alameda County, California",1580,56,450,136,220,96,184,95,277,101,46,38,34,33,128,69,147,83,55,57,39,59
1400000US06001406201,06001406201,"Census Tract 4062.01, Alameda County, California",1654,45,576,145,42,45,233,121,269,93,125,73,140,74,249,89,20,32,0,132,0,132
1400000US06001406202,06001406202,"Census Tract 4062.02, Alameda County, California",1388,34,256,80,0,132,126,92,160,79,134,84,360,123,280,126,72,63,0,132,0,132
1400000US06001406300,06001406300,"Census Tract 4063, Alameda County, California",1399,34,773,149,29,27,212,95,77,63,126,82,85,56,0,132,97,48,0,132,0,132
1400000US06001406400,06001406400,"Census Tract 4064, Alameda County, California",765,24,387,63,0,132,46,53,180,72,117,74,0,132,35,25,0,132,0,132,0,132
1400000US06001406500,06001406500,"Census Tract 4065, Alameda County, California",2140,45,1045,159,148,81,101,59,432,149,235,110,141,90,38,60,0,132,0,132,0,132
1400000US06001406600,06001406600,"Census Tract 4066, Alameda County, California",2964,68,1265,212,93,69,161,115,704,177,358,175,170,119,197,108,8,16,8,13,0,132
1400000US06001406700,06001406700,"Census Tract 4067, Alameda County, California",2405,46,1784,167,150,112,116,96,166,116,141,119,12,19,19,31,17,27,0,132,0,132
1400000US06001406800,06001406800,"Census Tract 4068, Alameda County, California",1538,28,1103,111,125,85,34,53,186,89,56,50,21,31,0,132,13,21,0,132,0,132
1400000US06001406900,06001406900,"Census Tract 4069, Alameda County, California",1654,34,1110,126,126,85,60,59,198,94,61,44,53,59,35,28,0,132,11,20,0,132
1400000US06001407000,06001407000,"Census Tract 4070, Alameda County, California",2376,47,1019,159,60,43,269,116,512,166,208,117,110,79,188,88,0,132,10,17,0,132
1400000US06001407100,06001407100,"Census Tract 4071, Alameda County, California",2565,73,1289,169,165,105,165,87,447,123,172,99,133,97,104,68,53,52,37,35,0,132
1400000US06001407200,06001407200,"Census Tract 4072, Alameda County, California",1915,75,731,152,123,71,124,75,358,140,176,108,153,82,250,115,0,132,0,132,0,132
1400000US06001407300,06001407300,"Census Tract 4073, Alameda County, California",825,37,434,85,46,44,95,66,102,70,57,52,22,17,34,38,35,37,0,132,0,132
1400000US06001407400,06001407400,"Census Tract 4074, Alameda County, California",1259,48,467,90,46,48,196,151,200,103,300,106,23,33,19,31,0,132,8,21,0,132
1400000US06001407500,06001407500,"Census Tract 4075, Alameda County, California",1459,57,481,103,97,78,141,70,291,92,128,72,85,59,130,76,79,47,27,40,0,132
1400000US06001407600,06001407600,"Census Tract 4076, Alameda County, California",2432,53,1401,188,82,80,309,169,417,148,119,81,46,67,58,65,0,132,0,132,0,132
1400000US06001407700,06001407700,"Census Tract 4077, Alameda County, California",1939,61,1629,114,11,20,51,57,42,51,103,86,89,48,0,132,0,132,14,22,0,132
1400000US06001407800,06001407800,"Census Tract 4078, Alameda County, California",865,34,699,72,23,26,32,30,32,48,44,54,26,41,9,15,0,132,0,132,0,132
1400000US06001407900,06001407900,"Census Tract 4079, Alameda County, California",1230,51,971,101,48,36,51,47,125,57,25,30,0,132,0,132,0,132,10,16,0,132
1400000US06001408000,06001408000,"Census Tract 4080, Alameda County, California",1052,22,936,50,85,35,0,132,0,132,0,132,0,132,0,132,14,23,17,26,0,132
1400000US06001408100,06001408100,"Census Tract 4081, Alameda County, California",2672,57,1701,157,170,82,58,72,328,146,375,151,40,46,0,132,0,132,0,132,0,132
1400000US06001408200,06001408200,"Census Tract 4082, Alameda County, California",1961,37,1113,127,52,41,159,81,344,138,88,58,29,44,142,91,34,51,0,132,0,132
1400000US06001408300,06001408300,"Census Tract 4083, Alameda County, California",1967,37,1608,109,0,132,54,71,153,97,54,52,61,56,37,57,0,132,0,132,0,132
1400000US06001408400,06001408400,"Census Tract 4084, Alameda County, California",1438,38,1075,119,29,26,100,81,109,77,63,58,54,56,8,13,0,132,0,132,0,132
1400000US06001408500,06001408500,"Census Tract 4085, Alameda County, California",1787,60,1177,149,104,85,119,78,206,88,54,53,98,69,29,29,0,132,0,132,0,132
1400000US06001408600,06001408600,"Census Tract 4086, Alameda County, California",1941,59,1290,145,44,45,54,44,246,91,157,88,36,30,48,56,66,55,0,132,0,132
1400000US06001408700,06001408700,"Census Tract 4087, Alameda County, California",2647,71,1595,221,97,64,128,98,473,176,132,101,92,92,105,80,25,44,0,132,0,132
1400000US06001408800,06001408800,"Census Tract 4088, Alameda County, California",1699,99,896,174,175,89,114,69,121,72,110,58,141,84,57,53,85,51,0,132,0,132
1400000US06001408900,06001408900,"Census Tract 4089, Alameda County, California",1117,58,611,102,12,20,117,67,97,63,134,86,0,132,35,42,111,57,0,132,0,132
1400000US06001409000,06001409000,"Census Tract 4090, Alameda County, California",1108,51,948,99,21,34,22,35,9,14,54,78,0,132,0,132,0,132,54,59,0,132
1400000US06001409100,06001409100,"Census Tract 4091, Alameda County, California",713,33,689,36,0,132,24,29,0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06001409200,06001409200,"Census Tract 4092, Alameda County, California",886,50,692,74,34,31,21,33,50,38,12,21,45,28,32,36,0,132,0,132,0,132
1400000US06001409300,06001409300,"Census Tract 4093, Alameda County, California",1823,63,1081,146,141,61,288,116,202,90,12,18,52,68,19,30,28,34,0,132,0,132
1400000US06001409400,06001409400,"Census Tract 4094, Alameda County, California",1191,67,712,108,60,60,141,88,94,81,41,52,31,41,46,57,41,52,25,39,0,132
1400000US06001409500,06001409500,"Census Tract 4095, Alameda County, California",983,62,648,99,71,54,94,72,137,73,0,132,33,38,0,132,0,132,0,132,0,132
1400000US06001409600,06001409600,"Census Tract 4096, Alameda County, California",1679,67,1043,157,60,59,166,89,307,124,68,66,0,132,0,132,35,52,0,132,0,132
1400000US06001409700,06001409700,"Census Tract 4097, Alameda County, California",1826,44,963,131,73,65,80,63,287,105,169,74,125,71,111,55,0,132,18,32,0,132
1400000US06001409800,06001409800,"Census Tract 4098, Alameda County, California",1359,33,985,90,12,19,7,14,154,81,26,40,41,33,98,66,36,35,0,132,0,132
1400000US06001409900,06001409900,"Census Tract 4099, Alameda County, California",1457,78,1161,95,168,64,22,34,38,51,36,60,9,14,0,132,23,27,0,132,0,132
1400000US06001410000,06001410000,"Census Tract 4100, Alameda County, California",1253,34,1166,62,18,28,0,132,49,48,20,35,0,132,0,132,0,132,0,132,0,132
1400000US06001410100,06001410100,"Census Tract 4101, Alameda County, California",1047,54,815,113,68,50,33,47,38,56,32,53,46,64,15,25,0,132,0,132,0,132
1400000US06001410200,06001410200,"Census Tract 4102, Alameda County, California",1270,52,766,91,23,26,56,63,106,65,173,76,59,52,18,29,61,38,8,14,0,132
1400000US06001410300,06001410300,"Census Tract 4103, Alameda County, California",1131,34,721,113,64,53,159,78,74,57,50,42,14,20,22,33,12,19,0,132,15,23
1400000US06001410400,06001410400,"Census Tract 4104, Alameda County, California",1358,44,1003,101,101,79,2,25,112,74,55,42,0,132,16,26,39,43,30,37,0,132
1400000US06001420100,06001420100,"Census Tract 4201, Alameda County, California",863,40,789,51,7,11,25,34,0,132,0,132,7,12,14,22,21,23,0,132,0,132
1400000US06001420200,06001420200,"Census Tract 4202, Alameda County, California",1167,71,521,86,53,56,101,70,39,31,190,86,194,67,69,36,0,132,0,132,0,132
1400000US06001420300,06001420300,"Census Tract 4203, Alameda County, California",1928,88,778,155,78,67,122,70,196,82,77,56,35,32,55,44,587,143,0,132,0,132
1400000US06001420400,06001420400,"Census Tract 4204, Alameda County, California",717,94,23,21,60,41,9,14,0,132,302,91,219,79,77,43,27,27,0,132,0,132
1400000US06001420500,06001420500,"Census Tract 4205, Alameda County, California",899,38,575,77,42,33,64,49,104,56,90,52,24,21,0,132,0,132,0,132,0,132
1400000US06001420600,06001420600,"Census Tract 4206, Alameda County, California",1218,60,980,81,33,25,69,57,22,24,0,132,37,47,52,37,10,11,15,23,0,132
1400000US06001421100,06001421100,"Census Tract 4211, Alameda County, California",776,38,756,47,0,132,8,13,0,132,0,132,0,132,0,132,0,132,12,19,0,132
1400000US06001421200,06001421200,"Census Tract 4212, Alameda County, California",1374,55,1365,55,9,14,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06001421300,06001421300,"Census Tract 4213, Alameda County, California",1595,55,1389,87,0,132,9,15,11,19,80,55,19,23,69,42,0,132,18,20,0,132
1400000US06001421400,06001421400,"Census Tract 4214, Alameda County, California",646,30,547,64,53,45,38,36,8,13,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",1507,58,1393,70,10,15,65,58,8,12,31,22,0,132,0,132,0,132,0,132,0,132
1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",1603,58,1159,101,76,55,169,83,109,46,26,20,23,26,32,25,9,14,0,132,0,132
1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",1571,56,458,102,98,53,221,87,221,75,269,75,194,62,89,44,6,9,15,22,0,132
1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",862,33,571,83,89,56,73,53,81,40,37,57,11,17,0,132,0,132,0,132,0,132
1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",1697,58,1137,105,138,53,156,66,142,70,50,46,16,14,41,30,17,17,0,132,0,132
1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",537,68,173,60,38,35,81,62,43,42,67,63,41,52,55,37,39,28,0,132,0,132
1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",1088,40,515,113,55,48,70,43,175,80,165,147,57,34,43,33,0,132,8,12,0,132
1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",1544,54,655,96,97,49,102,58,323,103,75,49,160,69,94,50,0,132,0,132,38,58
1400000US06001422300,06001422300,"Census Tract 4223, Alameda County, California",1589,71,533,108,62,39,239,88,162,62,216,85,282,80,84,57,11,17,0,132,0,132
1400000US06001422400,06001422400,"Census Tract 4224, Alameda County, California",2039,90,191,71,80,50,79,51,191,99,419,142,544,170,311,101,224,91,0,132,0,132
1400000US06001422500,06001422500,"Census Tract 4225, Alameda County, California",1531,78,207,57,68,43,93,65,241,82,286,96,210,70,426,71,0,132,0,132,0,132
1400000US06001422600,06001422600,"Census Tract 4226, Alameda County, California",24,13,9,15,0,132,0,132,0,132,0,132,0,132,0,132,15,18,0,132,0,132
1400000US06001422700,06001422700,"Census Tract 4227, Alameda County, California",1021,50,203,76,7,12,71,56,78,53,48,42,210,76,252,85,152,110,0,132,0,132
1400000US06001422800,06001422800,"Census Tract 4228, Alameda County, California",1335,66,51,50,25,39,23,26,74,56,300,88,221,80,494,106,147,71,0,132,0,132
1400000US06001422900,06001422900,"Census Tract 4229, Alameda County, California",1586,83,18,20,0,132,14,22,100,49,122,57,173,72,584,102,575,109,0,132,0,132
1400000US06001423000,06001423000,"Census Tract 4230, Alameda County, California",1999,104,735,107,120,66,182,88,393,138,298,122,156,113,93,83,22,24,0,132,0,132
1400000US06001423100,06001423100,"Census Tract 4231, Alameda County, California",1793,58,870,117,124,67,118,57,153,71,198,86,22,18,140,68,168,61,0,132,0,132
1400000US06001423200,06001423200,"Census Tract 4232, Alameda County, California",1102,43,394,83,63,42,154,72,182,85,201,91,34,42,17,20,57,47,0,132,0,132
1400000US06001423300,06001423300,"Census Tract 4233, Alameda County, California",1520,60,908,111,48,38,187,84,314,116,37,40,0,132,0,132,26,21,0,132,0,132
1400000US06001423400,06001423400,"Census Tract 4234, Alameda County, California",1990,76,659,149,124,73,194,113,466,155,295,126,112,54,73,50,35,52,32,47,0,132
1400000US06001423500,06001423500,"Census Tract 4235, Alameda County, California",1315,50,357,77,129,58,253,101,254,90,152,61,47,29,67,49,56,42,0,132,0,132
1400000US06001423601,06001423601,"Census Tract 4236.01, Alameda County, California",1205,57,500,87,71,46,69,47,230,94,175,73,102,56,58,38,0,132,0,132,0,132
1400000US06001423602,06001423602,"Census Tract 4236.02, Alameda County, California",2270,117,314,118,51,61,113,56,215,87,196,105,473,165,543,140,365,138,0,132,0,132
1400000US06001423700,06001423700,"Census Tract 4237, Alameda County, California",1282,62,508,88,9,14,71,45,104,41,68,32,276,78,54,39,168,54,24,37,0,132
1400000US06001423800,06001423800,"Census Tract 4238, Alameda County, California",1307,48,930,78,0,132,98,67,129,57,93,52,46,29,0,132,11,17,0,132,0,132
1400000US06001423901,06001423901,"Census Tract 4239.01, Alameda County, California",853,35,331,73,8,12,112,56,179,64,108,54,70,41,24,33,0,132,21,33,0,132
1400000US06001423902,06001423902,"Census Tract 4239.02, Alameda County, California",762,34,365,96,52,33,94,62,103,50,36,25,81,53,0,132,0,132,31,39,0,132
1400000US06001424001,06001424001,"Census Tract 4240.01, Alameda County, California",1497,54,432,99,78,57,310,107,324,109,331,109,8,13,14,21,0,132,0,132,0,132
1400000US06001424002,06001424002,"Census Tract 4240.02, Alameda County, California",816,51,365,81,27,28,132,67,201,87,72,47,0,132,19,17,0,132,0,132,0,132
1400000US06001425100,06001425100,"Census Tract 4251, Alameda County, California",5729,389,329,122,326,107,312,127,374,176,223,156,269,138,489,196,3332,405,0,132,75,61
1400000US06001426100,06001426100,"Census Tract 4261, Alameda County, California",1990,91,1948,89,13,22,0,132,16,27,0,132,13,21,0,132,0,132,0,132,0,132
1400000US06001426200,06001426200,"Census Tract 4262, Alameda County, California",1592,64,1488,90,16,18,8,13,31,37,49,49,0,132,0,132,0,132,0,132,0,132
1400000US06001427100,06001427100,"Census Tract 4271, Alameda County, California",1432,42,1115,102,17,23,107,59,108,76,36,28,0,132,0,132,49,27,0,132,0,132
1400000US06001427200,06001427200,"Census Tract 4272, Alameda County, California",1522,85,605,113,83,63,310,116,313,90,144,82,0,132,51,54,16,18,0,132,0,132
1400000US06001427300,06001427300,"Census Tract 4273, Alameda County, California",2097,83,954,143,166,74,293,107,147,82,57,58,20,26,91,65,264,102,0,132,105,65
1400000US06001427400,06001427400,"Census Tract 4274, Alameda County, California",736,24,201,68,231,78,88,60,0,132,209,82,0,132,0,132,7,13,0,132,0,132
1400000US06001427500,06001427500,"Census Tract 4275, Alameda County, California",308,62,84,62,0,132,23,37,139,63,15,24,30,35,0,132,0,132,17,31,0,132
1400000US06001427600,06001427600,"Census Tract 4276, Alameda County, California",1596,80,217,67,169,67,47,41,145,68,117,61,81,60,556,111,264,106,0,132,0,132
1400000US06001427700,06001427700,"Census Tract 4277, Alameda County, California",2448,95,881,140,300,106,143,83,149,94,53,51,97,80,414,143,399,146,0,132,12,20
1400000US06001427800,06001427800,"Census Tract 4278, Alameda County, California",2058,59,843,151,50,46,341,135,456,159,156,70,78,52,117,75,17,32,0,132,0,132
1400000US06001427900,06001427900,"Census Tract 4279, Alameda County, California",2188,67,849,143,29,32,143,91,612,145,344,127,153,75,58,54,0,132,0,132,0,132
1400000US06001428000,06001428000,"Census Tract 4280, Alameda County, California",1362,43,129,60,42,34,83,46,206,80,284,92,404,119,214,69,0,132,0,132,0,132
1400000US06001428100,06001428100,"Census Tract 4281, Alameda County, California",2010,58,1098,166,111,68,202,110,155,112,294,146,0,132,133,89,17,27,0,132,0,132
1400000US06001428200,06001428200,"Census Tract 4282, Alameda County, California",2610,100,1282,138,293,91,158,106,236,132,97,95,62,54,239,125,243,97,0,132,0,132
1400000US06001428301,06001428301,"Census Tract 4283.01, Alameda County, California",2378,63,1249,142,1068,140,47,42,0,132,0,132,14,24,0,132,0,132,0,132,0,132
1400000US06001428302,06001428302,"Census Tract 4283.02, Alameda County, California",2565,70,1935,111,508,96,42,34,0,132,14,23,0,132,0,132,66,67,0,132,0,132
1400000US06001428400,06001428400,"Census Tract 4284, Alameda County, California",1961,47,475,109,44,30,137,75,501,161,347,117,225,101,58,50,174,68,0,132,0,132
1400000US06001428500,06001428500,"Census Tract 4285, Alameda County, California",1470,41,432,95,57,38,38,43,56,32,105,70,67,57,366,84,349,88,0,132,0,132
1400000US06001428600,06001428600,"Census Tract 4286, Alameda County, California",1524,60,460,78,95,58,50,50,35,54,10,15,9,14,315,117,550,116,0,132,0,132
1400000US06001430100,06001430100,"Census Tract 4301, Alameda County, California",3131,68,2366,133,567,105,0,132,0,132,43,66,0,132,0,132,0,132,142,87,13,22
1400000US06001430200,06001430200,"Census Tract 4302, Alameda County, California",2388,79,2336,89,21,30,23,35,8,12,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06001430300,06001430300,"Census Tract 4303, Alameda County, California",1301,31,1283,39,12,20,6,13,0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06001430400,06001430400,"Census Tract 4304, Alameda County, California",747,20,711,38,25,24,0,132,0,132,0,132,11,16,0,132,0,132,0,132,0,132
1400000US06001430500,06001430500,"Census Tract 4305, Alameda County, California",2078,49,1408,152,45,37,42,68,257,119,57,52,60,64,166,96,43,49,0,132,0,132
1400000US06001430600,06001430600,"Census Tract 4306, Alameda County, California",2129,46,1944,94,89,95,18,22,0,132,33,38,36,38,9,15,0,132,0,132,0,132
1400000US06001430700,06001430700,"Census Tract 4307, Alameda County, California",1376,28,1243,66,22,26,32,37,18,21,27,30,0,132,8,13,0,132,26,40,0,132
1400000US06001430800,06001430800,"Census Tract 4308, Alameda County, California",2135,51,1634,129,135,54,57,55,21,36,0,132,85,50,23,27,14,23,150,82,16,25
1400000US06001430900,06001430900,"Census Tract 4309, Alameda County, California",1851,65,267,84,230,85,24,19,256,96,160,86,391,120,348,92,166,87,9,14,0,132
