GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US06037408402,06037408402,"Census Tract 4084.02, Los Angeles County, California",5610,517
1400000US06037408501,06037408501,"Census Tract 4085.01, Los Angeles County, California",3336,581
1400000US06037408502,06037408502,"Census Tract 4085.02, Los Angeles County, California",6853,642
1400000US06037408503,06037408503,"Census Tract 4085.03, Los Angeles County, California",5801,413
1400000US06037408601,06037408601,"Census Tract 4086.01, Los Angeles County, California",6990,368
1400000US06037408623,06037408623,"Census Tract 4086.23, Los Angeles County, California",3013,286
1400000US06037408624,06037408624,"Census Tract 4086.24, Los Angeles County, California",3332,302
1400000US06037408625,06037408625,"Census Tract 4086.25, Los Angeles County, California",4179,363
1400000US06037408626,06037408626,"Census Tract 4086.26, Los Angeles County, California",4850,390
1400000US06037408627,06037408627,"Census Tract 4086.27, Los Angeles County, California",3073,251
1400000US06037408628,06037408628,"Census Tract 4086.28, Los Angeles County, California",4864,284
1400000US06037408629,06037408629,"Census Tract 4086.29, Los Angeles County, California",2617,307
1400000US06037408703,06037408703,"Census Tract 4087.03, Los Angeles County, California",6811,506
1400000US06037408704,06037408704,"Census Tract 4087.04, Los Angeles County, California",3004,303
1400000US06037408705,06037408705,"Census Tract 4087.05, Los Angeles County, California",5097,326
1400000US06037408706,06037408706,"Census Tract 4087.06, Los Angeles County, California",1714,234
1400000US06037408721,06037408721,"Census Tract 4087.21, Los Angeles County, California",7654,502
1400000US06037408722,06037408722,"Census Tract 4087.22, Los Angeles County, California",4335,370
1400000US06037408800,06037408800,"Census Tract 4088, Los Angeles County, California",3863,438
1400000US06037430001,06037430001,"Census Tract 4300.01, Los Angeles County, California",4673,338
1400000US06037430002,06037430002,"Census Tract 4300.02, Los Angeles County, California",6835,630
1400000US06037430101,06037430101,"Census Tract 4301.01, Los Angeles County, California",5486,799
1400000US06037430102,06037430102,"Census Tract 4301.02, Los Angeles County, California",4748,463
1400000US06037430200,06037430200,"Census Tract 4302, Los Angeles County, California",1086,213
1400000US06037430301,06037430301,"Census Tract 4303.01, Los Angeles County, California",4576,493
1400000US06037430302,06037430302,"Census Tract 4303.02, Los Angeles County, California",5710,352
1400000US06037430400,06037430400,"Census Tract 4304, Los Angeles County, California",4260,287
1400000US06037430501,06037430501,"Census Tract 4305.01, Los Angeles County, California",4136,227
1400000US06037430502,06037430502,"Census Tract 4305.02, Los Angeles County, California",6633,227
1400000US06037430600,06037430600,"Census Tract 4306, Los Angeles County, California",4283,364
1400000US06037430701,06037430701,"Census Tract 4307.01, Los Angeles County, California",5413,420
1400000US06037430721,06037430721,"Census Tract 4307.21, Los Angeles County, California",3253,348
1400000US06037430723,06037430723,"Census Tract 4307.23, Los Angeles County, California",4249,368
1400000US06037430724,06037430724,"Census Tract 4307.24, Los Angeles County, California",4706,303
1400000US06037430801,06037430801,"Census Tract 4308.01, Los Angeles County, California",6958,576
1400000US06037430802,06037430802,"Census Tract 4308.02, Los Angeles County, California",4477,332
1400000US06037430803,06037430803,"Census Tract 4308.03, Los Angeles County, California",5421,297
1400000US06037430900,06037430900,"Census Tract 4309, Los Angeles County, California",9916,705
1400000US06037431001,06037431001,"Census Tract 4310.01, Los Angeles County, California",6669,568
1400000US06037431002,06037431002,"Census Tract 4310.02, Los Angeles County, California",3157,269
1400000US06037431100,06037431100,"Census Tract 4311, Los Angeles County, California",6426,512
1400000US06037431200,06037431200,"Census Tract 4312, Los Angeles County, California",6440,594
1400000US06037431300,06037431300,"Census Tract 4313, Los Angeles County, California",2760,331
1400000US06037431400,06037431400,"Census Tract 4314, Los Angeles County, California",4037,331
1400000US06037431500,06037431500,"Census Tract 4315, Los Angeles County, California",8761,816
1400000US06037431600,06037431600,"Census Tract 4316, Los Angeles County, California",3844,251
1400000US06037431700,06037431700,"Census Tract 4317, Los Angeles County, California",5817,431
1400000US06037431800,06037431800,"Census Tract 4318, Los Angeles County, California",5588,536
1400000US06037431900,06037431900,"Census Tract 4319, Los Angeles County, California",4371,308
1400000US06037432000,06037432000,"Census Tract 4320, Los Angeles County, California",8523,556
1400000US06037432101,06037432101,"Census Tract 4321.01, Los Angeles County, California",4408,278
1400000US06037432102,06037432102,"Census Tract 4321.02, Los Angeles County, California",6252,521
1400000US06037432201,06037432201,"Census Tract 4322.01, Los Angeles County, California",5124,1068
1400000US06037432202,06037432202,"Census Tract 4322.02, Los Angeles County, California",4294,353
1400000US06037432300,06037432300,"Census Tract 4323, Los Angeles County, California",3966,425
1400000US06037432401,06037432401,"Census Tract 4324.01, Los Angeles County, California",4007,393
1400000US06037432402,06037432402,"Census Tract 4324.02, Los Angeles County, California",5788,505
1400000US06037432500,06037432500,"Census Tract 4325, Los Angeles County, California",8651,766
1400000US06037432601,06037432601,"Census Tract 4326.01, Los Angeles County, California",6782,641
1400000US06037432602,06037432602,"Census Tract 4326.02, Los Angeles County, California",5376,735
1400000US06037432700,06037432700,"Census Tract 4327, Los Angeles County, California",5793,606
1400000US06037432801,06037432801,"Census Tract 4328.01, Los Angeles County, California",2643,368
1400000US06037432802,06037432802,"Census Tract 4328.02, Los Angeles County, California",6606,606
1400000US06037432901,06037432901,"Census Tract 4329.01, Los Angeles County, California",4379,320
1400000US06037432902,06037432902,"Census Tract 4329.02, Los Angeles County, California",3798,309
1400000US06037433100,06037433100,"Census Tract 4331, Los Angeles County, California",7962,1084
1400000US06037433200,06037433200,"Census Tract 4332, Los Angeles County, California",6645,494
1400000US06037433301,06037433301,"Census Tract 4333.01, Los Angeles County, California",9754,637
1400000US06037433302,06037433302,"Census Tract 4333.02, Los Angeles County, California",1637,416
1400000US06037433303,06037433303,"Census Tract 4333.03, Los Angeles County, California",6984,641
1400000US06037433401,06037433401,"Census Tract 4334.01, Los Angeles County, California",3455,609
1400000US06037433402,06037433402,"Census Tract 4334.02, Los Angeles County, California",4886,543
1400000US06037433403,06037433403,"Census Tract 4334.03, Los Angeles County, California",5633,635
1400000US06037433501,06037433501,"Census Tract 4335.01, Los Angeles County, California",2631,586
1400000US06037433502,06037433502,"Census Tract 4335.02, Los Angeles County, California",8129,664
1400000US06037433601,06037433601,"Census Tract 4336.01, Los Angeles County, California",4619,325
1400000US06037433602,06037433602,"Census Tract 4336.02, Los Angeles County, California",2439,235
1400000US06037433700,06037433700,"Census Tract 4337, Los Angeles County, California",3403,329
1400000US06037433801,06037433801,"Census Tract 4338.01, Los Angeles County, California",5604,496
1400000US06037433802,06037433802,"Census Tract 4338.02, Los Angeles County, California",2944,421
1400000US06037433901,06037433901,"Census Tract 4339.01, Los Angeles County, California",5860,672
1400000US06037433902,06037433902,"Census Tract 4339.02, Los Angeles County, California",4174,595
1400000US06037434001,06037434001,"Census Tract 4340.01, Los Angeles County, California",5010,486
1400000US06037434002,06037434002,"Census Tract 4340.02, Los Angeles County, California",8009,638
1400000US06037460000,06037460000,"Census Tract 4600, Los Angeles County, California",4858,353
1400000US06037460100,06037460100,"Census Tract 4601, Los Angeles County, California",6098,345
1400000US06037460200,06037460200,"Census Tract 4602, Los Angeles County, California",5598,607
1400000US06037460301,06037460301,"Census Tract 4603.01, Los Angeles County, California",4893,279
1400000US06037460302,06037460302,"Census Tract 4603.02, Los Angeles County, California",4362,432
1400000US06037460400,06037460400,"Census Tract 4604, Los Angeles County, California",846,139
1400000US06037460501,06037460501,"Census Tract 4605.01, Los Angeles County, California",5687,260
1400000US06037460502,06037460502,"Census Tract 4605.02, Los Angeles County, California",4402,267
1400000US06037460600,06037460600,"Census Tract 4606, Los Angeles County, California",4658,285
1400000US06037460700,06037460700,"Census Tract 4607, Los Angeles County, California",4871,292
1400000US06037460800,06037460800,"Census Tract 4608, Los Angeles County, California",3395,225
1400000US06037460900,06037460900,"Census Tract 4609, Los Angeles County, California",7718,597
1400000US06037461000,06037461000,"Census Tract 4610, Los Angeles County, California",7219,714
1400000US06037461100,06037461100,"Census Tract 4611, Los Angeles County, California",5168,923
1400000US06037461200,06037461200,"Census Tract 4612, Los Angeles County, California",4614,309
1400000US06037461300,06037461300,"Census Tract 4613, Los Angeles County, California",5951,388
1400000US06037461400,06037461400,"Census Tract 4614, Los Angeles County, California",3669,536
1400000US06037461500,06037461500,"Census Tract 4615, Los Angeles County, California",10778,849
1400000US06037461600,06037461600,"Census Tract 4616, Los Angeles County, California",6273,617
1400000US06037461700,06037461700,"Census Tract 4617, Los Angeles County, California",1617,236
1400000US06037461900,06037461900,"Census Tract 4619, Los Angeles County, California",6386,791
1400000US06037462000,06037462000,"Census Tract 4620, Los Angeles County, California",8176,862
1400000US06037462100,06037462100,"Census Tract 4621, Los Angeles County, California",5856,646
1400000US06037462200,06037462200,"Census Tract 4622, Los Angeles County, California",7935,1071
1400000US06037462300,06037462300,"Census Tract 4623, Los Angeles County, California",7763,736
1400000US06037462400,06037462400,"Census Tract 4624, Los Angeles County, California",4304,344
1400000US06037462500,06037462500,"Census Tract 4625, Los Angeles County, California",5947,381
1400000US06037462600,06037462600,"Census Tract 4626, Los Angeles County, California",2632,227
1400000US06037462700,06037462700,"Census Tract 4627, Los Angeles County, California",5369,529
1400000US06037462800,06037462800,"Census Tract 4628, Los Angeles County, California",2753,340
1400000US06037462900,06037462900,"Census Tract 4629, Los Angeles County, California",3899,319
1400000US06037463000,06037463000,"Census Tract 4630, Los Angeles County, California",2124,192
1400000US06037463101,06037463101,"Census Tract 4631.01, Los Angeles County, California",1889,212
1400000US06037463102,06037463102,"Census Tract 4631.02, Los Angeles County, California",3584,242
1400000US06037463200,06037463200,"Census Tract 4632, Los Angeles County, California",3327,312
1400000US06037463300,06037463300,"Census Tract 4633, Los Angeles County, California",1865,300
1400000US06037463400,06037463400,"Census Tract 4634, Los Angeles County, California",6068,421
1400000US06037463500,06037463500,"Census Tract 4635, Los Angeles County, California",5775,653
1400000US06037463600,06037463600,"Census Tract 4636, Los Angeles County, California",11253,834
1400000US06037463700,06037463700,"Census Tract 4637, Los Angeles County, California",2028,341
1400000US06037463800,06037463800,"Census Tract 4638, Los Angeles County, California",3469,218
1400000US06037463900,06037463900,"Census Tract 4639, Los Angeles County, California",3498,335
1400000US06037464000,06037464000,"Census Tract 4640, Los Angeles County, California",6041,651
1400000US06037464100,06037464100,"Census Tract 4641, Los Angeles County, California",6896,362
1400000US06037464200,06037464200,"Census Tract 4642, Los Angeles County, California",5656,370
1400000US06037480002,06037480002,"Census Tract 4800.02, Los Angeles County, California",3343,315
1400000US06037480011,06037480011,"Census Tract 4800.11, Los Angeles County, California",5629,639
1400000US06037480012,06037480012,"Census Tract 4800.12, Los Angeles County, California",4629,317
1400000US06037480101,06037480101,"Census Tract 4801.01, Los Angeles County, California",4430,356
1400000US06037480102,06037480102,"Census Tract 4801.02, Los Angeles County, California",4096,356
1400000US06037480201,06037480201,"Census Tract 4802.01, Los Angeles County, California",3693,247
1400000US06037480202,06037480202,"Census Tract 4802.02, Los Angeles County, California",2595,200
1400000US06037480301,06037480301,"Census Tract 4803.01, Los Angeles County, California",7913,629
1400000US06037480302,06037480302,"Census Tract 4803.02, Los Angeles County, California",4460,370
1400000US06037480400,06037480400,"Census Tract 4804, Los Angeles County, California",6721,543
1400000US06037480500,06037480500,"Census Tract 4805, Los Angeles County, California",5073,244
1400000US06037480600,06037480600,"Census Tract 4806, Los Angeles County, California",7292,448
1400000US06037480702,06037480702,"Census Tract 4807.02, Los Angeles County, California",4239,239
1400000US06037480703,06037480703,"Census Tract 4807.03, Los Angeles County, California",3473,263
1400000US06037480704,06037480704,"Census Tract 4807.04, Los Angeles County, California",4441,338
1400000US06037480802,06037480802,"Census Tract 4808.02, Los Angeles County, California",3868,350
1400000US06037480803,06037480803,"Census Tract 4808.03, Los Angeles County, California",3478,377
1400000US06037480804,06037480804,"Census Tract 4808.04, Los Angeles County, California",5149,453
1400000US06037480901,06037480901,"Census Tract 4809.01, Los Angeles County, California",4410,548
1400000US06037480902,06037480902,"Census Tract 4809.02, Los Angeles County, California",4133,391
1400000US06037480903,06037480903,"Census Tract 4809.03, Los Angeles County, California",3296,255
1400000US06037481001,06037481001,"Census Tract 4810.01, Los Angeles County, California",3564,392
1400000US06037481002,06037481002,"Census Tract 4810.02, Los Angeles County, California",5134,433
1400000US06037481101,06037481101,"Census Tract 4811.01, Los Angeles County, California",4267,382
1400000US06037481102,06037481102,"Census Tract 4811.02, Los Angeles County, California",3605,308
1400000US06037481103,06037481103,"Census Tract 4811.03, Los Angeles County, California",5265,443
1400000US06037481201,06037481201,"Census Tract 4812.01, Los Angeles County, California",3542,358
1400000US06037481202,06037481202,"Census Tract 4812.02, Los Angeles County, California",5907,475
1400000US06037481300,06037481300,"Census Tract 4813, Los Angeles County, California",3135,386
1400000US06037481401,06037481401,"Census Tract 4814.01, Los Angeles County, California",6198,379
1400000US06037481402,06037481402,"Census Tract 4814.02, Los Angeles County, California",6962,547
1400000US06037481500,06037481500,"Census Tract 4815, Los Angeles County, California",4856,434
1400000US06037481602,06037481602,"Census Tract 4816.02, Los Angeles County, California",8752,475
1400000US06037481603,06037481603,"Census Tract 4816.03, Los Angeles County, California",3654,327
1400000US06037481604,06037481604,"Census Tract 4816.04, Los Angeles County, California",3470,358
1400000US06037481711,06037481711,"Census Tract 4817.11, Los Angeles County, California",4580,486
1400000US06037481712,06037481712,"Census Tract 4817.12, Los Angeles County, California",4640,493
1400000US06037481713,06037481713,"Census Tract 4817.13, Los Angeles County, California",2306,274
1400000US06037481714,06037481714,"Census Tract 4817.14, Los Angeles County, California",2489,222
1400000US06037481800,06037481800,"Census Tract 4818, Los Angeles County, California",2654,249
1400000US06037481901,06037481901,"Census Tract 4819.01, Los Angeles County, California",6954,434
1400000US06037481902,06037481902,"Census Tract 4819.02, Los Angeles County, California",3566,437
1400000US06037482001,06037482001,"Census Tract 4820.01, Los Angeles County, California",2998,224
1400000US06037482002,06037482002,"Census Tract 4820.02, Los Angeles County, California",7259,625
1400000US06037482101,06037482101,"Census Tract 4821.01, Los Angeles County, California",4813,436
1400000US06037482102,06037482102,"Census Tract 4821.02, Los Angeles County, California",2909,284
1400000US06037482201,06037482201,"Census Tract 4822.01, Los Angeles County, California",3876,491
1400000US06037482202,06037482202,"Census Tract 4822.02, Los Angeles County, California",5156,420
1400000US06037482301,06037482301,"Census Tract 4823.01, Los Angeles County, California",4986,480
1400000US06037482303,06037482303,"Census Tract 4823.03, Los Angeles County, California",5853,534
1400000US06037482304,06037482304,"Census Tract 4823.04, Los Angeles County, California",4132,601
1400000US06037482401,06037482401,"Census Tract 4824.01, Los Angeles County, California",4160,337
1400000US06037482402,06037482402,"Census Tract 4824.02, Los Angeles County, California",7032,562
1400000US06037482502,06037482502,"Census Tract 4825.02, Los Angeles County, California",2933,344
1400000US06037482503,06037482503,"Census Tract 4825.03, Los Angeles County, California",4151,523
1400000US06037482521,06037482521,"Census Tract 4825.21, Los Angeles County, California",5767,515
1400000US06037482522,06037482522,"Census Tract 4825.22, Los Angeles County, California",4353,397
1400000US06037482600,06037482600,"Census Tract 4826, Los Angeles County, California",6502,475
1400000US06037482701,06037482701,"Census Tract 4827.01, Los Angeles County, California",4620,345
1400000US06037482702,06037482702,"Census Tract 4827.02, Los Angeles County, California",2355,298
1400000US06037482800,06037482800,"Census Tract 4828, Los Angeles County, California",4648,374
1400000US06037500100,06037500100,"Census Tract 5001, Los Angeles County, California",3626,296
1400000US06037500201,06037500201,"Census Tract 5002.01, Los Angeles County, California",6039,385
1400000US06037500202,06037500202,"Census Tract 5002.02, Los Angeles County, California",4591,415
1400000US06037500300,06037500300,"Census Tract 5003, Los Angeles County, California",2945,258
1400000US06037500401,06037500401,"Census Tract 5004.01, Los Angeles County, California",8873,684
1400000US06037500402,06037500402,"Census Tract 5004.02, Los Angeles County, California",3864,401
1400000US06037500500,06037500500,"Census Tract 5005, Los Angeles County, California",3419,745
1400000US06037500600,06037500600,"Census Tract 5006, Los Angeles County, California",5661,575
1400000US06037500700,06037500700,"Census Tract 5007, Los Angeles County, California",6608,676
1400000US06037500800,06037500800,"Census Tract 5008, Los Angeles County, California",5115,534
1400000US06037500900,06037500900,"Census Tract 5009, Los Angeles County, California",5482,431
1400000US06037501000,06037501000,"Census Tract 5010, Los Angeles County, California",8613,616
1400000US06037501200,06037501200,"Census Tract 5012, Los Angeles County, California",4598,439
1400000US06037501300,06037501300,"Census Tract 5013, Los Angeles County, California",6532,425
1400000US06037501400,06037501400,"Census Tract 5014, Los Angeles County, California",4481,386
1400000US06037501501,06037501501,"Census Tract 5015.01, Los Angeles County, California",1909,229
1400000US06037501503,06037501503,"Census Tract 5015.03, Los Angeles County, California",4241,480
1400000US06037501504,06037501504,"Census Tract 5015.04, Los Angeles County, California",3633,423
1400000US06037501600,06037501600,"Census Tract 5016, Los Angeles County, California",6183,586
1400000US06037501700,06037501700,"Census Tract 5017, Los Angeles County, California",3611,249
1400000US06037501801,06037501801,"Census Tract 5018.01, Los Angeles County, California",7643,625
1400000US06037501802,06037501802,"Census Tract 5018.02, Los Angeles County, California",3369,264
1400000US06037501900,06037501900,"Census Tract 5019, Los Angeles County, California",4231,236
1400000US06037502001,06037502001,"Census Tract 5020.01, Los Angeles County, California",4082,405
1400000US06037502002,06037502002,"Census Tract 5020.02, Los Angeles County, California",7144,539
1400000US06037502100,06037502100,"Census Tract 5021, Los Angeles County, California",4752,404
1400000US06037502200,06037502200,"Census Tract 5022, Los Angeles County, California",6737,440
1400000US06037502301,06037502301,"Census Tract 5023.01, Los Angeles County, California",6066,743
1400000US06037502302,06037502302,"Census Tract 5023.02, Los Angeles County, California",3395,476
1400000US06037502401,06037502401,"Census Tract 5024.01, Los Angeles County, California",4467,391
1400000US06037502402,06037502402,"Census Tract 5024.02, Los Angeles County, California",4317,417
1400000US06037502500,06037502500,"Census Tract 5025, Los Angeles County, California",3689,360
1400000US06037502601,06037502601,"Census Tract 5026.01, Los Angeles County, California",7205,536
1400000US06037502602,06037502602,"Census Tract 5026.02, Los Angeles County, California",5112,646
1400000US06037502700,06037502700,"Census Tract 5027, Los Angeles County, California",7086,493
1400000US06037502800,06037502800,"Census Tract 5028, Los Angeles County, California",8009,571
1400000US06037502901,06037502901,"Census Tract 5029.01, Los Angeles County, California",5928,658
1400000US06037502902,06037502902,"Census Tract 5029.02, Los Angeles County, California",4247,446
1400000US06037503000,06037503000,"Census Tract 5030, Los Angeles County, California",5216,580
1400000US06037503101,06037503101,"Census Tract 5031.01, Los Angeles County, California",8017,707
1400000US06037503102,06037503102,"Census Tract 5031.02, Los Angeles County, California",7875,724
1400000US06037503201,06037503201,"Census Tract 5032.01, Los Angeles County, California",4185,270
1400000US06037503202,06037503202,"Census Tract 5032.02, Los Angeles County, California",4535,376
1400000US06037503301,06037503301,"Census Tract 5033.01, Los Angeles County, California",3384,421
1400000US06037503302,06037503302,"Census Tract 5033.02, Los Angeles County, California",7168,673
1400000US06037503401,06037503401,"Census Tract 5034.01, Los Angeles County, California",5507,468
1400000US06037503402,06037503402,"Census Tract 5034.02, Los Angeles County, California",3753,219
1400000US06037503501,06037503501,"Census Tract 5035.01, Los Angeles County, California",6332,391
1400000US06037503502,06037503502,"Census Tract 5035.02, Los Angeles County, California",4044,282
1400000US06037503601,06037503601,"Census Tract 5036.01, Los Angeles County, California",4583,393
1400000US06037503602,06037503602,"Census Tract 5036.02, Los Angeles County, California",3684,200
1400000US06037503701,06037503701,"Census Tract 5037.01, Los Angeles County, California",4994,339
1400000US06037503702,06037503702,"Census Tract 5037.02, Los Angeles County, California",5164,404
1400000US06037503703,06037503703,"Census Tract 5037.03, Los Angeles County, California",7722,345
1400000US06037503801,06037503801,"Census Tract 5038.01, Los Angeles County, California",4135,388
1400000US06037503802,06037503802,"Census Tract 5038.02, Los Angeles County, California",5097,275
1400000US06037503901,06037503901,"Census Tract 5039.01, Los Angeles County, California",2924,261
1400000US06037503902,06037503902,"Census Tract 5039.02, Los Angeles County, California",4911,384
1400000US06037504001,06037504001,"Census Tract 5040.01, Los Angeles County, California",4959,526
1400000US06037504002,06037504002,"Census Tract 5040.02, Los Angeles County, California",5653,537
1400000US06037504101,06037504101,"Census Tract 5041.01, Los Angeles County, California",5550,534
1400000US06037504102,06037504102,"Census Tract 5041.02, Los Angeles County, California",0,132
1400000US06037530003,06037530003,"Census Tract 5300.03, Los Angeles County, California",3030,257
1400000US06037530004,06037530004,"Census Tract 5300.04, Los Angeles County, California",3557,317
1400000US06037530005,06037530005,"Census Tract 5300.05, Los Angeles County, California",4256,267
1400000US06037530006,06037530006,"Census Tract 5300.06, Los Angeles County, California",3594,426
1400000US06037530101,06037530101,"Census Tract 5301.01, Los Angeles County, California",4776,497
1400000US06037530102,06037530102,"Census Tract 5301.02, Los Angeles County, California",5148,631
1400000US06037530202,06037530202,"Census Tract 5302.02, Los Angeles County, California",3872,335
1400000US06037530203,06037530203,"Census Tract 5302.03, Los Angeles County, California",3538,323
1400000US06037530204,06037530204,"Census Tract 5302.04, Los Angeles County, California",4003,579
1400000US06037530301,06037530301,"Census Tract 5303.01, Los Angeles County, California",2730,561
1400000US06037530302,06037530302,"Census Tract 5303.02, Los Angeles County, California",6677,525
1400000US06037530400,06037530400,"Census Tract 5304, Los Angeles County, California",3491,378
1400000US06037530500,06037530500,"Census Tract 5305, Los Angeles County, California",4815,497
1400000US06037530601,06037530601,"Census Tract 5306.01, Los Angeles County, California",3448,428
1400000US06037530602,06037530602,"Census Tract 5306.02, Los Angeles County, California",1234,297
1400000US06037530700,06037530700,"Census Tract 5307, Los Angeles County, California",1914,380
1400000US06037530801,06037530801,"Census Tract 5308.01, Los Angeles County, California",6071,511
1400000US06037530802,06037530802,"Census Tract 5308.02, Los Angeles County, California",2913,342
1400000US06037530901,06037530901,"Census Tract 5309.01, Los Angeles County, California",3932,646
1400000US06037530902,06037530902,"Census Tract 5309.02, Los Angeles County, California",3690,428
1400000US06037531000,06037531000,"Census Tract 5310, Los Angeles County, California",5530,468
1400000US06037531101,06037531101,"Census Tract 5311.01, Los Angeles County, California",5042,682
1400000US06037531102,06037531102,"Census Tract 5311.02, Los Angeles County, California",3153,493
1400000US06037531201,06037531201,"Census Tract 5312.01, Los Angeles County, California",6049,692
1400000US06037531202,06037531202,"Census Tract 5312.02, Los Angeles County, California",4469,532
1400000US06037531301,06037531301,"Census Tract 5313.01, Los Angeles County, California",6159,1372
1400000US06037531302,06037531302,"Census Tract 5313.02, Los Angeles County, California",6272,533
1400000US06037531501,06037531501,"Census Tract 5315.01, Los Angeles County, California",7149,582
1400000US06037531502,06037531502,"Census Tract 5315.02, Los Angeles County, California",3020,316
1400000US06037531602,06037531602,"Census Tract 5316.02, Los Angeles County, California",4394,383
1400000US06037531603,06037531603,"Census Tract 5316.03, Los Angeles County, California",3249,528
1400000US06037531604,06037531604,"Census Tract 5316.04, Los Angeles County, California",3984,515
1400000US06037531701,06037531701,"Census Tract 5317.01, Los Angeles County, California",6090,524
1400000US06037531702,06037531702,"Census Tract 5317.02, Los Angeles County, California",4479,444
1400000US06037531800,06037531800,"Census Tract 5318, Los Angeles County, California",4558,491
1400000US06037531901,06037531901,"Census Tract 5319.01, Los Angeles County, California",6174,624
1400000US06037531902,06037531902,"Census Tract 5319.02, Los Angeles County, California",4568,607
1400000US06037532001,06037532001,"Census Tract 5320.01, Los Angeles County, California",3581,299
1400000US06037532002,06037532002,"Census Tract 5320.02, Los Angeles County, California",3411,503
1400000US06037532101,06037532101,"Census Tract 5321.01, Los Angeles County, California",6468,508
1400000US06037532102,06037532102,"Census Tract 5321.02, Los Angeles County, California",3108,439
1400000US06037532200,06037532200,"Census Tract 5322, Los Angeles County, California",6756,466
1400000US06037532302,06037532302,"Census Tract 5323.02, Los Angeles County, California",5008,636
1400000US06037532303,06037532303,"Census Tract 5323.03, Los Angeles County, California",4536,439
1400000US06037532304,06037532304,"Census Tract 5323.04, Los Angeles County, California",4792,840
1400000US06037532400,06037532400,"Census Tract 5324, Los Angeles County, California",63,31
1400000US06037532500,06037532500,"Census Tract 5325, Los Angeles County, California",4733,511
1400000US06037532603,06037532603,"Census Tract 5326.03, Los Angeles County, California",3850,554
1400000US06037532604,06037532604,"Census Tract 5326.04, Los Angeles County, California",2949,397
1400000US06037532605,06037532605,"Census Tract 5326.05, Los Angeles County, California",3519,392
1400000US06037532606,06037532606,"Census Tract 5326.06, Los Angeles County, California",4201,580
1400000US06037532700,06037532700,"Census Tract 5327, Los Angeles County, California",2418,377
1400000US06037532800,06037532800,"Census Tract 5328, Los Angeles County, California",3665,569
1400000US06037532900,06037532900,"Census Tract 5329, Los Angeles County, California",6440,505
1400000US06037533000,06037533000,"Census Tract 5330, Los Angeles County, California",6923,675
1400000US06037533103,06037533103,"Census Tract 5331.03, Los Angeles County, California",3652,394
1400000US06037533104,06037533104,"Census Tract 5331.04, Los Angeles County, California",4171,393
1400000US06037533105,06037533105,"Census Tract 5331.05, Los Angeles County, California",2806,413
1400000US06037533106,06037533106,"Census Tract 5331.06, Los Angeles County, California",1712,316
1400000US06037533107,06037533107,"Census Tract 5331.07, Los Angeles County, California",4013,562
1400000US06037533201,06037533201,"Census Tract 5332.01, Los Angeles County, California",2682,463
1400000US06037533202,06037533202,"Census Tract 5332.02, Los Angeles County, California",3207,390
1400000US06037533203,06037533203,"Census Tract 5332.03, Los Angeles County, California",2201,378
1400000US06037533300,06037533300,"Census Tract 5333, Los Angeles County, California",3851,444
1400000US06037533401,06037533401,"Census Tract 5334.01, Los Angeles County, California",5452,443
1400000US06037533402,06037533402,"Census Tract 5334.02, Los Angeles County, California",3841,402
1400000US06037533403,06037533403,"Census Tract 5334.03, Los Angeles County, California",2789,470
1400000US06037533501,06037533501,"Census Tract 5335.01, Los Angeles County, California",3092,431
1400000US06037533502,06037533502,"Census Tract 5335.02, Los Angeles County, California",2749,468
1400000US06037533503,06037533503,"Census Tract 5335.03, Los Angeles County, California",1542,317
1400000US06037533601,06037533601,"Census Tract 5336.01, Los Angeles County, California",4918,700
1400000US06037533602,06037533602,"Census Tract 5336.02, Los Angeles County, California",5797,581
1400000US06037533603,06037533603,"Census Tract 5336.03, Los Angeles County, California",6029,500
1400000US06037533701,06037533701,"Census Tract 5337.01, Los Angeles County, California",3971,324
1400000US06037533702,06037533702,"Census Tract 5337.02, Los Angeles County, California",3569,474
1400000US06037533703,06037533703,"Census Tract 5337.03, Los Angeles County, California",4607,543
1400000US06037533801,06037533801,"Census Tract 5338.01, Los Angeles County, California",8163,581
1400000US06037533803,06037533803,"Census Tract 5338.03, Los Angeles County, California",6359,632
1400000US06037533804,06037533804,"Census Tract 5338.04, Los Angeles County, California",4171,434
1400000US06037533901,06037533901,"Census Tract 5339.01, Los Angeles County, California",5671,571
1400000US06037533902,06037533902,"Census Tract 5339.02, Los Angeles County, California",3959,395
1400000US06037534001,06037534001,"Census Tract 5340.01, Los Angeles County, California",6359,469
1400000US06037534002,06037534002,"Census Tract 5340.02, Los Angeles County, California",4565,488
1400000US06037534101,06037534101,"Census Tract 5341.01, Los Angeles County, California",2628,370
1400000US06037534102,06037534102,"Census Tract 5341.02, Los Angeles County, California",6755,498
1400000US06037534201,06037534201,"Census Tract 5342.01, Los Angeles County, California",4270,419
1400000US06037534202,06037534202,"Census Tract 5342.02, Los Angeles County, California",6225,417
1400000US06037534203,06037534203,"Census Tract 5342.03, Los Angeles County, California",4005,406
1400000US06037534301,06037534301,"Census Tract 5343.01, Los Angeles County, California",4951,354
1400000US06037534302,06037534302,"Census Tract 5343.02, Los Angeles County, California",3799,361
1400000US06037534403,06037534403,"Census Tract 5344.03, Los Angeles County, California",3402,458
1400000US06037534404,06037534404,"Census Tract 5344.04, Los Angeles County, California",3976,399
1400000US06037534405,06037534405,"Census Tract 5344.05, Los Angeles County, California",4474,512
