,Id2,Percent of population 25 years and over with Bachelor's degree,All families - Percent  below poverty level; Estimate; Families,% Single Family,% Owner Occupied,Percent White alone,Percent Black or African African alone,Percent Asian alone,Percent Hispanic,Estimate; Total Number of Housing Units,Estimate; Median value (dollars),Median income (dollars); All households,CRA Eligible_x,County,type,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Total Loans,CRA
37,6001405200,32.7,7.8,0.30254545454545456,0.23133414932680538,0.3757287842798532,0.14683653638522998,0.3115957676527748,0.0777369898510041,2750,528700.0,54939.0,not eligible,Alameda County,mid,0.0,0.0,0.7777777777777778,35.0,0.0,0.0,0.2222222222222222,10.0,35.0,0
38,6001405300,20.5,16.3,0.06376226197345643,0.08778625954198473,0.32447325769854135,0.22042139384116693,0.17909238249594814,0.24570502431118316,3466,396800.0,43327.0,eligible,Alameda County,mod,0.84,21.0,0.0,0.0,0.16,4.0,0.0,0.0,25.0,1
39,6001405500,18.3,23.0,0.34192439862542956,0.23231622746185854,0.23405500292568754,0.16413107080163838,0.4479227618490345,0.12258630778232885,1746,435000.0,44385.0,eligible,Alameda County,mod,0.5555555555555556,10.0,0.0,0.0,0.4444444444444444,8.0,0.0,0.0,18.0,1
40,6001405600,18.3,21.6,0.36578947368421055,0.22552574329224076,0.17441465897522904,0.24872751951136748,0.3108245673566339,0.1825585341024771,1520,464400.0,42415.0,eligible,Alameda County,mod,0.5666666666666667,17.0,0.0,0.0,0.43333333333333335,13.0,0.0,0.0,30.0,1
41,6001405700,13.3,11.8,0.3425559947299078,0.38118022328548645,0.15554115359688916,0.23525599481529488,0.33311730395333766,0.23493195074530135,1518,439500.0,41932.0,eligible,Alameda County,mod,0.6415094339622641,34.0,0.0,0.0,0.3584905660377358,19.0,0.0,0.0,53.0,1
42,6001406000,16.4,18.1,0.12090680100755667,0.1349036402569593,0.16007416563658838,0.10197775030902348,0.380716934487021,0.2864647713226205,1588,313000.0,29233.0,eligible,Alameda County,low,0.35714285714285715,5.0,0.0,0.0,0.6428571428571429,9.0,0.0,0.0,14.0,1
43,6001406100,12.9,16.9,0.4240506329113924,0.2870229007633588,0.12445095168374817,0.09048316251830162,0.11859443631039532,0.6559297218155198,1580,432900.0,47500.0,eligible,Alameda County,mod,0.6268656716417911,42.0,0.0,0.0,0.373134328358209,25.0,0.0,0.0,67.0,1
44,6001406400,23.0,23.3,0.5058823529411764,0.5310344827586206,0.30323590814196244,0.3893528183716075,0.151356993736952,0.14457202505219208,765,481000.0,49436.0,eligible,Alameda County,mod,0.5,14.0,0.0,0.0,0.5,14.0,0.0,0.0,28.0,1
45,6001406600,12.4,10.0,0.4581646423751687,0.4184724689165186,0.12328947368421053,0.3,0.2606578947368421,0.2656578947368421,2964,430800.0,49336.0,eligible,Alameda County,mod,0.5,55.0,0.0,0.0,0.5,55.0,0.0,0.0,110.0,1
46,6001406700,31.0,6.0,0.8041580041580042,0.7247706422018348,0.48925281473899696,0.11750255885363357,0.2481064483111566,0.09989764585465712,2405,570200.0,78333.0,not eligible,Alameda County,mid,0.0,0.0,0.8549618320610687,112.0,0.0,0.0,0.1450381679389313,19.0,112.0,0
47,6001406800,25.7,4.7,0.7984395318595578,0.7546907574704657,0.4472206625491297,0.1574957888826502,0.2978663672094329,0.07916900617630544,1538,570700.0,78267.0,not eligible,Alameda County,mid,0.0,0.0,0.8382352941176471,57.0,0.0,0.0,0.16176470588235295,11.0,57.0,0
48,6001406900,23.3,13.9,0.747279322853688,0.6596995427824951,0.3443322109988777,0.12637485970819304,0.32278338945005614,0.16453423120089786,1654,571800.0,74291.0,not eligible,Alameda County,mid,0.0,0.0,0.8412698412698413,53.0,0.0,0.0,0.15873015873015872,10.0,53.0,0
49,6001407000,9.0,23.4,0.4541245791245791,0.33536871770784404,0.14731285988483686,0.2866282789507358,0.2891874600127959,0.25991682661548304,2376,395400.0,33867.0,eligible,Alameda County,mod,0.3711340206185567,36.0,0.0,0.0,0.6288659793814433,61.0,0.0,0.0,97.0,1
50,6001407300,8.1,31.6,0.5818181818181818,0.36092265943012214,0.0422936152907686,0.2932086213908093,0.06425376169174461,0.5461569743798292,825,232000.0,31479.0,eligible,Alameda County,low,0.375,12.0,0.0,0.0,0.625,20.0,0.0,0.0,32.0,1
51,6001407600,14.1,26.5,0.6097861842105263,0.4812132186509733,0.1491657077100115,0.42692750287687,0.08242232451093211,0.2997698504027618,2432,486200.0,47019.0,eligible,Alameda County,mod,0.44696969696969696,59.0,0.0,0.0,0.553030303030303,73.0,0.0,0.0,132.0,1
52,6001407700,16.6,6.1,0.8457968024755028,0.746276889134032,0.17115472387037883,0.5602464628023733,0.08877225011410315,0.13920584208124145,1939,477400.0,63199.0,eligible,Alameda County,mod,0.6328125,81.0,0.0,0.0,0.3671875,47.0,0.0,0.0,128.0,1
53,6001407800,17.1,2.7,0.8346820809248555,0.8258145363408521,0.3254237288135593,0.3050847457627119,0.03932203389830508,0.19186440677966102,865,486700.0,54250.0,not eligible,Alameda County,mid,0.0,0.0,0.64,32.0,0.0,0.0,0.36,18.0,32.0,0
54,6001407900,29.1,2.2,0.8284552845528456,0.8040478380864765,0.42355371900826444,0.22245179063360881,0.17596418732782368,0.10674931129476584,1230,607600.0,104420.0,not eligible,Alameda County,mid,0.0,0.0,0.8108108108108109,60.0,0.0,0.0,0.1891891891891892,14.0,60.0,0
55,6001408200,11.0,18.2,0.5940846506884243,0.5310100413467218,0.15090949921401303,0.5531102627442174,0.028744666516954863,0.22142375926341792,1961,464100.0,55547.0,eligible,Alameda County,mod,0.4672897196261682,50.0,0.0,0.0,0.5327102803738317,57.0,0.0,0.0,107.0,1
