,Id2,Percent of population 25 years and over with Bachelor's degree,All families - Percent  below poverty level; Estimate; Families,% Single Family,% Owner Occupied,Percent White alone,Percent Black or African African alone,Percent Asian alone,Percent Hispanic,Estimate; Total Number of Housing Units,Estimate; Median value (dollars),Median income (dollars); All households,CRA Eligible_x,County,type,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Total Loans,CRA
285,6013320002,24.6,6.7,0.7339601769911505,0.776570757486788,0.7017931712110047,0.03340702530090887,0.11471382952591501,0.10611643330876934,3616,561900.0,91059.0,not eligible,Contra Costa County,high,0.0,0.0,0.7598039215686274,155.0,0.0,0.0,0.24019607843137256,49.0,155.0,0
286,6013320002,24.6,6.7,0.7339601769911505,0.776570757486788,0.7017931712110047,0.03340702530090887,0.11471382952591501,0.10611643330876934,3616,561900.0,91059.0,not eligible,Contra Costa County,high,0.0,0.0,0.7598039215686274,155.0,0.0,0.0,0.24019607843137256,49.0,155.0,0
287,6013320002,24.6,6.7,0.7339601769911505,0.776570757486788,0.7017931712110047,0.03340702530090887,0.11471382952591501,0.10611643330876934,3616,561900.0,91059.0,not eligible,Contra Costa County,high,0.0,0.0,0.7598039215686274,155.0,0.0,0.0,0.24019607843137256,49.0,155.0,0
288,6013321200,34.0,8.2,0.6150041220115416,0.5623660522931847,0.5583424209378408,0.016357688113413305,0.30061795710650674,0.09214830970556162,2426,490300.0,57350.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5784313725490197,59.0,0.0,0.0,0.4215686274509804,43.0,59.0,0
289,6013321200,34.0,8.2,0.6150041220115416,0.5623660522931847,0.5583424209378408,0.016357688113413305,0.30061795710650674,0.09214830970556162,2426,490300.0,57350.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5784313725490197,59.0,0.0,0.0,0.4215686274509804,43.0,59.0,0
290,6013321200,34.0,8.2,0.6150041220115416,0.5623660522931847,0.5583424209378408,0.016357688113413305,0.30061795710650674,0.09214830970556162,2426,490300.0,57350.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5784313725490197,59.0,0.0,0.0,0.4215686274509804,43.0,59.0,0
291,6013322000,33.3,1.0,0.8209247648902821,0.7769485903814262,0.6943907156673114,0.04658284977433914,0.12491940683430044,0.09929078014184398,2552,654000.0,102454.0,not eligible,Contra Costa County,mid,0.0,0.0,0.9214285714285714,129.0,0.0,0.0,0.07857142857142857,11.0,129.0,0
292,6013322000,33.3,1.0,0.8209247648902821,0.7769485903814262,0.6943907156673114,0.04658284977433914,0.12491940683430044,0.09929078014184398,2552,654000.0,102454.0,not eligible,Contra Costa County,mid,0.0,0.0,0.9214285714285714,129.0,0.0,0.0,0.07857142857142857,11.0,129.0,0
293,6013324000,26.7,4.1,0.3203273696231443,0.2596907009439646,0.6310459980609716,0.031239900894107508,0.17246579769471077,0.11494129053107832,5254,547900.0,60454.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7483870967741936,116.0,0.0,0.0,0.25161290322580643,39.0,116.0,0
294,6013324000,26.7,4.1,0.3203273696231443,0.2596907009439646,0.6310459980609716,0.031239900894107508,0.17246579769471077,0.11494129053107832,5254,547900.0,60454.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7483870967741936,116.0,0.0,0.0,0.25161290322580643,39.0,116.0,0
295,6013324000,26.7,4.1,0.3203273696231443,0.2596907009439646,0.6310459980609716,0.031239900894107508,0.17246579769471077,0.11494129053107832,5254,547900.0,60454.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7483870967741936,116.0,0.0,0.0,0.25161290322580643,39.0,116.0,0
296,6013324000,26.7,4.1,0.3203273696231443,0.2596907009439646,0.6310459980609716,0.031239900894107508,0.17246579769471077,0.11494129053107832,5254,547900.0,60454.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7483870967741936,116.0,0.0,0.0,0.25161290322580643,39.0,116.0,0
297,6013324000,26.7,4.1,0.3203273696231443,0.2596907009439646,0.6310459980609716,0.031239900894107508,0.17246579769471077,0.11494129053107832,5254,547900.0,60454.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7483870967741936,116.0,0.0,0.0,0.25161290322580643,39.0,116.0,0
298,6013327000,9.2,6.1,0.4681348014681348,0.8106060606060606,0.5587483075071461,0.02738077328117948,0.062434180833458704,0.307657589890176,2997,174900.0,53947.0,eligible,Contra Costa County,mod,0.4673366834170855,93.0,0.0,0.0,0.5326633165829145,106.0,0.0,0.0,199.0,1
299,6013327000,9.2,6.1,0.4681348014681348,0.8106060606060606,0.5587483075071461,0.02738077328117948,0.062434180833458704,0.307657589890176,2997,174900.0,53947.0,eligible,Contra Costa County,mod,0.4673366834170855,93.0,0.0,0.0,0.5326633165829145,106.0,0.0,0.0,199.0,1
300,6013327000,9.2,6.1,0.4681348014681348,0.8106060606060606,0.5587483075071461,0.02738077328117948,0.062434180833458704,0.307657589890176,2997,174900.0,53947.0,eligible,Contra Costa County,mod,0.4673366834170855,93.0,0.0,0.0,0.5326633165829145,106.0,0.0,0.0,199.0,1
301,6013327000,9.2,6.1,0.4681348014681348,0.8106060606060606,0.5587483075071461,0.02738077328117948,0.062434180833458704,0.307657589890176,2997,174900.0,53947.0,eligible,Contra Costa County,mod,0.4673366834170855,93.0,0.0,0.0,0.5326633165829145,106.0,0.0,0.0,199.0,1
302,6013328000,12.2,8.9,0.11649659863945579,0.08647654093836246,0.5922687528762081,0.07823285780027611,0.12885411872986655,0.1688909341923608,1176,331800.0,24577.0,eligible,Contra Costa County,low,0.875,7.0,0.0,0.0,0.125,1.0,0.0,0.0,8.0,1
303,6013329000,12.6,0.7,0.7919491525423729,0.5876651982378854,0.5899636843842853,0.020138659623638165,0.06767910201386597,0.263618355893034,2360,479900.0,53184.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4767441860465117,82.0,0.0,0.0,0.5232558139534884,90.0,82.0,0
304,6013330000,16.6,2.4,0.9857723577235772,0.816793893129771,0.4717142368825842,0.012476499743633566,0.08887369680396513,0.3548111433942916,1968,457500.0,74542.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5669642857142857,127.0,0.0,0.0,0.4330357142857143,97.0,127.0,0
305,6013331000,17.1,4.1,0.7034970238095238,0.6257788161993769,0.6543321299638989,0.02812876052948255,0.048886883273164865,0.23721419975932612,2688,514100.0,59615.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7048458149779736,160.0,0.0,0.0,0.29515418502202645,67.0,160.0,0
306,6013333200,19.8,3.8,0.8192771084337349,0.7527084314649082,0.6127372715983679,0.05286499911300337,0.08390988114245165,0.21057299982260066,2241,540700.0,67005.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7228915662650602,120.0,0.0,0.0,0.27710843373493976,46.0,120.0,0
307,6013334001,18.0,2.5,0.7064538514920194,0.5558639833448994,0.6575411913814956,0.01596958174904943,0.07249683143219265,0.20456273764258556,1441,561600.0,67481.0,eligible,Contra Costa County,mod,0.7777777777777778,63.0,0.0,0.0,0.2222222222222222,18.0,0.0,0.0,81.0,1
308,6013334004,27.7,8.2,0.4855508729680915,0.5530671859785784,0.588210166595472,0.012245479139968674,0.17642033319094405,0.1687313114053823,3322,397600.0,53438.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6930693069306929,140.0,0.0,0.0,0.3069306930693069,62.0,140.0,0
309,6013334005,25.6,8.8,0.954954954954955,0.745679012345679,0.6129032258064516,0.010752688172043012,0.20678246484698098,0.12572373862696443,444,564700.0,80438.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7142857142857143,10.0,0.0,0.0,0.2857142857142857,4.0,10.0,0
310,6013335000,16.8,6.0,0.9412219644238206,0.7911547911547911,0.7375504710632571,0.0,0.06783310901749663,0.14643337819650068,1293,519400.0,67017.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6067415730337079,54.0,0.0,0.0,0.39325842696629215,35.0,54.0,0
311,6013336101,12.7,10.3,0.18042117245304495,0.1879382889200561,0.1760186263096624,0.08381839348079162,0.09452852153667055,0.6263096623981373,1757,454300.0,46767.0,eligible,Contra Costa County,mod,0.5272727272727272,29.0,0.0,0.0,0.4727272727272727,26.0,0.0,0.0,55.0,1
312,6013336102,16.6,14.4,0.11802173098538779,0.22522522522522523,0.25717501406865506,0.057962858750703436,0.12099043331457512,0.5465672481710748,2669,241900.0,41167.0,eligible,Contra Costa County,mod,0.4507042253521127,32.0,0.0,0.0,0.5492957746478874,39.0,0.0,0.0,71.0,1
313,6013336200,8.0,16.6,0.37300177619893427,0.40682730923694777,0.17491517491517491,0.015444015444015444,0.085995085995086,0.6660816660816661,2815,357700.0,45455.0,eligible,Contra Costa County,mod,0.42857142857142855,78.0,0.0,0.0,0.5714285714285714,104.0,0.0,0.0,182.0,1
314,6013336200,8.0,16.6,0.37300177619893427,0.40682730923694777,0.17491517491517491,0.015444015444015444,0.085995085995086,0.6660816660816661,2815,357700.0,45455.0,eligible,Contra Costa County,mod,0.42857142857142855,78.0,0.0,0.0,0.5714285714285714,104.0,0.0,0.0,182.0,1
315,6013337100,32.4,5.3,0.8644939965694682,0.7401372212692967,0.6717095310136157,0.011497730711043872,0.12314674735249621,0.16399394856278365,1166,763800.0,94904.0,not eligible,Contra Costa County,high,0.0,0.0,0.8148148148148148,66.0,0.0,0.0,0.1851851851851852,15.0,66.0,0
316,6013337200,22.7,7.6,0.4847619047619048,0.7026209677419355,0.6466165413533834,0.009473684210526316,0.07714285714285714,0.19533834586466164,3150,298400.0,49048.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6131386861313869,84.0,0.0,0.0,0.3868613138686132,53.0,84.0,0
317,6013337300,29.8,1.5,0.8793691389599319,0.7986230636833046,0.7382769901853872,0.003583112634366724,0.11886586695747,0.09892506620968998,2346,744000.0,105336.0,not eligible,Contra Costa County,high,0.0,0.0,0.9090909090909092,80.0,0.0,0.0,0.09090909090909093,8.0,80.0,0
318,6013337300,29.8,1.5,0.8793691389599319,0.7986230636833046,0.7382769901853872,0.003583112634366724,0.11886586695747,0.09892506620968998,2346,744000.0,105336.0,not eligible,Contra Costa County,high,0.0,0.0,0.9090909090909092,80.0,0.0,0.0,0.09090909090909093,8.0,80.0,0
319,6013337300,29.8,1.5,0.8793691389599319,0.7986230636833046,0.7382769901853872,0.003583112634366724,0.11886586695747,0.09892506620968998,2346,744000.0,105336.0,not eligible,Contra Costa County,high,0.0,0.0,0.9090909090909092,80.0,0.0,0.0,0.09090909090909093,8.0,80.0,0
320,6013338100,26.1,9.8,0.6892493638676844,0.7337158285521431,0.6094689071507421,0.04231571200784987,0.1395805225070526,0.18373604808046118,3144,478800.0,65104.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6153846153846154,112.0,0.0,0.0,0.38461538461538464,70.0,112.0,0
321,6013338100,26.1,9.8,0.6892493638676844,0.7337158285521431,0.6094689071507421,0.04231571200784987,0.1395805225070526,0.18373604808046118,3144,478800.0,65104.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6153846153846154,112.0,0.0,0.0,0.38461538461538464,70.0,112.0,0
322,6013338100,26.1,9.8,0.6892493638676844,0.7337158285521431,0.6094689071507421,0.04231571200784987,0.1395805225070526,0.18373604808046118,3144,478800.0,65104.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6153846153846154,112.0,0.0,0.0,0.38461538461538464,70.0,112.0,0
323,6013355200,25.2,3.6,0.7477174435367612,0.623502567027952,0.2867389783065081,0.0934219734079776,0.4144506648005598,0.155703289013296,2081,546600.0,74771.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7270642201834863,317.0,0.0,0.0,0.2729357798165137,119.0,317.0,0
324,6013355200,25.2,3.6,0.7477174435367612,0.623502567027952,0.2867389783065081,0.0934219734079776,0.4144506648005598,0.155703289013296,2081,546600.0,74771.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7270642201834863,317.0,0.0,0.0,0.2729357798165137,119.0,317.0,0
325,6013355200,25.2,3.6,0.7477174435367612,0.623502567027952,0.2867389783065081,0.0934219734079776,0.4144506648005598,0.155703289013296,2081,546600.0,74771.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7270642201834863,317.0,0.0,0.0,0.2729357798165137,119.0,317.0,0
326,6013355200,25.2,3.6,0.7477174435367612,0.623502567027952,0.2867389783065081,0.0934219734079776,0.4144506648005598,0.155703289013296,2081,546600.0,74771.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7270642201834863,317.0,0.0,0.0,0.2729357798165137,119.0,317.0,0
327,6013356001,15.1,9.0,0.9223300970873787,0.812452543659833,0.309009009009009,0.12162162162162163,0.27837837837837837,0.21846846846846846,1339,546100.0,66701.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5949367088607594,47.0,0.0,0.0,0.4050632911392405,32.0,47.0,0
328,6013356001,15.1,9.0,0.9223300970873787,0.812452543659833,0.309009009009009,0.12162162162162163,0.27837837837837837,0.21846846846846846,1339,546100.0,66701.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5949367088607594,47.0,0.0,0.0,0.4050632911392405,32.0,47.0,0
329,6013356001,15.1,9.0,0.9223300970873787,0.812452543659833,0.309009009009009,0.12162162162162163,0.27837837837837837,0.21846846846846846,1339,546100.0,66701.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5949367088607594,47.0,0.0,0.0,0.4050632911392405,32.0,47.0,0
330,6013356001,15.1,9.0,0.9223300970873787,0.812452543659833,0.309009009009009,0.12162162162162163,0.27837837837837837,0.21846846846846846,1339,546100.0,66701.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5949367088607594,47.0,0.0,0.0,0.4050632911392405,32.0,47.0,0
331,6013357000,19.5,4.1,0.6539735099337748,0.6785058175137784,0.7867162897223018,0.0037217291726309764,0.06069281419982823,0.11308330947609505,1812,484800.0,80306.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6792452830188679,36.0,0.0,0.0,0.3207547169811321,17.0,36.0,0
332,6013357000,19.5,4.1,0.6539735099337748,0.6785058175137784,0.7867162897223018,0.0037217291726309764,0.06069281419982823,0.11308330947609505,1812,484800.0,80306.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6792452830188679,36.0,0.0,0.0,0.3207547169811321,17.0,36.0,0
333,6013357000,19.5,4.1,0.6539735099337748,0.6785058175137784,0.7867162897223018,0.0037217291726309764,0.06069281419982823,0.11308330947609505,1812,484800.0,80306.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6792452830188679,36.0,0.0,0.0,0.3207547169811321,17.0,36.0,0
334,6013358000,11.8,16.9,0.7393048128342246,0.5767419962335216,0.4347525095188647,0.1656282450674974,0.11457251644167532,0.23710626514364833,2244,476900.0,47435.0,eligible,Contra Costa County,mod,0.5891472868217055,76.0,0.0,0.0,0.4108527131782946,53.0,0.0,0.0,129.0,1
335,6013358000,11.8,16.9,0.7393048128342246,0.5767419962335216,0.4347525095188647,0.1656282450674974,0.11457251644167532,0.23710626514364833,2244,476900.0,47435.0,eligible,Contra Costa County,mod,0.5891472868217055,76.0,0.0,0.0,0.4108527131782946,53.0,0.0,0.0,129.0,1
336,6013358000,11.8,16.9,0.7393048128342246,0.5767419962335216,0.4347525095188647,0.1656282450674974,0.11457251644167532,0.23710626514364833,2244,476900.0,47435.0,eligible,Contra Costa County,mod,0.5891472868217055,76.0,0.0,0.0,0.4108527131782946,53.0,0.0,0.0,129.0,1
337,6013358000,11.8,16.9,0.7393048128342246,0.5767419962335216,0.4347525095188647,0.1656282450674974,0.11457251644167532,0.23710626514364833,2244,476900.0,47435.0,eligible,Contra Costa County,mod,0.5891472868217055,76.0,0.0,0.0,0.4108527131782946,53.0,0.0,0.0,129.0,1
338,6013359101,32.0,1.7,0.7399369968498425,0.7595917595917596,0.2736704685996977,0.17060601896385874,0.38711007283221105,0.0916586505428061,5714,535000.0,82054.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6119402985074627,328.0,0.0,0.0,0.3880597014925373,208.0,328.0,0
339,6013359101,32.0,1.7,0.7399369968498425,0.7595917595917596,0.2736704685996977,0.17060601896385874,0.38711007283221105,0.0916586505428061,5714,535000.0,82054.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6119402985074627,328.0,0.0,0.0,0.3880597014925373,208.0,328.0,0
340,6013359101,32.0,1.7,0.7399369968498425,0.7595917595917596,0.2736704685996977,0.17060601896385874,0.38711007283221105,0.0916586505428061,5714,535000.0,82054.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6119402985074627,328.0,0.0,0.0,0.3880597014925373,208.0,328.0,0
341,6013359101,32.0,1.7,0.7399369968498425,0.7595917595917596,0.2736704685996977,0.17060601896385874,0.38711007283221105,0.0916586505428061,5714,535000.0,82054.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6119402985074627,328.0,0.0,0.0,0.3880597014925373,208.0,328.0,0
342,6013359203,25.9,9.7,0.8159385113268608,0.7783171521035599,0.2087378640776699,0.22506619593998234,0.3692262430126508,0.16328331862312445,2472,443500.0,79063.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6635514018691588,142.0,0.0,0.0,0.3364485981308411,72.0,142.0,0
343,6013359203,25.9,9.7,0.8159385113268608,0.7783171521035599,0.2087378640776699,0.22506619593998234,0.3692262430126508,0.16328331862312445,2472,443500.0,79063.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6635514018691588,142.0,0.0,0.0,0.3364485981308411,72.0,142.0,0
344,6013361000,25.9,6.4,0.6895604395604396,0.6620341124447252,0.48797482580355134,0.13576084513373793,0.2092605079793212,0.12564621263205214,1820,455200.0,71951.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4830508474576271,57.0,0.0,0.0,0.5169491525423728,61.0,57.0,0
345,6013361000,25.9,6.4,0.6895604395604396,0.6620341124447252,0.48797482580355134,0.13576084513373793,0.2092605079793212,0.12564621263205214,1820,455200.0,71951.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4830508474576271,57.0,0.0,0.0,0.5169491525423728,61.0,57.0,0
346,6013361000,25.9,6.4,0.6895604395604396,0.6620341124447252,0.48797482580355134,0.13576084513373793,0.2092605079793212,0.12564621263205214,1820,455200.0,71951.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4830508474576271,57.0,0.0,0.0,0.5169491525423728,61.0,57.0,0
347,6013361000,25.9,6.4,0.6895604395604396,0.6620341124447252,0.48797482580355134,0.13576084513373793,0.2092605079793212,0.12564621263205214,1820,455200.0,71951.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4830508474576271,57.0,0.0,0.0,0.5169491525423728,61.0,57.0,0
348,6013362000,34.7,1.9,0.9835294117647059,0.824,0.6878842676311031,0.09258589511754069,0.15406871609403255,0.03363471971066908,1275,441900.0,91685.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7358490566037735,39.0,0.0,0.0,0.2641509433962264,14.0,39.0,0
349,6013362000,34.7,1.9,0.9835294117647059,0.824,0.6878842676311031,0.09258589511754069,0.15406871609403255,0.03363471971066908,1275,441900.0,91685.0,not eligible,Contra Costa County,mid,0.0,0.0,0.7358490566037735,39.0,0.0,0.0,0.2641509433962264,14.0,39.0,0
350,6013363000,21.6,4.0,0.79632777966678,0.636112071947423,0.3754721435316336,0.22013692162417375,0.1306657223796034,0.17457507082152973,2941,451300.0,70951.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4657534246575342,102.0,0.0,0.0,0.5342465753424658,117.0,102.0,0
351,6013363000,21.6,4.0,0.79632777966678,0.636112071947423,0.3754721435316336,0.22013692162417375,0.1306657223796034,0.17457507082152973,2941,451300.0,70951.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4657534246575342,102.0,0.0,0.0,0.5342465753424658,117.0,102.0,0
352,6013363000,21.6,4.0,0.79632777966678,0.636112071947423,0.3754721435316336,0.22013692162417375,0.1306657223796034,0.17457507082152973,2941,451300.0,70951.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4657534246575342,102.0,0.0,0.0,0.5342465753424658,117.0,102.0,0
353,6013364001,11.9,6.0,0.8467023172905526,0.834131736526946,0.22957695113056165,0.038293216630196934,0.19730123997082422,0.4919766593727206,1683,389100.0,66875.0,not eligible,Contra Costa County,mid,0.0,0.0,0.3809523809523809,56.0,0.0,0.0,0.6190476190476191,91.0,56.0,0
354,6013364001,11.9,6.0,0.8467023172905526,0.834131736526946,0.22957695113056165,0.038293216630196934,0.19730123997082422,0.4919766593727206,1683,389100.0,66875.0,not eligible,Contra Costa County,mid,0.0,0.0,0.3809523809523809,56.0,0.0,0.0,0.6190476190476191,91.0,56.0,0
355,6013364002,8.2,5.6,0.8252662149080349,0.7112927950945325,0.29925584691708007,0.18072289156626506,0.12863217576187103,0.35931963146704465,2066,466400.0,67648.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5034965034965035,72.0,0.0,0.0,0.4965034965034965,71.0,72.0,0
356,6013364002,8.2,5.6,0.8252662149080349,0.7112927950945325,0.29925584691708007,0.18072289156626506,0.12863217576187103,0.35931963146704465,2066,466400.0,67648.0,not eligible,Contra Costa County,mid,0.0,0.0,0.5034965034965035,72.0,0.0,0.0,0.4965034965034965,71.0,72.0,0
357,6013365001,23.6,2.0,0.4288950415303297,0.42214727374929734,0.13926499032882012,0.2725430597771023,0.3357281016855485,0.21405544809800128,3973,483600.0,79127.0,eligible,Contra Costa County,mod,0.6687306501547987,216.0,0.0,0.0,0.33126934984520123,107.0,0.0,0.0,323.0,1
358,6013365001,23.6,2.0,0.4288950415303297,0.42214727374929734,0.13926499032882012,0.2725430597771023,0.3357281016855485,0.21405544809800128,3973,483600.0,79127.0,eligible,Contra Costa County,mod,0.6687306501547987,216.0,0.0,0.0,0.33126934984520123,107.0,0.0,0.0,323.0,1
359,6013365002,10.8,22.1,0.5516811955168119,0.47360594795539035,0.021396851029471135,0.30440048445700446,0.10395639886960033,0.5363342753330642,1606,371600.0,37330.0,eligible,Contra Costa County,low,0.2676056338028169,57.0,0.0,0.0,0.7323943661971831,156.0,0.0,0.0,213.0,1
360,6013365002,10.8,22.1,0.5516811955168119,0.47360594795539035,0.021396851029471135,0.30440048445700446,0.10395639886960033,0.5363342753330642,1606,371600.0,37330.0,eligible,Contra Costa County,low,0.2676056338028169,57.0,0.0,0.0,0.7323943661971831,156.0,0.0,0.0,213.0,1
361,6013366001,9.0,3.8,0.7751605995717344,0.6308724832214765,0.1846602751146311,0.10650270946227595,0.2121717382242601,0.4870779491454773,1401,387500.0,60694.0,eligible,Contra Costa County,mod,0.2698412698412698,34.0,0.0,0.0,0.7301587301587301,92.0,0.0,0.0,126.0,1
362,6013366001,9.0,3.8,0.7751605995717344,0.6308724832214765,0.1846602751146311,0.10650270946227595,0.2121717382242601,0.4870779491454773,1401,387500.0,60694.0,eligible,Contra Costa County,mod,0.2698412698412698,34.0,0.0,0.0,0.7301587301587301,92.0,0.0,0.0,126.0,1
363,6013367100,19.4,7.4,0.5650557620817844,0.5599588265568708,0.09188846641318124,0.5308407266582171,0.17046894803548795,0.17131389945078157,2152,432700.0,55799.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4153846153846154,54.0,0.0,0.0,0.5846153846153846,76.0,54.0,0
364,6013367100,19.4,7.4,0.5650557620817844,0.5599588265568708,0.09188846641318124,0.5308407266582171,0.17046894803548795,0.17131389945078157,2152,432700.0,55799.0,not eligible,Contra Costa County,mid,0.0,0.0,0.4153846153846154,54.0,0.0,0.0,0.5846153846153846,76.0,54.0,0
365,6013367200,14.1,9.0,0.7151196730881495,0.6758747697974218,0.09848047701481054,0.1298326601269475,0.30044239276783996,0.4225812656280054,1713,430300.0,52739.0,eligible,Contra Costa County,mod,0.4144736842105263,63.0,0.0,0.0,0.5855263157894737,89.0,0.0,0.0,152.0,1
366,6013367200,14.1,9.0,0.7151196730881495,0.6758747697974218,0.09848047701481054,0.1298326601269475,0.30044239276783996,0.4225812656280054,1713,430300.0,52739.0,eligible,Contra Costa County,mod,0.4144736842105263,63.0,0.0,0.0,0.5855263157894737,89.0,0.0,0.0,152.0,1
367,6013367200,14.1,9.0,0.7151196730881495,0.6758747697974218,0.09848047701481054,0.1298326601269475,0.30044239276783996,0.4225812656280054,1713,430300.0,52739.0,eligible,Contra Costa County,mod,0.4144736842105263,63.0,0.0,0.0,0.5855263157894737,89.0,0.0,0.0,152.0,1
368,6013369001,14.8,16.2,0.24718706047819972,0.38384615384615384,0.1838466803559206,0.24626967830253252,0.1971252566735113,0.3359342915811088,2844,331100.0,40685.0,eligible,Contra Costa County,mod,0.3684210526315789,21.0,0.0,0.0,0.631578947368421,36.0,0.0,0.0,57.0,1
369,6013369002,16.9,8.9,0.7085088458298231,0.5418943533697632,0.343036109064112,0.15143699336772293,0.18312453942520265,0.25534266764922625,1187,450000.0,59781.0,eligible,Contra Costa County,mod,0.463768115942029,32.0,0.0,0.0,0.5362318840579711,37.0,0.0,0.0,69.0,1
370,6013369002,16.9,8.9,0.7085088458298231,0.5418943533697632,0.343036109064112,0.15143699336772293,0.18312453942520265,0.25534266764922625,1187,450000.0,59781.0,eligible,Contra Costa County,mod,0.463768115942029,32.0,0.0,0.0,0.5362318840579711,37.0,0.0,0.0,69.0,1
371,6013369002,16.9,8.9,0.7085088458298231,0.5418943533697632,0.343036109064112,0.15143699336772293,0.18312453942520265,0.25534266764922625,1187,450000.0,59781.0,eligible,Contra Costa County,mod,0.463768115942029,32.0,0.0,0.0,0.5362318840579711,37.0,0.0,0.0,69.0,1
372,6013369002,16.9,8.9,0.7085088458298231,0.5418943533697632,0.343036109064112,0.15143699336772293,0.18312453942520265,0.25534266764922625,1187,450000.0,59781.0,eligible,Contra Costa County,mod,0.463768115942029,32.0,0.0,0.0,0.5362318840579711,37.0,0.0,0.0,69.0,1
373,6013370000,20.2,2.0,0.8777327935222672,0.7382779198635976,0.4269162210338681,0.15062388591800357,0.14795008912655971,0.24985145573380868,1235,467900.0,67212.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6904761904761905,58.0,0.0,0.0,0.30952380952380953,26.0,58.0,0
374,6013370000,20.2,2.0,0.8777327935222672,0.7382779198635976,0.4269162210338681,0.15062388591800357,0.14795008912655971,0.24985145573380868,1235,467900.0,67212.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6904761904761905,58.0,0.0,0.0,0.30952380952380953,26.0,58.0,0
375,6013370000,20.2,2.0,0.8777327935222672,0.7382779198635976,0.4269162210338681,0.15062388591800357,0.14795008912655971,0.24985145573380868,1235,467900.0,67212.0,not eligible,Contra Costa County,mid,0.0,0.0,0.6904761904761905,58.0,0.0,0.0,0.30952380952380953,26.0,58.0,0
376,6013371000,17.6,8.4,0.7621696801112656,0.6462075848303394,0.30734716769489623,0.14021312394840157,0.17554683118339875,0.3492241540474855,2157,425200.0,52337.0,eligible,Contra Costa County,mod,0.4112903225806452,51.0,0.0,0.0,0.5887096774193549,73.0,0.0,0.0,124.0,1
377,6013373000,8.3,14.0,0.7248,0.6701940035273368,0.07255369928400955,0.12649164677804295,0.11885441527446301,0.6756563245823389,1250,361800.0,40450.0,eligible,Contra Costa County,mod,0.21904761904761905,23.0,0.0,0.0,0.7809523809523811,82.0,0.0,0.0,105.0,1
378,6013373000,8.3,14.0,0.7248,0.6701940035273368,0.07255369928400955,0.12649164677804295,0.11885441527446301,0.6756563245823389,1250,361800.0,40450.0,eligible,Contra Costa County,mod,0.21904761904761905,23.0,0.0,0.0,0.7809523809523811,82.0,0.0,0.0,105.0,1
