Place Name,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",STATEFP00,COUNTYFP00,FIPS state,Period
Boyes Hot Springs CDP,0.7349656945986867,62.4,0.1876543209876543,15.2,0.06503430540131346,5.6,0.012345679012345677,1.0,6.0,97.0,6.0,recovery 2013-2017
Brisbane city,0.23211050853907994,7.6,0.6311763244801198,44.0,0.06788949146092002,2.3,0.0688236755198802,3.85,6.0,81.0,6.0,recovery 2013-2017
Broadmoor CDP,0.0,0.0,0.9145891982030141,55.4,0.0,0.0,0.08541080179698599,5.2,6.0,81.0,6.0,recovery 2013-2017
Buena Vista CDP,0.8970901859886322,36.4,0.0,0.0,0.10290981401136783,4.4,0.0,0.0,6.0,85.0,6.0,recovery 2013-2017
Burbank CDP,0.6889399849798763,37.8,0.2423141470664512,22.35,0.061060015020123516,3.35,0.007685852933548785,0.7,6.0,85.0,6.0,recovery 2013-2017
Burlingame city,0.017829457364341085,1.5333333333333334,0.952026848536505,57.46666666666667,0.004392764857881136,0.37777777777777777,0.025750929241272737,1.9111111111111112,6.0,81.0,6.0,recovery 2013-2017
Calistoga city,0.6687147996075724,44.2,0.16206896551724137,9.4,0.1312852003924276,9.2,0.03793103448275862,2.2,6.0,55.0,6.0,recovery 2013-2017
Cambrian Park CDP,0.0,0.0,0.9609653331508105,103.53333333333333,0.0,0.0,0.03903466684918959,4.8,6.0,85.0,6.0,recovery 2013-2017
Campbell city,0.14230970243392552,8.6,0.8057189749148908,62.31764705882353,0.010631474036662723,0.6470588235294118,0.04133984861452102,3.6705882352941175,6.0,85.0,6.0,recovery 2013-2017
Castro Valley CDP,0.2228165669636641,10.538461538461538,0.6693412912077854,55.30769230769231,0.03872189457479746,1.6153846153846154,0.06912024725375304,6.1692307692307695,6.0,1.0,6.0,recovery 2013-2017
Cherryland CDP,0.6286069652741566,89.0,0.20063362663906142,13.4,0.10472636805917677,11.533333333333333,0.06603304002760525,4.266666666666667,6.0,1.0,6.0,recovery 2013-2017
Clayton city,0.0,0.0,0.896418770568052,159.7,0.0,0.0,0.10358122943194799,18.3,6.0,13.0,6.0,recovery 2013-2017
Clyde CDP,0.0,0.0,0.6633938641643974,59.2,0.0,0.0,0.3366061358356026,29.8,6.0,13.0,6.0,recovery 2013-2017
Colma town,0.16744186046511628,7.2,0.572410602910603,22.8,0.03255813953488372,1.4,0.2275893970893971,9.4,6.0,81.0,6.0,recovery 2013-2017
Concord city,0.20965962197886923,20.571428571428573,0.5859880967761711,78.58095238095238,0.11414990183065463,9.914285714285715,0.09020237941430502,11.628571428571428,6.0,13.0,6.0,recovery 2013-2017
Corte Madera town,0.0,0.0,0.9417658623083882,89.0,0.0,0.0,0.05823413769161179,5.6,6.0,41.0,6.0,recovery 2013-2017
Cotati city,0.11391625265800615,11.233333333333333,0.6866519203978972,50.8,0.052750414008660505,5.466666666666667,0.1466814129354361,10.7,6.0,97.0,6.0,recovery 2013-2017
Crockett CDP,0.23413192310115072,24.066666666666666,0.520300655814764,31.666666666666668,0.0992014102321826,10.266666666666667,0.1463660108519026,8.466666666666667,6.0,13.0,6.0,recovery 2013-2017
Cupertino city,0.05253376177672853,3.2666666666666666,0.9359006149670339,42.29333333333334,0.0007995715566048047,0.05333333333333334,0.01076605169963278,0.52,6.0,85.0,6.0,recovery 2013-2017
Daly City city,0.2220338629149628,6.6767676767676765,0.6450335572441809,37.21212121212121,0.04059239971129982,1.3232323232323233,0.09234018012955632,5.373737373737374,6.0,81.0,6.0,recovery 2013-2017
Danville town,0.0,0.0,0.9746566625358926,153.93333333333334,0.0,0.0,0.025343337464107506,3.8666666666666667,6.0,13.0,6.0,recovery 2013-2017
Deer Park CDP,0.0,0.0,0.9364618877185176,54.8,0.0,0.0,0.06353811228148257,3.8,6.0,55.0,6.0,recovery 2013-2017
Diablo CDP,0.0,0.0,0.989917326754101,156.8,0.0,0.0,0.0100826732458988,1.6,6.0,13.0,6.0,recovery 2013-2017
Dillon Beach CDP,0.2,7.6,0.7702599742599744,36.0,0.0,0.0,0.02974002574002574,1.2,6.0,41.0,6.0,recovery 2013-2017
Dixon city,0.0,0.0,0.8633600604659698,80.6,0.0,0.0,0.13663993953403036,14.8,6.0,95.0,6.0,recovery 2013-2017
Dublin city,0.0,0.0,0.9574708904306811,146.13333333333333,0.0,0.0,0.042529109569318616,6.533333333333333,6.0,1.0,6.0,recovery 2013-2017
East Foothills CDP,0.387088639529258,24.5,0.47273690150477443,35.1,0.11291136047074207,7.0,0.027263098495225513,2.1333333333333333,6.0,85.0,6.0,recovery 2013-2017
East Palo Alto city,0.8525789137631457,50.5,0.0,0.0,0.14742108623685451,7.9,0.0,0.0,6.0,81.0,6.0,recovery 2013-2017
East Richmond Heights CDP,0.08788156288156287,6.25,0.7701184509109888,51.3,0.012118437118437117,1.0,0.12988154908901117,8.4,6.0,13.0,6.0,recovery 2013-2017
