GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US06001408700,06001408700,"Census Tract 4087, Alameda County, California",2322,155,1104,176,1218,216
1400000US06001408800,06001408800,"Census Tract 4088, Alameda County, California",1527,129,671,191,856,155
1400000US06001408900,06001408900,"Census Tract 4089, Alameda County, California",949,94,343,87,606,116
1400000US06001409000,06001409000,"Census Tract 4090, Alameda County, California",1026,91,583,113,443,129
1400000US06001409100,06001409100,"Census Tract 4091, Alameda County, California",694,43,480,86,214,92
1400000US06001409200,06001409200,"Census Tract 4092, Alameda County, California",782,77,473,92,309,98
1400000US06001409300,06001409300,"Census Tract 4093, Alameda County, California",1704,98,708,156,996,144
1400000US06001409400,06001409400,"Census Tract 4094, Alameda County, California",1134,98,489,97,645,143
1400000US06001409500,06001409500,"Census Tract 4095, Alameda County, California",822,103,327,88,495,119
1400000US06001409600,06001409600,"Census Tract 4096, Alameda County, California",1477,128,761,107,716,129
1400000US06001409700,06001409700,"Census Tract 4097, Alameda County, California",1574,112,468,95,1106,136
1400000US06001409800,06001409800,"Census Tract 4098, Alameda County, California",1287,76,799,88,488,96
1400000US06001409900,06001409900,"Census Tract 4099, Alameda County, California",1375,91,1276,110,99,68
1400000US06001410000,06001410000,"Census Tract 4100, Alameda County, California",1202,66,1078,86,124,64
1400000US06001410100,06001410100,"Census Tract 4101, Alameda County, California",963,85,542,102,421,114
1400000US06001410200,06001410200,"Census Tract 4102, Alameda County, California",1049,107,457,92,592,116
1400000US06001410300,06001410300,"Census Tract 4103, Alameda County, California",1042,80,461,120,581,119
1400000US06001410400,06001410400,"Census Tract 4104, Alameda County, California",1246,77,800,131,446,135
1400000US06001420100,06001420100,"Census Tract 4201, Alameda County, California",834,44,647,69,187,59
1400000US06001420200,06001420200,"Census Tract 4202, Alameda County, California",1071,97,345,68,726,112
1400000US06001420300,06001420300,"Census Tract 4203, Alameda County, California",1860,89,1102,141,758,139
1400000US06001420400,06001420400,"Census Tract 4204, Alameda County, California",701,93,8,12,693,92
1400000US06001420500,06001420500,"Census Tract 4205, Alameda County, California",788,67,396,82,392,85
1400000US06001420600,06001420600,"Census Tract 4206, Alameda County, California",1189,64,930,83,259,84
1400000US06001421100,06001421100,"Census Tract 4211, Alameda County, California",736,66,699,70,37,25
1400000US06001421200,06001421200,"Census Tract 4212, Alameda County, California",1287,74,1224,84,63,50
1400000US06001421300,06001421300,"Census Tract 4213, Alameda County, California",1503,80,1317,89,186,63
1400000US06001421400,06001421400,"Census Tract 4214, Alameda County, California",623,42,495,62,128,62
1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",1435,88,1183,111,252,100
1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",1502,78,1135,102,367,90
1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",1510,80,570,97,940,106
1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",800,70,560,85,240,69
1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",1558,82,919,89,639,89
1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",435,74,209,66,226,79
1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",844,117,408,67,436,106
1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",1473,81,654,112,819,120
1400000US06001422300,06001422300,"Census Tract 4223, Alameda County, California",1413,115,603,109,810,111
1400000US06001422400,06001422400,"Census Tract 4224, Alameda County, California",2001,108,254,91,1747,132
1400000US06001422500,06001422500,"Census Tract 4225, Alameda County, California",1447,92,276,69,1171,110
1400000US06001422600,06001422600,"Census Tract 4226, Alameda County, California",24,13,0,132,24,13
1400000US06001422700,06001422700,"Census Tract 4227, Alameda County, California",916,81,163,34,753,85
1400000US06001422800,06001422800,"Census Tract 4228, Alameda County, California",1208,118,7,11,1201,118
1400000US06001422900,06001422900,"Census Tract 4229, Alameda County, California",1445,95,25,25,1420,98
1400000US06001423000,06001423000,"Census Tract 4230, Alameda County, California",1831,136,826,110,1005,142
1400000US06001423100,06001423100,"Census Tract 4231, Alameda County, California",1641,100,667,94,974,106
1400000US06001423200,06001423200,"Census Tract 4232, Alameda County, California",960,88,354,65,606,96
1400000US06001423300,06001423300,"Census Tract 4233, Alameda County, California",1399,105,861,107,538,105
1400000US06001423400,06001423400,"Census Tract 4234, Alameda County, California",1781,140,726,145,1055,164
1400000US06001423500,06001423500,"Census Tract 4235, Alameda County, California",1246,63,514,94,732,106
1400000US06001423601,06001423601,"Census Tract 4236.01, Alameda County, California",1125,70,410,76,715,90
1400000US06001423602,06001423602,"Census Tract 4236.02, Alameda County, California",2037,159,320,95,1717,165
1400000US06001423700,06001423700,"Census Tract 4237, Alameda County, California",1110,92,409,72,701,107
1400000US06001423800,06001423800,"Census Tract 4238, Alameda County, California",1228,79,957,78,271,74
1400000US06001423901,06001423901,"Census Tract 4239.01, Alameda County, California",793,67,368,68,425,91
1400000US06001423902,06001423902,"Census Tract 4239.02, Alameda County, California",755,35,394,99,361,97
1400000US06001424001,06001424001,"Census Tract 4240.01, Alameda County, California",1242,102,229,79,1013,143
1400000US06001424002,06001424002,"Census Tract 4240.02, Alameda County, California",771,69,326,74,445,84
1400000US06001425100,06001425100,"Census Tract 4251, Alameda County, California",5261,339,1829,248,3432,331
1400000US06001426100,06001426100,"Census Tract 4261, Alameda County, California",1922,95,1765,114,157,78
1400000US06001426200,06001426200,"Census Tract 4262, Alameda County, California",1481,91,1242,95,239,90
1400000US06001427100,06001427100,"Census Tract 4271, Alameda County, California",1422,45,967,124,455,128
1400000US06001427200,06001427200,"Census Tract 4272, Alameda County, California",1443,98,536,96,907,130
1400000US06001427300,06001427300,"Census Tract 4273, Alameda County, California",1970,102,854,145,1116,158
1400000US06001427400,06001427400,"Census Tract 4274, Alameda County, California",448,83,212,74,236,73
1400000US06001427500,06001427500,"Census Tract 4275, Alameda County, California",280,61,0,132,280,61
1400000US06001427600,06001427600,"Census Tract 4276, Alameda County, California",1241,129,218,67,1023,127
1400000US06001427700,06001427700,"Census Tract 4277, Alameda County, California",2232,129,852,115,1380,160
1400000US06001427800,06001427800,"Census Tract 4278, Alameda County, California",1909,106,802,143,1107,159
1400000US06001427900,06001427900,"Census Tract 4279, Alameda County, California",2094,89,816,116,1278,128
1400000US06001428000,06001428000,"Census Tract 4280, Alameda County, California",1265,92,152,52,1113,99
1400000US06001428100,06001428100,"Census Tract 4281, Alameda County, California",1896,121,973,120,923,135
1400000US06001428200,06001428200,"Census Tract 4282, Alameda County, California",2409,168,1448,153,961,179
1400000US06001428301,06001428301,"Census Tract 4283.01, Alameda County, California",2162,126,1813,131,349,108
1400000US06001428302,06001428302,"Census Tract 4283.02, Alameda County, California",2441,101,2156,144,285,106
1400000US06001428400,06001428400,"Census Tract 4284, Alameda County, California",1746,118,545,86,1201,148
1400000US06001428500,06001428500,"Census Tract 4285, Alameda County, California",1378,65,477,70,901,91
1400000US06001428600,06001428600,"Census Tract 4286, Alameda County, California",1494,71,802,109,692,111
1400000US06001430100,06001430100,"Census Tract 4301, Alameda County, California",3062,103,2669,157,393,142
1400000US06001430200,06001430200,"Census Tract 4302, Alameda County, California",2305,83,2126,110,179,81
1400000US06001430300,06001430300,"Census Tract 4303, Alameda County, California",1261,48,1135,74,126,58
1400000US06001430400,06001430400,"Census Tract 4304, Alameda County, California",747,20,723,30,24,21
1400000US06001430500,06001430500,"Census Tract 4305, Alameda County, California",1978,117,1214,176,764,188
1400000US06001430600,06001430600,"Census Tract 4306, Alameda County, California",2023,113,1813,153,210,95
1400000US06001430700,06001430700,"Census Tract 4307, Alameda County, California",1243,91,1031,92,212,88
1400000US06001430800,06001430800,"Census Tract 4308, Alameda County, California",2088,80,1583,113,505,106
1400000US06001430900,06001430900,"Census Tract 4309, Alameda County, California",1795,86,249,72,1546,109
1400000US06001431000,06001431000,"Census Tract 4310, Alameda County, California",1174,46,563,80,611,91
1400000US06001431100,06001431100,"Census Tract 4311, Alameda County, California",1293,70,503,88,790,99
1400000US06001431200,06001431200,"Census Tract 4312, Alameda County, California",2475,152,1046,196,1429,205
1400000US06001432100,06001432100,"Census Tract 4321, Alameda County, California",1195,72,970,92,225,79
1400000US06001432200,06001432200,"Census Tract 4322, Alameda County, California",1349,94,597,84,752,107
1400000US06001432300,06001432300,"Census Tract 4323, Alameda County, California",1283,95,878,119,405,92
1400000US06001432400,06001432400,"Census Tract 4324, Alameda County, California",1558,104,835,124,723,138
1400000US06001432500,06001432500,"Census Tract 4325, Alameda County, California",2587,85,1598,182,989,172
1400000US06001432600,06001432600,"Census Tract 4326, Alameda County, California",2669,108,764,132,1905,163
1400000US06001432700,06001432700,"Census Tract 4327, Alameda County, California",961,41,712,76,249,83
1400000US06001432800,06001432800,"Census Tract 4328, Alameda County, California",1293,69,1110,85,183,80
1400000US06001433000,06001433000,"Census Tract 4330, Alameda County, California",1246,54,1024,94,222,89
1400000US06001433101,06001433101,"Census Tract 4331.01, Alameda County, California",2809,144,762,171,2047,185
1400000US06001433102,06001433102,"Census Tract 4331.02, Alameda County, California",1167,49,738,107,429,117
1400000US06001433200,06001433200,"Census Tract 4332, Alameda County, California",2397,95,997,117,1400,128
1400000US06001433300,06001433300,"Census Tract 4333, Alameda County, California",1908,82,1608,128,300,110
1400000US06001433400,06001433400,"Census Tract 4334, Alameda County, California",1994,88,1754,135,240,102
1400000US06001433500,06001433500,"Census Tract 4335, Alameda County, California",1198,67,1050,84,148,68
1400000US06001433600,06001433600,"Census Tract 4336, Alameda County, California",1873,91,1046,146,827,142
1400000US06001433700,06001433700,"Census Tract 4337, Alameda County, California",842,119,382,98,460,115
1400000US06001433800,06001433800,"Census Tract 4338, Alameda County, California",2341,140,1113,150,1228,172
1400000US06001433900,06001433900,"Census Tract 4339, Alameda County, California",1937,125,421,136,1516,156
1400000US06001434000,06001434000,"Census Tract 4340, Alameda County, California",1569,84,572,123,997,145
1400000US06001435101,06001435101,"Census Tract 4351.01, Alameda County, California",3714,180,2311,203,1403,219
1400000US06001435102,06001435102,"Census Tract 4351.02, Alameda County, California",1694,147,1197,136,497,210
1400000US06001435200,06001435200,"Census Tract 4352, Alameda County, California",1296,86,998,115,298,108
1400000US06001435300,06001435300,"Census Tract 4353, Alameda County, California",1615,107,596,91,1019,143
1400000US06001435400,06001435400,"Census Tract 4354, Alameda County, California",1949,134,537,97,1412,150
1400000US06001435500,06001435500,"Census Tract 4355, Alameda County, California",1385,85,439,90,946,105
1400000US06001435600,06001435600,"Census Tract 4356, Alameda County, California",2929,141,1064,208,1865,219
1400000US06001435700,06001435700,"Census Tract 4357, Alameda County, California",1355,91,971,123,384,120
1400000US06001435800,06001435800,"Census Tract 4358, Alameda County, California",1588,48,1221,120,367,125
1400000US06001435900,06001435900,"Census Tract 4359, Alameda County, California",1591,58,1353,128,238,117
1400000US06001436000,06001436000,"Census Tract 4360, Alameda County, California",1312,84,1077,120,235,95
1400000US06001436100,06001436100,"Census Tract 4361, Alameda County, California",1683,77,899,116,784,125
1400000US06001436200,06001436200,"Census Tract 4362, Alameda County, California",996,100,238,75,758,110
1400000US06001436300,06001436300,"Census Tract 4363, Alameda County, California",1884,126,675,101,1209,145
1400000US06001436401,06001436401,"Census Tract 4364.01, Alameda County, California",2623,149,1636,187,987,188
1400000US06001436402,06001436402,"Census Tract 4364.02, Alameda County, California",990,82,935,84,55,63
1400000US06001436500,06001436500,"Census Tract 4365, Alameda County, California",1673,102,422,78,1251,140
1400000US06001436601,06001436601,"Census Tract 4366.01, Alameda County, California",1939,94,717,109,1222,134
1400000US06001436602,06001436602,"Census Tract 4366.02, Alameda County, California",1481,110,399,98,1082,151
1400000US06001436700,06001436700,"Census Tract 4367, Alameda County, California",1094,56,660,111,434,115
1400000US06001436800,06001436800,"Census Tract 4368, Alameda County, California",1296,99,698,131,598,144
1400000US06001436900,06001436900,"Census Tract 4369, Alameda County, California",1719,124,834,128,885,127
1400000US06001437000,06001437000,"Census Tract 4370, Alameda County, California",1113,100,936,81,177,94
1400000US06001437100,06001437100,"Census Tract 4371, Alameda County, California",3054,166,2352,205,702,225
1400000US06001437200,06001437200,"Census Tract 4372, Alameda County, California",2052,128,1446,145,606,157
1400000US06001437300,06001437300,"Census Tract 4373, Alameda County, California",804,97,542,87,262,104
1400000US06001437400,06001437400,"Census Tract 4374, Alameda County, California",965,33,702,108,263,96
1400000US06001437500,06001437500,"Census Tract 4375, Alameda County, California",1119,85,290,79,829,102
1400000US06001437600,06001437600,"Census Tract 4376, Alameda County, California",889,61,560,101,329,102
1400000US06001437700,06001437700,"Census Tract 4377, Alameda County, California",1800,162,280,124,1520,193
1400000US06001437800,06001437800,"Census Tract 4378, Alameda County, California",1225,95,930,105,295,91
1400000US06001437900,06001437900,"Census Tract 4379, Alameda County, California",609,105,296,65,313,105
1400000US06001438000,06001438000,"Census Tract 4380, Alameda County, California",1076,69,750,92,326,88
1400000US06001438100,06001438100,"Census Tract 4381, Alameda County, California",2051,103,1728,179,323,150
1400000US06001438201,06001438201,"Census Tract 4382.01, Alameda County, California",1165,83,996,118,169,96
1400000US06001438202,06001438202,"Census Tract 4382.02, Alameda County, California",3067,136,2666,195,401,177
1400000US06001438300,06001438300,"Census Tract 4383, Alameda County, California",949,56,793,83,156,74
1400000US06001438400,06001438400,"Census Tract 4384, Alameda County, California",754,19,705,49,49,47
1400000US06001440100,06001440100,"Census Tract 4401, Alameda County, California",676,90,482,92,194,73
1400000US06001440200,06001440200,"Census Tract 4402, Alameda County, California",1542,105,848,125,694,145
1400000US06001440301,06001440301,"Census Tract 4403.01, Alameda County, California",2086,149,1646,161,440,175
1400000US06001440302,06001440302,"Census Tract 4403.02, Alameda County, California",1920,120,1575,148,345,137
1400000US06001440304,06001440304,"Census Tract 4403.04, Alameda County, California",1330,93,1008,102,322,86
1400000US06001440305,06001440305,"Census Tract 4403.05, Alameda County, California",1060,66,854,106,206,83
1400000US06001440306,06001440306,"Census Tract 4403.06, Alameda County, California",973,79,742,87,231,72
1400000US06001440307,06001440307,"Census Tract 4403.07, Alameda County, California",1504,136,1270,141,234,78
1400000US06001440308,06001440308,"Census Tract 4403.08, Alameda County, California",1977,142,1179,174,798,179
1400000US06001440309,06001440309,"Census Tract 4403.09, Alameda County, California",3107,145,2145,172,962,153
1400000US06001440331,06001440331,"Census Tract 4403.31, Alameda County, California",807,118,461,110,346,114
1400000US06001440332,06001440332,"Census Tract 4403.32, Alameda County, California",913,56,863,71,50,36
1400000US06001441100,06001441100,"Census Tract 4411, Alameda County, California",1462,103,1099,133,363,111
1400000US06001441200,06001441200,"Census Tract 4412, Alameda County, California",2391,111,1449,153,942,156
1400000US06001441301,06001441301,"Census Tract 4413.01, Alameda County, California",1036,78,539,75,497,86
1400000US06001441302,06001441302,"Census Tract 4413.02, Alameda County, California",1695,98,1195,127,500,113
1400000US06001441401,06001441401,"Census Tract 4414.01, Alameda County, California",2188,118,1649,155,539,158
1400000US06001441402,06001441402,"Census Tract 4414.02, Alameda County, California",1516,103,1220,110,296,87
1400000US06001441501,06001441501,"Census Tract 4415.01, Alameda County, California",1741,77,1556,111,185,90
1400000US06001441503,06001441503,"Census Tract 4415.03, Alameda County, California",3938,125,2541,178,1397,165
1400000US06001441521,06001441521,"Census Tract 4415.21, Alameda County, California",1741,55,1429,113,312,103
1400000US06001441522,06001441522,"Census Tract 4415.22, Alameda County, California",1405,42,1139,93,266,93
1400000US06001441601,06001441601,"Census Tract 4416.01, Alameda County, California",1347,69,1035,108,312,97
1400000US06001441602,06001441602,"Census Tract 4416.02, Alameda County, California",2129,107,1216,155,913,161
1400000US06001441700,06001441700,"Census Tract 4417, Alameda County, California",2237,178,1463,185,774,189
1400000US06001441800,06001441800,"Census Tract 4418, Alameda County, California",2281,73,1251,154,1030,149
1400000US06001441901,06001441901,"Census Tract 4419.01, Alameda County, California",4747,245,2003,241,2744,291
1400000US06001441921,06001441921,"Census Tract 4419.21, Alameda County, California",1205,69,352,94,853,85
1400000US06001441922,06001441922,"Census Tract 4419.22, Alameda County, California",2690,210,846,137,1844,210
1400000US06001441923,06001441923,"Census Tract 4419.23, Alameda County, California",1921,135,159,65,1762,147
1400000US06001442000,06001442000,"Census Tract 4420, Alameda County, California",981,28,951,41,30,27
1400000US06001442100,06001442100,"Census Tract 4421, Alameda County, California",1552,57,1382,86,170,74
1400000US06001442200,06001442200,"Census Tract 4422, Alameda County, California",1994,110,1685,131,309,101
1400000US06001442300,06001442300,"Census Tract 4423, Alameda County, California",2882,125,1207,178,1675,181
1400000US06001442400,06001442400,"Census Tract 4424, Alameda County, California",1677,94,1315,110,362,95
1400000US06001442500,06001442500,"Census Tract 4425, Alameda County, California",2045,131,1106,173,939,187
1400000US06001442600,06001442600,"Census Tract 4426, Alameda County, California",2823,96,2022,150,801,141
1400000US06001442700,06001442700,"Census Tract 4427, Alameda County, California",1018,55,780,68,238,58
1400000US06001442800,06001442800,"Census Tract 4428, Alameda County, California",789,96,571,95,218,95
1400000US06001442900,06001442900,"Census Tract 4429, Alameda County, California",2004,170,1387,166,617,170
1400000US06001443001,06001443001,"Census Tract 4430.01, Alameda County, California",779,47,636,69,143,60
1400000US06001443002,06001443002,"Census Tract 4430.02, Alameda County, California",1660,102,1294,143,366,109
1400000US06001443101,06001443101,"Census Tract 4431.01, Alameda County, California",2811,139,2299,163,512,132
1400000US06001443102,06001443102,"Census Tract 4431.02, Alameda County, California",1367,69,1160,98,207,73
1400000US06001443103,06001443103,"Census Tract 4431.03, Alameda County, California",998,81,942,93,56,43
1400000US06001443200,06001443200,"Census Tract 4432, Alameda County, California",1065,58,1043,59,22,23
1400000US06001443301,06001443301,"Census Tract 4433.01, Alameda County, California",1162,59,1090,76,72,52
1400000US06001443302,06001443302,"Census Tract 4433.02, Alameda County, California",1996,116,1337,158,659,141
1400000US06001444100,06001444100,"Census Tract 4441, Alameda County, California",2446,115,2163,146,283,95
1400000US06001444200,06001444200,"Census Tract 4442, Alameda County, California",1865,96,1460,135,405,134
1400000US06001444300,06001444300,"Census Tract 4443, Alameda County, California",2420,116,1550,171,870,176
1400000US06001444400,06001444400,"Census Tract 4444, Alameda County, California",1334,111,918,119,416,104
1400000US06001444500,06001444500,"Census Tract 4445, Alameda County, California",1827,124,1093,160,734,138
1400000US06001444600,06001444600,"Census Tract 4446, Alameda County, California",2850,166,2107,192,743,203
1400000US06001450100,06001450100,"Census Tract 4501, Alameda County, California",2671,125,1369,118,1302,135
1400000US06001450200,06001450200,"Census Tract 4502, Alameda County, California",2090,121,641,115,1449,157
1400000US06001450300,06001450300,"Census Tract 4503, Alameda County, California",1724,91,1102,120,622,125
1400000US06001450400,06001450400,"Census Tract 4504, Alameda County, California",1963,87,1424,156,539,144
1400000US06001450500,06001450500,"Census Tract 4505, Alameda County, California",2685,83,2379,118,306,87
1400000US06001450601,06001450601,"Census Tract 4506.01, Alameda County, California",1175,70,1056,68,119,57
1400000US06001450602,06001450602,"Census Tract 4506.02, Alameda County, California",3092,128,2073,153,1019,140
1400000US06001450603,06001450603,"Census Tract 4506.03, Alameda County, California",1375,61,1176,112,199,91
1400000US06001450604,06001450604,"Census Tract 4506.04, Alameda County, California",1576,53,1240,93,336,87
1400000US06001450605,06001450605,"Census Tract 4506.05, Alameda County, California",1223,97,976,91,247,97
1400000US06001450606,06001450606,"Census Tract 4506.06, Alameda County, California",1837,58,1588,88,249,73
