Tract,Year,CRA Eligible
6085511000,2009,not eligible
6085510801,2009,not eligible
6085511200,2009,not eligible
6085511200,2009,not eligible
6095251701,2009,eligible
6095251701,2009,eligible
6085511500,2009,not eligible
6085511500,2009,not eligible
6095252306,2009,not eligible
6095252306,2009,not eligible
6085511604,2009,
6085511605,2009,
6085511606,2009,eligible
6085512018,2009,eligible
6095252902,2009,not eligible
6095252902,2009,not eligible
6085512002,2009,not eligible
6085512023,2009,eligible
6085512017,2009,not eligible
6085512024,2009,not eligible
6085512019,2009,not eligible
6085512020,2009,not eligible
6085512020,2009,not eligible
6085512021,2009,not eligible
6085512022,2009,eligible
6085512025,2009,not eligible
6085512025,2009,not eligible
6085512026,2009,not eligible
6085512026,2009,not eligible
6085512027,2009,eligible
6085512027,2009,eligible
6085512029,2009,not eligible
6085512505,2009,eligible
6085512505,2009,eligible
6095250200,2009,eligible
6095250200,2009,eligible
6085512033,2009,not eligible
6085512033,2009,not eligible
6095250300,2009,not eligible
6095250501,2009,not eligible
6095250501,2009,not eligible
6085512503,2009,not eligible
6085512503,2009,not eligible
6085512506,2009,eligible
6085512506,2009,eligible
6095250101,2009,not eligible
6095250603,2009,not eligible
6095250603,2009,not eligible
6095250603,2009,not eligible
6095250701,2009,eligible
6095250701,2009,eligible
6095250702,2009,not eligible
6095250702,2009,not eligible
6095251400,2009,not eligible
6095251500,2009,eligible
6095251901,2009,not eligible
6095251903,2009,not eligible
6095252402,2009,not eligible
6095252402,2009,not eligible
6095252402,2009,not eligible
6095252103,2009,not eligible
6095252308,2009,not eligible
6095252308,2009,not eligible
6095252308,2009,not eligible
6095252201,2009,not eligible
6095252201,2009,not eligible
6095252201,2009,not eligible
6095252201,2009,not eligible
6095252202,2009,not eligible
6095252202,2009,not eligible
6095252202,2009,not eligible
6095252307,2009,not eligible
6095252307,2009,not eligible
6095253106,2009,not eligible
6095252904,2009,not eligible
6095252904,2009,not eligible
6095252904,2009,not eligible
6095253401,2009,not eligible
6095253401,2009,not eligible
6095253101,2009,not eligible
6095253101,2009,not eligible
6095253202,2009,not eligible
6095253202,2009,not eligible
6097151204,2009,not eligible
6097151204,2009,not eligible
6097151301,2009,not eligible
6097151301,2009,not eligible
6097151305,2009,eligible
6097151306,2009,not eligible
6097151307,2009,not eligible
6097151307,2009,not eligible
6097151308,2009,not eligible
6097151310,2009,not eligible
6097151310,2009,not eligible
6097151310,2009,not eligible
6097152000,2009,eligible
6097151800,2009,not eligible
6097151900,2009,eligible
6097152100,2009,eligible
6097152802,2009,eligible
6097152903,2009,not eligible
6097152903,2009,not eligible
6097152801,2009,not eligible
6097152801,2009,not eligible
6097152904,2009,not eligible
6097152904,2009,not eligible
6097153001,2009,not eligible
6097153001,2009,not eligible
6097153002,2009,eligible
6097153002,2009,eligible
6097153003,2009,not eligible
6097153003,2009,not eligible
6097153003,2009,not eligible
6097153006,2009,not eligible
6097153006,2009,not eligible
6097153101,2009,eligible
6097153101,2009,eligible
6097153101,2009,eligible
6097153102,2009,eligible
6097153102,2009,eligible
6097153200,2009,not eligible
6097153200,2009,not eligible
6097153200,2009,not eligible
6097154302,2009,not eligible
6097154302,2009,not eligible
6097154302,2009,not eligible
