Place Name,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",STATEFP00,COUNTYFP00,FIPS state,Period
South San Francisco city,0.1455084633604402,6.171875,0.5741907515545274,55.578125,0.07324153663955978,3.328125,0.2070592484454726,19.609375,6.0,81.0,6.0,slump 2008-2012
St. Helena city,0.0,0.0,0.9304043482322171,52.75,0.0,0.0,0.06959565176778293,4.0,6.0,55.0,6.0,slump 2008-2012
Stanford CDP,0.42857142857142855,4.0,0.510052555655488,30.642857142857142,0.0,0.0,0.06137601577308349,2.4285714285714284,6.0,85.0,6.0,slump 2008-2012
Stinson Beach CDP,0.18333333333333332,6.6,0.731103251792907,21.6,0.016666666666666666,0.6,0.06889674820709304,2.0,6.0,41.0,6.0,slump 2008-2012
Strawberry CDP,0.0,0.0,0.9446920701931986,63.2,0.0,0.0,0.05530792980680144,3.6666666666666665,6.0,41.0,6.0,slump 2008-2012
Suisun City city,0.1322242567255463,9.318181818181818,0.374892040870161,62.47727272727273,0.11777574327445368,10.522727272727273,0.375107959129839,56.02272727272727,6.0,95.0,6.0,slump 2008-2012
Sunnyvale city,0.12230734522522292,7.831460674157303,0.7513310241240582,56.29213483146067,0.03499602556129394,2.4719101123595504,0.09136560508942504,7.831460674157303,6.0,85.0,6.0,slump 2008-2012
Sunol CDP,0.0,0.0,0.8997913209571473,151.57142857142858,0.0,0.0,0.10020867904285266,16.5,6.0,1.0,6.0,slump 2008-2012
Sunol-Midtown CDP,0.6194490603535407,151.4,0.0,0.0,0.38055093964645925,92.6,0.0,0.0,6.0,85.0,6.0,slump 2008-2012
Tamalpais-Homestead Valley CDP,0.0,0.0,0.9730751900624168,91.5,0.0,0.0,0.026924809937583356,2.65,6.0,41.0,6.0,slump 2008-2012
Tara Hills CDP,0.0,0.0,0.4957143315899019,55.9,0.0,0.0,0.504285668410098,55.3,6.0,13.0,6.0,slump 2008-2012
Temelec CDP,0.0,0.0,0.8871786689349431,53.1,0.0,0.0,0.11282133106505707,9.9,6.0,97.0,6.0,slump 2008-2012
Tiburon town,0.0,0.0,0.9801934652874691,89.6,0.0,0.0,0.019806534712530913,1.9,6.0,41.0,6.0,slump 2008-2012
Tomales CDP,0.0,0.0,0.9554530034825601,39.8,0.0,0.0,0.04454699651743986,1.8,6.0,41.0,6.0,slump 2008-2012
Union City city,0.046123844309677475,3.1052631578947367,0.6695131341528884,76.0657894736842,0.032823524111375145,2.486842105263158,0.25153949742605913,27.223684210526315,6.0,1.0,6.0,slump 2008-2012
Vacaville city,0.03778072218508126,4.290697674418604,0.6395507631141889,123.27906976744185,0.04361462665212804,4.906976744186046,0.279053888048602,48.127906976744185,6.0,95.0,6.0,slump 2008-2012
Vallejo city,0.21325705974337686,11.425806451612903,0.34180225378241896,63.619354838709675,0.19302018524354556,9.103225806451613,0.25192050123065873,32.65806451612903,6.0,95.0,6.0,slump 2008-2012
Vine Hill CDP,0.04119850187265918,3.6666666666666665,0.5756187060876387,92.0,0.06991260923845194,6.222222222222222,0.3132701828012502,45.888888888888886,6.0,13.0,6.0,slump 2008-2012
Waldon CDP,0.0,0.0,0.7633154006333586,150.25,0.0,0.0,0.23668459936664143,44.75,6.0,13.0,6.0,slump 2008-2012
Walnut Creek city,0.0,0.0,0.8813136035310539,101.5764705882353,0.0,0.0,0.1186863964689459,16.988235294117647,6.0,13.0,6.0,slump 2008-2012
West Menlo Park CDP,0.0,0.0,0.9828813039895277,66.06666666666666,0.0,0.0,0.017118696010472317,1.2,6.0,81.0,6.0,slump 2008-2012
Windsor town,0.0,0.0,0.7874939227412382,116.96428571428571,0.0,0.0,0.21250607725876178,31.642857142857142,6.0,97.0,6.0,slump 2008-2012
Woodacre CDP,0.0,0.0,0.8453703016248387,24.77777777777778,0.0,0.0,0.15462969837516116,5.888888888888889,6.0,41.0,6.0,slump 2008-2012
Woodside town,0.0,0.0,0.9875793721473535,55.333333333333336,0.0,0.0,0.012420627852646535,0.6,6.0,81.0,6.0,slump 2008-2012
Yountville town,0.0,0.0,0.8099055786555788,26.0,0.0,0.0,0.19009442134442137,6.2,6.0,55.0,6.0,slump 2008-2012
unincorporated non CDP,0.08857137580077017,9.987124463519313,0.6924899220031673,83.45398187887459,0.06496843009955075,6.903671912255604,0.1539702720965123,21.33381020505484,6.0,65.21173104434907,6.0,slump 2008-2012
